"number","SnowCorrFactor","ThresTempRain","ThresTempSnow","IrriducibleWatSatSnow","SnowAgingCoeffVis","SnowAgingCoeffNIR","RMSE","NRMSE","NSE","R2"
"0070",0.978715306476923,3.1610206209803,-0.455940767246299,0.04,0.25,0.45,251.815870446775,0.571902615634974,-6.44215534521549,0.418031214899271
"0071",1.25318460180913,1.38160129562579,-3.00618772796262,0.04,0.25,0.45,311.921016949508,0.708408271283481,-10.418835382676,0.367989569155676
"0072",1.13060653941822,3.38344089273736,-3.5090245636981,0.04,0.25,0.45,296.956460554819,0.674422053779574,-9.34946957705714,0.389982188023821
"0073",0.906676775153261,1.50947830055282,-3.21161249590293,0.04,0.25,0.45,178.211974154062,0.404739756772887,-2.72740255162983,0.358132478392301
"0074",0.73701165513345,0.642681416906416,-3.17985653057601,0.04,0.25,0.45,119.367665060838,0.271097606951512,-0.672268208202466,0.308940541136513
"0075",1.3366011731741,1.48477761224471,-3.18667178376578,0.04,0.25,0.45,323.977813206588,0.735790633258397,-11.3186488397105,0.36876030172704
"0076",0.991603546326514,2.47781428523455,-0.463629173331894,0.04,0.25,0.45,247.625483182858,0.56238576734219,-6.19653112103772,0.408917573925947
"0077",1.44199918965949,3.15847273476422,-2.07899353563692,0.04,0.25,0.45,428.816811596437,0.973891978075656,-20.5812274848531,0.40500222737858
"0078",1.02519135131617,3.09064693827275,-2.9885961793866,0.04,0.25,0.45,251.947138783192,0.572200741026412,-6.44991636502305,0.395893525995818
"0079",1.26240605571726,1.88099074879568,-3.74933273406327,0.04,0.25,0.45,312.40450574028,0.709506329573383,-10.4542620284701,0.369353216522471
"0080",1.35920550536457,0.937662439459004,-2.04080942477565,0.04,0.25,0.45,354.512967932342,0.805139458753368,-13.7501619300491,0.369560009484146
"0081",0.676783730966039,1.00830925353244,-2.17734932708647,0.04,0.25,0.45,110.382791012132,0.250691931326346,-0.429997498497631,0.351322660776485
"0082",1.24105421121116,1.54327548519615,-0.227763959415257,0.04,0.25,0.45,359.220244011348,0.815830220607745,-14.1444722214289,0.422894556188792
"0083",0.673518848519074,3.09476014611963,-2.51512669024151,0.04,0.25,0.45,131.4984040276,0.298647901269211,-1.02942730675547,0.382306859296198
"0084",1.11879748988687,2.63258745796885,-3.31284884224366,0.04,0.25,0.45,278.689156911053,0.632934919883158,-8.11533594895665,0.377336798196842
"0085",1.35379508030787,1.13248844379559,-1.34036776161473,0.04,0.25,0.45,356.253425199037,0.80909223608014,-13.8953472765761,0.366537315279752
"0086",0.618556804152671,2.95624751416966,-0.8701902812263,0.04,0.25,0.45,113.261902165294,0.257230721738071,-0.505567523363714,0.381970190995076
"0087",0.801291054444155,2.80272740116902,-1.4726062352201,0.04,0.25,0.45,179.828555143974,0.40841119692031,-2.79533264222522,0.413937988513805
"0088",1.2229028161664,0.203556244555861,-2.96025954612344,0.04,0.25,0.45,258.146235978492,0.586279599099484,-6.82103320742234,0.319634977653931
"0089",1.05296781570325,2.85362805254851,-1.96260196555778,0.04,0.25,0.45,275.605679710806,0.625931990826528,-7.91474371711739,0.393789262666606
"0090",1.13459443877079,3.07413484422117,-1.42176081420109,0.04,0.25,0.45,314.08459535143,0.713322005056478,-10.5777937524283,0.418932335731139
"0091",1.05603530082176,1.56254217331111,-0.340095830422826,0.04,0.25,0.45,281.782122226865,0.6399593975344,-8.31878747335453,0.41037452894123
"0092",0.851597718803445,3.62509763702098,-1.03542829808872,0.04,0.25,0.45,204.195712966059,0.46375179665819,-3.8935696700705,0.429706260927053
"0093",0.848995217447402,0.346972373574041,-3.56890582526755,0.04,0.25,0.45,137.966954773063,0.313338719143934,-1.2339975528661,0.340248551028516
"0094",0.576994765308918,3.40542576293461,-3.85159119252022,0.04,0.25,0.45,98.4239490332299,0.223532034709961,-0.136930999495409,0.375061454194547
"0095",1.4038599403454,1.73481365542486,-0.849130165367387,0.04,0.25,0.45,414.305366039516,0.940934827059228,-19.1452959743259,0.398234549987533
"0096",0.802969205522677,2.4027666577138,-2.68129361776356,0.04,0.25,0.45,167.502587008499,0.380417514852518,-2.29287749332791,0.399274597833144
"0097",0.760691042285413,2.96210435202997,-3.67866657062061,0.04,0.25,0.45,149.343740884606,0.339176700376679,-1.61761992175799,0.400535986437554
"0098",1.01074536837079,1.08809032446239,-3.77337775707338,0.04,0.25,0.45,211.46100865473,0.480252113339345,-4.24799164237682,0.356721231719632
"0099",1.01934691727487,1.49788287511375,-2.26299105184432,0.04,0.25,0.45,241.202993097374,0.547799558489422,-5.82806931558067,0.389231804479971
"0100",0.559266529738205,0.465173029465601,-0.411922857033089,0.04,0.25,0.45,87.4477445027759,0.198603820020499,0.102509705697223,0.382420037117311
"0101",0.855462157304166,3.73688262513001,-0.503862484683283,0.04,0.25,0.45,203.045228735259,0.461138915509459,-3.83858208596359,0.424777604028451
"0102",0.665225792027311,1.96173737304844,-1.77999777984712,0.04,0.25,0.45,123.033829249979,0.279423884740904,-0.776567110953873,0.392781320498699
"0103",1.33262160030776,2.54275860941503,-0.879817283809185,0.04,0.25,0.45,385.666577653195,0.875892866210236,-16.4564747216979,0.406724021493295
"0104",1.31668379477109,0.841546832528897,-2.68646096992027,0.04,0.25,0.45,322.843390657142,0.733214230023317,-11.232531295866,0.369372860874957
"0105",0.660337558912812,0.51670286488533,-1.54940417654905,0.04,0.25,0.45,103.889446094494,0.235944803053499,-0.266704744979318,0.358938038269117
"0106",1.29483319069329,2.55551227225177,-3.49732463003695,0.04,0.25,0.45,342.214470545192,0.777208165893977,-12.7445104356398,0.400922548228754
"0107",0.603066751980688,0.901255539112724,-1.05607982667442,0.04,0.25,0.45,103.914329906189,0.236001317033219,-0.267311625051422,0.372345844991107
"0108",1.03208200162556,2.17502550728992,-1.02283055488579,0.04,0.25,0.45,267.461999341877,0.6074367621675,-7.39569608768272,0.416873121528303
"0109",1.00779307955434,2.62648237877339,-3.76780172539316,0.04,0.25,0.45,236.864354782545,0.537946015120045,-5.58463877395292,0.386225486573101
"0110",0.550129565282492,3.12372606844082,-1.5711032896908,0.04,0.25,0.45,95.1037947949458,0.215991585055945,-0.061520116010084,0.410145348168982
"0111",1.01770697020693,0.268208869040944,-0.144916557691992,0.04,0.25,0.45,234.757308250715,0.533160671683669,-5.4680114239128,0.392326516436986
"0112",0.693484001931036,1.52924144373834,-0.272509253270924,0.04,0.25,0.45,139.949236580652,0.317840707635265,-1.2986539916743,0.391686290858349
"0113",1.06480609886488,0.503845866453834,-1.18914175399393,0.04,0.25,0.45,239.705864661126,0.544399408740669,-5.7435697703598,0.361525786822228
"0114",1.39016070372495,1.74857483658101,-3.39440220577735,0.04,0.25,0.45,359.438144444786,0.816325097390571,-14.1628508512003,0.368642288754886
"0115",0.793814436156303,3.39285703085363,-3.22617158370838,0.04,0.25,0.45,171.521830405306,0.389545675867266,-2.4527993492299,0.403204572207544
"0116",1.46995795289264,2.64453413999826,-1.68364393397793,0.04,0.25,0.45,436.677399613216,0.991744271655281,-21.3796848629318,0.405364158505775
"0117",1.21027059098426,1.0180361523563,-2.12929132751282,0.04,0.25,0.45,293.472297378246,0.666509121086152,-9.10803552418547,0.35825131037799
"0118",0.790339554281672,0.721337606923655,-3.59385763516743,0.04,0.25,0.45,131.578805882885,0.298830503069716,-1.0319097643204,0.313228162337114
"0119",1.23464226728724,2.43557473293692,-2.94589955651201,0.04,0.25,0.45,321.665965608882,0.730540163199732,-11.1434687648638,0.383221850854536
"0120",0.58909801240894,1.15870109578408,-1.81327014936134,0.04,0.25,0.45,98.2722348037454,0.22318747435911,-0.133428687869597,0.36848118501316
"0121",0.980264702521497,2.63173985827342,-2.26859031759761,0.04,0.25,0.45,235.871242676309,0.535690544048396,-5.52953908866892,0.409223739992562
"0122",0.611781653184677,3.56577378841955,-2.64679250640981,0.04,0.25,0.45,112.085162404107,0.254558211279732,-0.474445711766779,0.391629072232252
"0123",1.37372227573791,3.15519772134908,-3.11090273965802,0.04,0.25,0.45,388.434378611775,0.882178858451156,-16.7079324543194,0.39957511714692
"0124",1.1130192553848,2.13402254969906,-0.216790388078429,0.04,0.25,0.45,311.066257210262,0.706467014246158,-10.3563388721752,0.417294956223303
"0125",1.34342198179918,0.427730336328968,-3.19488726476114,0.04,0.25,0.45,299.217570667558,0.67955729321234,-9.50767716267701,0.34344850702269
"0126",0.812228377215564,1.30851585951075,-3.82087062298227,0.04,0.25,0.45,143.273763025094,0.325391087069056,-1.40916126056944,0.334220382154447
"0127",0.777779981161701,0.17673852182366,-1.24645792471431,0.04,0.25,0.45,136.674549677595,0.310403519494892,-1.19233965346054,0.337466044653662
"0128",0.582451201191172,2.12293509509228,-2.7228579906784,0.04,0.25,0.45,100.057194487432,0.227241321759959,-0.174976495231494,0.35673528627094
"0129",1.25580497198668,1.90966719207447,-2.86709631671291,0.04,0.25,0.45,321.390331005621,0.729914165520219,-11.1226662773945,0.383378627905627
"0130",0.764485527374549,1.12456323755719,-3.60132079364546,0.04,0.25,0.45,124.660130264258,0.283117400174326,-0.823843999276694,0.351708690916667
"0131",1.31417272583419,2.19593733444344,-2.90861584236659,0.04,0.25,0.45,342.933491789436,0.778841145298932,-12.8023278450486,0.385504037992326
"0132",1.05453043827391,3.17505557011254,-1.31305499795452,0.04,0.25,0.45,285.053499677987,0.647389069531268,-8.53641825743166,0.406332624054538
"0133",1.41881880638795,0.979619475605898,-0.120352070812136,0.04,0.25,0.45,426.891961119267,0.969520422698122,-20.3879169513849,0.405488755974099
"0134",1.21594219292421,0.645725582852028,-0.962410876037553,0.04,0.25,0.45,318.812538638797,0.72405970450259,-10.9289803418308,0.378340159020503
"0135",0.745853497977834,2.30780493899342,-1.40281139850058,0.04,0.25,0.45,158.570418922536,0.360131540491211,-1.95105214108829,0.383872878652523
"0136",0.710031860300107,3.65122567276936,-0.149198595481925,0.04,0.25,0.45,151.941044995628,0.345075474794896,-1.70946006242748,0.439518577405743
"0137",0.933700385163771,0.360037553106435,-2.93464885347243,0.04,0.25,0.45,170.338631738193,0.386858496495542,-2.40532717935944,0.31715111379586
"0138",1.14306248786137,1.73175454603601,-1.11008851396944,0.04,0.25,0.45,295.095449088786,0.670195484090925,-9.2201568200875,0.392793860248531
"0139",0.621639811974717,2.22238375668507,-0.287703748037107,0.04,0.25,0.45,113.468186639453,0.257699217350071,-0.511056713020943,0.427372109835622
"0140",1.33740558730997,1.74154692637455,-0.307127421777695,0.04,0.25,0.45,400.062427470209,0.908587486092738,-17.7839994773464,0.407917031298002
"0141",1.34487103032484,3.61219771998841,-1.71614856021944,0.04,0.25,0.45,399.319256384479,0.906899659638278,-17.714276562763,0.413351852560532
"0142",0.835269643854583,1.68770292060636,-1.29631165203545,0.04,0.25,0.45,186.26091590215,0.423019823198637,-3.07170217742774,0.408274826121687
"0143",0.708461538220057,1.32947139162384,-1.1134418635983,0.04,0.25,0.45,138.033596505103,0.313490070132241,-1.2361562353193,0.408540024836599
"0144",0.957871054690797,3.75863837033138,-1.53531460262649,0.04,0.25,0.45,241.177884720557,0.547742534496651,-5.82664783393262,0.415700545798008
"0145",1.44380191112054,0.4777267622035,-3.6583506701272,0.04,0.25,0.45,327.676107106069,0.744189881291286,-11.6014954440596,0.337493618380834
"0146",0.958475642762845,1.49024087256752,-2.87463122845162,0.04,0.25,0.45,211.340920177809,0.479979378686295,-4.2420326774058,0.366225337861529
"0147",1.16589762340253,3.20388347856794,-0.895412294268608,0.04,0.25,0.45,325.234075816876,0.738643749193756,-11.4143681222136,0.418433130446682
"0148",0.697347077274229,2.88825247990061,-3.40253064065427,0.04,0.25,0.45,132.06581064557,0.299936546533587,-1.04697877192437,0.361660525931999
"0149",0.995133854381973,2.07711053000763,-0.338588798116893,0.04,0.25,0.45,259.398906340632,0.58912455662883,-6.8971214537717,0.423032946499427
"0150",1.03957094744151,0.507416859277524,-3.46832618698198,0.04,0.25,0.45,200.930255727553,0.456335570140645,-3.73830715413701,0.340540962734487
"0151",0.608250731481239,2.47041026922409,-1.57480710147601,0.04,0.25,0.45,110.752670386436,0.251531969649819,-0.439597052189331,0.382500624894944
"0152",1.03650139901671,2.7171134292027,-3.48287042870279,0.04,0.25,0.45,246.186401094123,0.559117447481331,-6.11312851109467,0.389811306990903
"0153",0.586658814127557,2.39912771315873,-3.28618819142692,0.04,0.25,0.45,100.374654664006,0.227962310095684,-0.182444223772878,0.35749378141168
"0154",1.35149024584843,3.34301409279741,-0.844749340018257,0.04,0.25,0.45,397.381450948742,0.902498682069534,-17.5330850260061,0.399627990943327
"0155",0.929599341809284,3.47032696663402,-3.10005010062456,0.04,0.25,0.45,225.555983057211,0.512263410775782,-4.97091981654681,0.395330356149728
"0156",0.632644270880846,2.32537817448284,-2.39818157986924,0.04,0.25,0.45,113.080930728097,0.256819714925415,-0.500760133776484,0.369416528247896
"0157",1.22822216286534,0.285103292117827,-1.15070448538288,0.04,0.25,0.45,292.119057492867,0.66343575867791,-9.0150314482346,0.373310205018934
"0158",0.938761789146112,1.81627347209118,-1.93581213082466,0.04,0.25,0.45,220.986915209812,0.501886535607805,-4.73146513639614,0.395980189918924
"0159",1.4058025877974,0.375931175775826,-2.03931291136518,0.04,0.25,0.45,339.664020931398,0.771415803392813,-12.5404041987551,0.34106456472126
"0160",1.42326399402996,0.797560760946013,-2.76761453435011,0.04,0.25,0.45,346.397789339417,0.78670896088441,-13.0825972615311,0.340142395736271
"0161",0.998346867480315,0.773790108697489,-2.53898502419703,0.04,0.25,0.45,204.856365792732,0.465252214717347,-3.92528611030873,0.351335857874014
"0162",0.689222118836828,1.94836837817356,-0.773672801515088,0.04,0.25,0.45,127.605890995256,0.289807559393058,-0.911058512638813,0.370423832251475
"0163",1.13705317290523,3.41405345428921,-0.635891748022288,0.04,0.25,0.45,316.679703774541,0.719215792816559,-10.7699060419211,0.413504725968809
"0164",1.12345573473116,3.94246988933347,-2.59455206002481,0.04,0.25,0.45,307.661906415767,0.698735344592233,-10.1091284788847,0.415545907114625
"0165",1.41048105961038,1.45264177257009,-1.46137545227725,0.04,0.25,0.45,401.218649954007,0.91121339946971,-17.8927318420328,0.391827648338972
"0166",0.555436825271929,3.26033724153321,-2.31773413621821,0.04,0.25,0.45,98.8409309838893,0.224479048366533,-0.146584827681536,0.375129040554388
"0167",1.19856542564114,2.29374571288098,-0.1838168669343,0.04,0.25,0.45,347.90578873174,0.790133799816585,-13.2054777999985,0.413763316711011
"0168",0.814615750237834,3.21800156208314,-3.68599230356328,0.04,0.25,0.45,175.665552973181,0.398956543303178,-2.62164393590117,0.373747586475883
"0169",0.804759474080289,2.06530538690928,-3.63418571362179,0.04,0.25,0.45,158.717491729152,0.360465559640374,-1.95652883464364,0.35280778432355
"0170",0.72642400451703,1.12160118051805,-1.82399941652268,0.04,0.25,0.45,133.849220317943,0.303986873681631,-1.10263663657163,0.396575262897846
"0171",0.758764725824818,1.83548940972146,-2.79686036361661,0.04,0.25,0.45,145.406614786711,0.330235037130926,-1.48142334301013,0.387860841599647
"0172",1.39491319694975,0.302066857081838,-1.48734267545212,0.04,0.25,0.45,347.113301838642,0.788333971528498,-13.1408348216439,0.342976401787524
"0173",0.826597228426486,0.986753302426077,-1.32377815041598,0.04,0.25,0.45,171.780766721702,0.390133749829274,-2.46323219026941,0.396923000455377
"0174",0.773045339035569,1.11732532054186,-0.787985098444857,0.04,0.25,0.45,165.292454857805,0.375398052196577,-2.20655427459577,0.379256792237928
"0175",0.99210626303358,1.29881344488822,-2.02407399308216,0.04,0.25,0.45,225.264830127356,0.511602169203363,-4.95551495999165,0.380173778511355
"0176",1.17420864188252,0.991231923356652,-0.921075805847533,0.04,0.25,0.45,311.755060470086,0.708031365155625,-10.40668791268,0.402028012596104
"0177",1.44260421461286,3.31265580200311,-3.29827057573479,0.04,0.25,0.45,406.707360793899,0.923678888957045,-18.4131764071875,0.391521755745417
"0178",0.781946495053824,3.4593953860756,-0.589502886885777,0.04,0.25,0.45,181.072077347551,0.41123537793624,-2.84800390411324,0.405402333241537
"0179",1.04499481935985,0.318056949242018,-3.06066442770045,0.04,0.25,0.45,201.918648980001,0.458580324156141,-3.78503809176547,0.33687446641351
"0180",0.905946817136835,1.4245106107248,-1.55568223475199,0.04,0.25,0.45,210.524074011518,0.478124227705364,-4.2015894038776,0.377413802918418
"0181",1.27568523571524,1.89900076086819,-1.19391105525196,0.04,0.25,0.45,359.077755851226,0.815506613714638,-14.1324602035021,0.407349171850049
"0182",0.53659355933615,2.88268338925764,-2.56223307898082,0.04,0.25,0.45,92.4858502387362,0.210045933828216,-0.00388305305032377,0.365245266475641
"0183",1.18427918737684,0.439561306455173,-0.295096213527955,0.04,0.25,0.45,307.577662346829,0.698544016685488,-10.1030455025091,0.39319807956734
"0184",1.05077771259379,2.46568038021773,-0.712434479563497,0.04,0.25,0.45,282.144788347922,0.640783053735522,-8.34279029746843,0.403431270783133
"0185",1.11708888146514,1.05854711719602,-2.25279060178343,0.04,0.25,0.45,265.395078500431,0.602742548758963,-7.26643520445328,0.379945465443204
"0186",1.16762318178313,3.20770573085174,-1.85031014266144,0.04,0.25,0.45,316.082807868318,0.717860174008956,-10.7255786808397,0.406617698833195
