POSIX,Iprec,WindSp,AirT,RH,P,Swglob
05/02/1889 00:00,0.00138888888888889,4.2,-2.1,7.61327213936951,-9999.0,7.10393364197531
06/02/1889 00:00,0.0216269841269841,2.9,-6.1,9.10241360419473,-9999.0,13.7608672839506
07/02/1889 00:00,0.0107142857142857,4.8,-6.9,11.7873689227689,-9999.0,11.9890069444444
08/02/1889 00:00,0.0134920634920635,2.6,-17.6,21.3870656108727,-9999.0,10.4895354938272
09/02/1889 00:00,0.0220238095238095,2.8,-16.1,17.962324053318,-9999.0,13.8050362654321
10/02/1889 00:00,0.0181818181818182,7.8,-7.7,12.0418797775491,-9999.0,14.4080925925926
11/02/1889 00:00,0.0193181818181818,5.8,-8.1,12.6383580578425,-9999.0,16.113162037037
12/02/1889 00:00,0.021969696969697,2.5,-9.2,15.1000939751811,-9999.0,20.9406381172839
13/02/1889 00:00,0.012310606060606,1.7,-18.5,30.4414402372031,-9999.0,17.316537037037
14/02/1889 00:00,0.0308712121212121,6.7,-17.6,24.9112607120417,-9999.0,19.7251574074074
15/02/1889 00:00,0.0170454545454545,5.8,-16.9,19.991706480659,-9999.0,20.1243811728395
16/02/1889 00:00,0.0227272727272727,10.1,-18.1,21.8228286308966,-9999.0,19.6077353395062
17/02/1889 00:00,0.0215909090909091,4.3,-30.9,80.6026746908463,-9999.0,21.4946913580247
18/02/1889 00:00,0.00568181818181817,4.6,-31.3,92.6092718027256,-9999.0,29.6067345679012
19/02/1889 00:00,0.0145833333333333,2.6,-31.5,94.257415934749,-9999.0,30.8343131074337
20/02/1889 00:00,0.0138257575757576,1.5,-38.9,100,-9999.0,33.2102723765432
21/02/1889 00:00,0.0077651515151515,1.4,-40.6,100,-9999.0,38.0957530864197
22/02/1889 00:00,0.0321969696969697,1.9,-35,100,-9999.0,33.8555979938272
23/02/1889 00:00,0.0418560606060604,2.8,-30.7,79.5113505698518,-9999.0,30.8029544753087
24/02/1889 00:00,0.0399621212121212,2.2,-29.7,65.7736233822466,-9999.0,32.8144475965327
25/02/1889 00:00,0.0445075757575758,2,-29.9,67.0301468579386,-9999.0,30.5394490740741
26/02/1889 00:00,0.00813492063492063,3.1,-27,59.4667668294648,-9999.0,33.9483263888889
27/02/1889 00:00,0.0503968253968254,4.1,-10.6,13.3925123824776,-9999.0,55.7202083333333
28/02/1889 00:00,0.00972222222222221,5.5,-2.4,7.93462757491148,-9999.0,56.6428317901234
01/03/1889 00:00,0.0178571428571429,4.3,-3.6,5.11732362384119,-9999.0,37.878262345679
02/03/1889 00:00,0.00714285714285713,2.7,-8,7.85758982116951,-9999.0,58.2934853395062
03/03/1889 00:00,0.00317460317460318,5.6,-5.5,6.2341922141259,-9999.0,62.9413171296296
04/03/1889 00:00,0.00238095238095238,4.3,-7.6,7.32633241687018,-9999.0,63.1274158950617
05/03/1889 00:00,0.0130952380952381,3.9,-19.3,16.7887563142457,-9999.0,61.6277939814815
06/03/1889 00:00,0.0192460317460318,4,-11.5,11.6078912035272,-9999.0,65.7885586419753
07/03/1889 00:00,0.0257936507936508,5.3,-7.3,7.17571603396684,-9999.0,74.1507901234568
08/03/1889 00:00,0.0138888888888889,8.1,-14,9.9568036191603,-9999.0,82.7760061728395
09/03/1889 00:00,0.0146825396825397,4,-23.4,24.8923415223581,-9999.0,78.8354560185185
10/03/1889 00:00,0.0134920634920635,3.1,-34.1,55.1695066850496,-9999.0,66.8346489197531
11/03/1889 00:00,0.00158730158730159,2.5,-40.7,100,-9999.0,78.9147554012346
12/03/1889 00:00,0.00793650793650792,3.2,-40.6,100,-9999.0,86.0723912037037
13/03/1889 00:00,0.0259920634920635,2.7,-40.6,100,-9999.0,98.6232932098765
14/03/1889 00:00,0.0329365079365079,2,-42.2,100,-9999.0,95.3664151234568
15/03/1889 00:00,0.035515873015873,1.9,-41.6,100,-9999.0,97.1928155864197
16/03/1889 00:00,0.0488095238095237,1.9,-35.4,67.2994531669452,-9999.0,96.9675300925926
17/03/1889 00:00,0.0583333333333333,2,-31.1,52.9458323438747,-9999.0,101.711598765432
18/03/1889 00:00,0.0567460317460317,2,-28.4,30.3923668127242,-9999.0,99.7999475308642
19/03/1889 00:00,0.0466269841269842,5.2,-17.9,14.7041578679913,-9999.0,103.935353395062
20/03/1889 00:00,0.0654761904761904,4.4,-19.6,19.2971534324448,-9999.0,101.794891975309
21/03/1889 00:00,0.0873015873015875,2.6,-33.5,55.8183594193906,-9999.0,119.520173611111
22/03/1889 00:00,0.0630952380952379,2.7,-35,65.1831726103,-9999.0,106.113906635802
23/03/1889 00:00,0.0674603174603175,5,-32.7,55.3880793516724,-9999.0,115.12106095679
24/03/1889 00:00,0.0531746031746033,3.8,-25.9,31.1514179442583,-9999.0,128.463006172839
25/03/1889 00:00,0.0323412698412698,4.7,-25.4,28.1074303210319,-9999.0,117.044292438272
26/03/1889 00:00,0.0170634920634921,4.3,-21.1,19.0766275228189,-9999.0,112.399512345679
27/03/1889 00:00,0.0353174603174603,6.2,-11.2,8.7756147040294,-9999.0,137.695999228395
28/03/1889 00:00,0.065079365079365,4.2,-9.1,6.94360386070895,-9999.0,133.487941358025
29/03/1889 00:00,0.150198412698412,4.2,-3.6,4.97080721906439,-9999.0,131.779036265432
30/03/1889 00:00,0.031547619047619,1.7,-5.4,5.92631050705899,-9999.0,122.220756944445
31/03/1889 00:00,0.023015873015873,2.1,-14.5,9.83535960368811,-9999.0,146.026425925926
01/04/1889 00:00,0.0119047619047619,4.2,-9.7,28.9788595522802,-9999.0,165.046296296296
02/04/1889 00:00,0.0484126984126983,3.4,-7.4,25.2202249726142,-9999.0,170.408950617284
03/04/1889 00:00,0.0446428571428571,2.2,-8.1,22.5881992991347,-9999.0,177.507716049383
04/04/1889 00:00,0.0261904761904762,1.5,-11.1,26.2164448009579,-9999.0,165.470679012346
05/04/1889 00:00,0.0273809523809524,2.5,-3.4,17.7432508568813,-9999.0,170.331790123457
06/04/1889 00:00,0.0226190476190476,2.2,-20.7,71.7622334655523,-9999.0,187.114197530864
07/04/1889 00:00,0.0593253968253967,1.7,-26.6,100,-9999.0,160.956790123457
08/04/1889 00:00,0.0179924242424243,3.5,-21.9,62.931508458473,-9999.0,191.396604938272
09/04/1889 00:00,0.00492424242424242,1.7,-11.6,21.7538919424569,-9999.0,183.950617283951
10/04/1889 00:00,0.00208333333333333,2.5,-9.3,18.8289192935727,-9999.0,166.975308641975
11/04/1889 00:00,0.00662878787878788,1.2,-13.2,26.1222576049651,-9999.0,194.83024691358
12/04/1889 00:00,0.0109848484848485,1.4,-13.8,34.842437191882,-9999.0,207.381210648148
13/04/1889 00:00,0.0196969696969697,2.8,-6.5,18.7414884899447,-9999.0,215.813154320988
14/04/1889 00:00,0.0182539682539682,4.4,-9.2,24.4200448936014,-9999.0,194.208729938271
15/04/1889 00:00,0.00277777777777778,3.5,-10.1,26.4769873925447,-9999.0,217.704030092593
16/04/1889 00:00,0.0162698412698413,2.7,-9.6,22.2098710727549,-9999.0,224.916811728395
17/04/1889 00:00,0.0253968253968254,1.1,-17.6,47.7794199351105,-9999.0,192.517968364198
18/04/1889 00:00,0.0111111111111111,1.2,-17.2,46.6138133028252,-9999.0,209.265212962963
19/04/1889 00:00,0.0130952380952381,1.1,-15.4,33.717447807042,-9999.0,220.405035493827
20/04/1889 00:00,0.00965909090909092,2.1,-6,13.6211066890282,-9999.0,236.651234567901
21/04/1889 00:00,0.00303030303030303,3.7,-1.1,13.1917787372372,-9999.0,236.612654320988
22/04/1889 00:00,0.00965909090909092,4,-0.1,14.3148442836371,-9999.0,244.945987654321
23/04/1889 00:00,0.00719696969696971,4.8,-0.2,15.7928769029633,-9999.0,201.774691358025
24/04/1889 00:00,0.0077651515151515,5.8,0.2,16.0917728990773,-9999.0,225.231481481481
25/04/1889 00:00,0.0111742424242424,6.7,2.3,14.1175830180705,-9999.0,245.486111111111
26/04/1889 00:00,0.0130681818181818,8.7,2.2,14.0031706785018,-9999.0,212.422839506173
27/04/1889 00:00,0.034280303030303,5,-1.2,16.6445497178106,-9999.0,219.868827160494
28/04/1889 00:00,0.0234848484848485,3.3,-3.4,17.0317029943434,-9999.0,226.543209876543
29/04/1889 00:00,0.0293560606060606,7.5,1.5,14.1312663550714,-9999.0,236.921296296296
30/04/1889 00:00,0.0200757575757576,2,3.9,8.07232407580559,-9999.0,252.708333333333
01/05/1889 00:00,0.0304924242424243,2.1,-0.1,15.3949935483712,964.650753136243,234.143518518519
02/05/1889 00:00,0.0204545454545455,2.7,-2.7,24.1762217188844,964.650753136243,204.166666666667
03/05/1889 00:00,0.00511363636363637,3,-0.4,17.7822159792259,964.650753136243,266.550925925926
04/05/1889 00:00,0,3.9,4.3,13.2163718862501,964.650753136243,227.546296296296
05/05/1889 00:00,0.0159090909090909,2.2,2.2,13.8796349676774,964.650753136243,262.268518518519
06/05/1889 00:00,0.0297348484848485,3.2,2.4,16.1440729603494,964.650753136243,204.513888888889
07/05/1889 00:00,0.00643939393939396,2.2,5.6,11.8542253511309,964.650753136243,195.717592592593
08/05/1889 00:00,0.0214015151515152,3.3,6.4,10.9301158525385,964.650753136243,230.324074074074
09/05/1889 00:00,0.0145833333333333,3.4,7.9,10.9208415170874,964.650753136243,234.375
10/05/1889 00:00,0.0240530303030303,3.2,7,10.9666683912838,964.650753136243,283.564814814815
11/05/1889 00:00,0.0221590909090909,2.5,3.3,15.9517831367992,964.650753136243,282.407407407407
12/05/1889 00:00,0.0621212121212121,2.5,10.3,8.82354974768974,964.650753136243,280.787037037037
13/05/1889 00:00,0.0172348484848485,3.2,8,9.30080009036202,964.650753136243,212.962962962963
14/05/1889 00:00,0.018939393939394,3.3,-2.5,22.5775084253154,964.650753136243,95.8333333333333
15/05/1889 00:00,0.00587121212121213,2.1,-6,31.1677548097097,964.650753136243,108.796296296296
16/05/1889 00:00,0.0153409090909091,0.5,-5.8,29.8234872514443,964.650753136243,148.611111111111
17/05/1889 00:00,0.00587121212121213,1.7,-2.2,22.114536859552,964.650753136243,228.125
18/05/1889 00:00,0.0200757575757576,2.7,-2.4,23.5181208282818,964.650753136243,293.865740740741
19/05/1889 00:00,0.012689393939394,3,-5.1,28.1995940516096,964.650753136243,176.736111111111
20/05/1889 00:00,0.0206439393939394,4.2,-10.6,41.3005310146251,964.650753136243,207.291666666667
21/05/1889 00:00,0.0200757575757576,2.8,-9.1,36.602513872926,964.650753136243,304.282407407407
22/05/1889 00:00,0.0465909090909092,2.5,-4.9,29.8482813845379,964.650753136243,324.421296296296
23/05/1889 00:00,0.00814393939393938,4.4,3.9,15.4404342367464,964.650753136243,328.472222222222
24/05/1889 00:00,0.00530303030303029,4.6,7.7,11.3059617468042,964.650753136243,174.537037037037
25/05/1889 00:00,0.0176136363636364,3.3,9.4,10.2678847616699,964.650753136243,195.25462962963
26/05/1889 00:00,0.0659420289855071,3.4,4.9,12.2920908276771,964.650753136243,189.930555555556
27/05/1889 00:00,0.032427536231884,3.1,6,12.6561710110147,964.650753136243,213.541666666667
28/05/1889 00:00,0.2125,2.4,3.3,14.8572551595267,964.650753136243,219.791666666667
29/05/1889 00:00,0.104166666666667,3.2,3.3,14.7553100267337,964.650753136243,203.703703703704
30/05/1889 00:00,0.2125,2.8,5.6,11.9363246830373,964.650753136243,199.189814814815
31/05/1889 00:00,0.2125,2.9,5.6,13.7433518615391,964.650753136243,182.407407407407
01/06/1889 00:00,0.2125,3.1,1.8,59.705293182037,956.865903165634,125.347222222222
02/06/1889 00:00,0,3.3,-1.6,76.0904009923945,956.865903165634,130.787037037037
03/06/1889 00:00,0.104166666666667,4.1,-2.3,76.0301617916642,956.865903165634,226.851851851852
04/06/1889 00:00,0,3.2,-0.6,70.439668941645,956.865903165634,196.180555555556
05/06/1889 00:00,0.0958333333333333,2.6,4.1,45.1512913223197,956.865903165634,243.171296296296
06/06/1889 00:00,0.0625,3.4,7.8,38.1191379895194,956.865903165634,176.851851851852
07/06/1889 00:00,0.075,4.2,8.8,35.4705812635831,956.865903165634,288.541666666667
08/06/1889 00:00,0.0125,4.2,9.7,32.8576035487127,956.865903165634,191.666666666667
09/06/1889 00:00,0,3.5,11.9,29.8072878339276,956.865903165634,286.226851851852
10/06/1889 00:00,0.0125,3.2,9.9,35.739288846657,956.865903165634,187.384259259259
11/06/1889 00:00,0.316666666666667,3.4,9.3,29.5634860246844,956.865903165634,165.277777777778
12/06/1889 00:00,0.0958333333333333,2.7,5.7,42.7931547397258,956.865903165634,269.791666666667
13/06/1889 00:00,0.0208333333333333,3.3,9.3,31.7879264639364,956.865903165634,230.555555555556
14/06/1889 00:00,0.0625,2.1,8.1,35.2441005492733,956.865903165634,149.884259259259
15/06/1889 00:00,0.075,3,10.1,32.185678013759,956.865903165634,168.171296296296
16/06/1889 00:00,0.4125,4.1,7.3,38.7529332918469,956.865903165634,146.759259259259
17/06/1889 00:00,0.2,3.6,6.8,39.6604985524561,956.865903165634,246.990740740741
18/06/1889 00:00,0,3,10.9,31.7812836471508,956.865903165634,284.143518518519
19/06/1889 00:00,0,3.3,12.9,27.0446404562583,956.865903165634,320.949074074074
20/06/1889 00:00,0,3.8,11.1,30.5181588201946,956.865903165634,335.87962962963
21/06/1889 00:00,0,3.8,6.8,35.6916612997365,956.865903165634,135.185185185185
22/06/1889 00:00,0,4,8.8,30.5990201416976,956.865903165634,154.976851851852
23/06/1889 00:00,0.116666666666667,2.9,7.3,36.328155625847,956.865903165634,122.337962962963
24/06/1889 00:00,0.15,3.5,3.2,50.3865817603668,956.865903165634,65.0462962962963
25/06/1889 00:00,0.2875,3,1.3,60.4162634301306,956.865903165634,132.523148148148
26/06/1889 00:00,0.104166666666667,3.2,2,54.396599811925,956.865903165634,168.634259259259
27/06/1889 00:00,0,3.9,6.7,41.1126371693154,956.865903165634,187.384259259259
28/06/1889 00:00,0,2.5,11,30.2061388362988,956.865903165634,306.25
29/06/1889 00:00,0,3,14.9,24.0471949087655,956.865903165634,276.273148148148
30/06/1889 00:00,0.0625,2.9,15.8,22.7502634657207,956.865903165634,282.75462962963
01/07/1889 00:00,0.220833333333333,3.6,15,26.8134579716892,961.317808207632,168.981481481481
02/07/1889 00:00,0.475,3.7,11.4,34.9362346655295,961.317808207632,109.259259259259
03/07/1889 00:00,0.0333333333333333,2.3,13.4,31.5229499940205,961.317808207632,124.189814814815
04/07/1889 00:00,0,2.6,16.4,24.0470920640571,961.317808207632,245.601851851852
05/07/1889 00:00,0.075,3.3,10.1,38.0950622516916,961.317808207632,187.962962962963
06/07/1889 00:00,0,2.8,11.6,35.0488232818057,961.317808207632,277.893518518519
07/07/1889 00:00,0,3.1,17.2,24.1700778476474,961.317808207632,287.5
08/07/1889 00:00,0.15,3.2,13.4,30.4339214323198,961.317808207632,108.449074074074
09/07/1889 00:00,0.0958333333333333,4,10,37.8633220584232,961.317808207632,150.694444444444
10/07/1889 00:00,0.6125,3.3,11.9,35.3745121719332,961.317808207632,235.069444444444
11/07/1889 00:00,0,2.8,13.6,30.8312289263409,961.317808207632,215.740740740741
12/07/1889 00:00,0,2.3,14.7,28.3966061554653,961.317808207632,170.023148148148
13/07/1889 00:00,0.1375,2.6,13.9,29.7990593243103,961.317808207632,185.185185185185
14/07/1889 00:00,0,2.4,15.7,27.7528374340411,961.317808207632,295.138888888889
15/07/1889 00:00,0,3.1,15.9,27.3937939016797,961.317808207632,244.444444444444
16/07/1889 00:00,0.15,2.2,14.8,26.0152868804921,961.317808207632,266.550925925926
17/07/1889 00:00,0.275,3.7,13,30.4040488524317,961.317808207632,107.986111111111
18/07/1889 00:00,0.116666666666667,2.9,12.9,31.4367252012225,961.317808207632,205.902777777778
19/07/1889 00:00,0.708333333333333,2.4,11.5,31.9023474867421,961.317808207632,107.87037037037
20/07/1889 00:00,0.941666666666667,3.4,9.3,41.1340488711921,961.317808207632,68.0555555555556
21/07/1889 00:00,0.433333333333333,3.3,7,49.2430730914938,961.317808207632,81.712962962963
22/07/1889 00:00,0.0125,4.5,5.3,52.0471937396244,961.317808207632,184.259259259259
23/07/1889 00:00,0,4.1,5.2,52.4208013118931,961.317808207632,156.018518518519
24/07/1889 00:00,0,3,3,61.9875143247401,961.317808207632,162.152777777778
25/07/1889 00:00,0.0333333333333333,4.5,1,70.0894259260081,961.317808207632,126.736111111111
26/07/1889 00:00,0,2.9,2.5,63.3208099819622,961.317808207632,162.152777777778
27/07/1889 00:00,0,3,4.6,53.9714854082596,961.317808207632,234.490740740741
28/07/1889 00:00,0,2.5,7.6,44.2494226315959,961.317808207632,299.537037037037
29/07/1889 00:00,0,3.4,13.5,31.3158469747488,961.317808207632,172.222222222222
30/07/1889 00:00,0.15,2.4,11.6,33.997999262788,961.317808207632,152.546296296296
31/07/1889 00:00,0.329166666666667,2.3,10,39.580019812184,961.317808207632,134.953703703704
01/08/1889 00:00,0.0125,2,9,23.2566580223823,962.620524511461,199.189814814815
02/08/1889 00:00,0.316666666666667,2,8.9,24.2062971995206,962.620524511461,105.092592592593
03/08/1889 00:00,0.0541666666666667,3.4,4.4,32.7341221408918,962.620524511461,118.634259259259
04/08/1889 00:00,0.0333333333333333,3,1.6,41.6655169992543,962.620524511461,75.1157407407407
05/08/1889 00:00,0.1375,2.9,1.2,40.719344975156,962.620524511461,125.115740740741
06/08/1889 00:00,0,2.7,6.8,28.3509669101869,962.620524511461,178.587962962963
07/08/1889 00:00,0.0333333333333333,3.7,10.9,21.1388602654219,962.620524511461,201.736111111111
08/08/1889 00:00,0,2.9,11.8,20.7051198261811,962.620524511461,174.305555555556
09/08/1889 00:00,0,3.3,12.7,18.5733527097577,962.620524511461,215.162037037037
10/08/1889 00:00,0.0208333333333333,3.1,13,17.3688993691184,962.620524511461,163.310185185185
11/08/1889 00:00,0.0333333333333333,2.6,11.6,20.128108498295,962.620524511461,171.875
12/08/1889 00:00,0,3.1,9.3,26.1564695788331,962.620524511461,229.74537037037
13/08/1889 00:00,0.0541666666666667,3.8,7.9,27.2070661803006,962.620524511461,55.9027777777778
14/08/1889 00:00,0.508333333333333,3.1,2.8,37.5468748378113,962.620524511461,58.2175925925926
15/08/1889 00:00,0.2,1.6,2.4,38.3194813652846,962.620524511461,86.9212962962963
16/08/1889 00:00,0,1.9,8.3,25.1989686757967,962.620524511461,161.805555555556
17/08/1889 00:00,0,2.7,9.6,21.1022134077209,962.620524511461,233.680555555556
18/08/1889 00:00,0.254166666666667,4.1,9.9,21.1536218635491,962.620524511461,127.083333333333
19/08/1889 00:00,0.15,3.3,3.4,36.7822092541828,962.620524511461,113.194444444444
20/08/1889 00:00,0.0208333333333333,2.3,3.5,37.059208489008,962.620524511461,92.3611111111111
21/08/1889 00:00,0,2,5.8,26.5115223512173,962.620524511461,196.412037037037
22/08/1889 00:00,0,3.2,8.8,23.4126710512324,962.620524511461,218.287037037037
23/08/1889 00:00,0,3.1,6.3,28.8084180012807,962.620524511461,173.49537037037
24/08/1889 00:00,0,2.3,3.3,37.766366981892,962.620524511461,75.1157407407407
25/08/1889 00:00,0,2.2,2.6,41.1207861364863,962.620524511461,187.037037037037
26/08/1889 00:00,0,2.3,1.2,40.4254971935644,962.620524511461,187.384259259259
27/08/1889 00:00,0,2.9,1.2,41.1147291867673,962.620524511461,170.486111111111
28/08/1889 00:00,0,3.5,5.1,31.5973359238489,962.620524511461,188.310185185185
29/08/1889 00:00,0.1375,3.3,2,38.3356450817212,962.620524511461,35.8796296296296
30/08/1889 00:00,0,2.4,2.1,40.7142675979842,962.620524511461,85.7638888888889
31/08/1889 00:00,0.0125,2.4,2.5,37.3331510452858,962.620524511461,128.935185185185
01/09/1889 00:00,0.0125,2.4,-0.9,21.492083451386,964.46173702408,69.3287037037037
02/09/1889 00:00,0.104166666666667,2.3,2.5,14.8887156854716,964.46173702408,150
03/09/1889 00:00,0,4,-0.4,20.0409630149479,964.46173702408,58.2175925925926
04/09/1889 00:00,0.104166666666667,3.4,-4.6,29.298897459039,964.46173702408,183.333333333333
05/09/1889 00:00,0,2.2,-5.8,32.0109534253924,964.46173702408,69.5601851851852
06/09/1889 00:00,0.104166666666667,2.2,-2.6,22.236782205753,964.46173702408,163.888888888889
07/09/1889 00:00,0.104166666666667,3.1,2.6,15.3526197804307,964.46173702408,140.162037037037
08/09/1889 00:00,0.104166666666667,1.5,1.5,15.7511805325138,964.46173702408,73.2638888888889
09/09/1889 00:00,0,1.4,7,11.5096029659655,964.46173702408,56.3657407407407
10/09/1889 00:00,0,3,3.2,15.2098760842236,964.46173702408,60.6481481481481
11/09/1889 00:00,0,2.8,1.5,17.1949314784054,964.46173702408,51.2731481481481
12/09/1889 00:00,0,1.8,3.7,13.2350764979044,964.46173702408,69.212962962963
13/09/1889 00:00,0,3.9,6.5,11.7837447069246,964.46173702408,61.4583333333333
14/09/1889 00:00,0,3.2,0.3,18.7090437451894,964.46173702408,45.2546296296296
15/09/1889 00:00,0,2,1.2,16.4956601224099,964.46173702408,117.824074074074
16/09/1889 00:00,0,3.7,2,15.5982725451148,964.46173702408,133.449074074074
17/09/1889 00:00,0.2125,6.4,9.1,9.84393815906494,964.46173702408,106.828703703704
18/09/1889 00:00,0.104166666666667,4.7,11.9,7.50056196999938,964.46173702408,118.981481481481
19/09/1889 00:00,0,3.3,9.8,9.65816237830734,964.46173702408,55.6712962962963
20/09/1889 00:00,0,3.7,11.2,9.08629715126472,964.46173702408,38.5416666666667
21/09/1889 00:00,0,4.7,14.2,6.9245765302173,964.46173702408,87.5
22/09/1889 00:00,0,4,11.2,7.8399117552551,964.46173702408,66.8981481481482
23/09/1889 00:00,0,3.4,7.3,10.5690218517834,964.46173702408,62.037037037037
24/09/1889 00:00,0,2.6,6.1,11.5842930725081,964.46173702408,64.4675925925926
25/09/1889 00:00,0,2.4,5.7,12.1870694379844,964.46173702408,43.0555555555556
26/09/1889 00:00,0,2.5,5.9,12.6253935149437,964.46173702408,44.5601851851852
27/09/1889 00:00,0,2.4,1.7,17.0340870868642,964.46173702408,27.7777777777778
28/09/1889 00:00,0,1.7,-0.7,20.2304460249132,964.46173702408,71.0648148148148
29/09/1889 00:00,0,1.1,-5,27.7935554341677,964.46173702408,43.9814814814815
30/09/1889 00:00,0,0.8,-6.6,32.0406066068088,964.46173702408,33.3333333333333
01/10/1889 00:00,0,0.7,-6.3,11.6036858801689,-9999.0,60.0115740740741
02/10/1889 00:00,0,0.5,-5.3,10.8206802093222,-9999.0,59.1680100308642
03/10/1889 00:00,0,0.5,-5.4,11.0727512368007,-9999.0,60.2210389660494
04/10/1889 00:00,0,0.4,-4,9.09220896795731,-9999.0,66.1241975308642
05/10/1889 00:00,0,0.4,-4,9.6740098604258,-9999.0,62.9210952932099
06/10/1889 00:00,0,0.5,-9.7,15.6082056343917,-9999.0,57.9740216049383
07/10/1889 00:00,0,0.5,-11.2,11.9672491853737,-9999.0,50.3433792438272
08/10/1889 00:00,0,0.5,-9.6,13.4427489435865,-9999.0,37.5081531635803
09/10/1889 00:00,0,0.5,-9.3,15.5252724315088,-9999.0,35.4901851851852
10/10/1889 00:00,0,0.5,-7.7,10.277617840624,-9999.0,44.7319949845679
11/10/1889 00:00,0,0.5,-10.8,16.9544279790446,-9999.0,40.370943287037
12/10/1889 00:00,0,0.5,-15.1,16.0741912062184,-9999.0,48.7767006172839
13/10/1889 00:00,0,0.5,-13.6,23.9023575762884,-9999.0,30.6082642746914
14/10/1889 00:00,0,0.4,-10.9,13.8825923293176,-9999.0,32.4836199845679
15/10/1889 00:00,0,0.5,-13,17.1946302408985,-9999.0,31.153556712963
16/10/1889 00:00,0,0.4,-21.9,29.908816645134,-9999.0,33.2123198056212
17/10/1889 00:00,0,0.4,-19.6,24.8957782312425,-9999.0,30.7584656635802
18/10/1889 00:00,0,0.5,-18.1,26.0972688162593,-9999.0,23.4912781635803
19/10/1889 00:00,0,1,-18.7,26.3151853236054,-9999.0,17.9356234567901
20/10/1889 00:00,0,2.5,-19.3,32.1025903919086,-9999.0,15.9478900462963
21/10/1889 00:00,0,3.1,-16.4,22.5186084425307,-9999.0,14.3170069444444
22/10/1889 00:00,0,1.8,-18.7,25.5667495366049,-9999.0,18.9676033950617
23/10/1889 00:00,0,1.2,-15.9,24.6841099703204,-9999.0,16.6244926697531
24/10/1889 00:00,0,2.1,-17.7,26.0557441019338,-9999.0,15.5479826388889
