"Date","fire","P.kPa","Tair.C.mean","Tair.C.min","Tair.C.max","Tsurf.K","Tsoil.C","Tsoil.C.min","Tsoil.C.max","ea.kPa","es.kPa","RH","SWin.W.m2","SWout.W.m2","LWin.mm.m2.s","LWout.mm.m2.s","Rnet.W.m2","frictionVeloc.m.s","windDir.deg","windSpeed.m.s","LE.W.m2","H.W.m2","G.W.m2","NEE.mm.m2.s","VWC","VWC.min","VWC.max"
2010-06-12,"Unburned",95.0172833333333,10.964375,4.787,18.5,285.598208333333,0.37196875,-0.014,0.9055,0.4675953079375,1.35199122229855,29.0770814432117,347.432708333333,63.0500625,298.416666666667,381.364583333333,201.434729166667,0.285864375,NA,NA,NA,NA,7.600109375,NA,NA,NA,NA
2010-06-13,"Moderate",95.98645625,8.41845833333333,1.389,14.31,282.614375,NA,NA,NA,0.393205399708333,1.14746005214186,28.8756347854138,350.801875,55.4910416666667,279.841666666667,365.6,209.5525,0.225754791666667,187.24240625,2.61377798611111,102.213520555556,65.606454375,NA,-1.63277777777778,NA,NA,NA
2010-06-13,"Severe",96.5876979166667,7.95560416666667,1.479,14.36,282.8635625,NA,NA,NA,0.353126611916667,1.11933541602323,25.4385249021678,330.493125,36.8226666666667,299.01875,363.322916666667,229.366291666667,0.22539,181.724979166667,2.54395604166667,111.325155208333,59.2782039583333,NA,-1.08072916666667,NA,NA,NA
2010-06-13,"Unburned",95.7019104166667,8.57947916666667,1.251,14.55,283.391583333333,0.445427083333333,-0.109,1.012,0.429449522125,1.16170232747796,31.2607691955005,350.838958333333,62.9996875,279.322916666667,371.245833333333,195.916354166667,0.221886875,168.075135416667,2.88946583333333,66.567506875,98.1948042708333,6.69452604166667,0.247291666666667,NA,NA,NA
2010-06-14,"Moderate",96.3614854166667,10.1978333333333,2.57,15.53,283.423729166667,NA,NA,NA,0.531629547833333,1.296557513291,36.362933323598,346.159375,55.2196875,286.625,369.989583333333,207.575104166667,0.229318958333333,170.123864583333,2.84649784722222,107.663349965278,57.1902808333333,NA,-1.63347222222222,NA,NA,NA
2010-06-14,"Severe",96.9527791666667,9.516,1.971,15.04,283.403354166667,4.90648958333333,2.0695,7.543,0.457527338854167,1.2440510749873,32.2075357528146,346.871041666667,39.5185208333333,297.889583333333,366.995833333333,238.246270833333,0.243720833333333,139.213958333333,3.00021729166667,119.69174875,59.7848179166667,20.4160572916667,-1.00291666666667,0.454167291666667,0.426,0.479
2010-06-14,"Unburned",96.0797791666667,10.0096666666667,1.575,15.73,284.129125,0.585552083333333,-0.071,1.0745,0.548722182125,1.28990434299359,36.9021720445272,344.163333333333,61.53075,284.620833333333,374.970833333333,192.282583333333,0.241333333333333,138.033354166667,3.324149375,64.51775625,87.6496108333333,7.601015625,-1.20645833333333,NA,NA,NA
2010-06-15,"Moderate",95.96343125,9.62775,3.343,16.92,283.202104166667,NA,NA,NA,0.315674837770833,1.24213498211606,21.496575279169,201.476458333333,29.8959375,330.727083333333,368.089583333333,134.218020833333,0.2029875,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-15,"Severe",96.5677020833333,8.6691875,3.256,16.08,282.530666666667,5.15709375,3.4235,6.842,0.285226885083333,1.17073229118105,20.305031172132,187.001666666667,19.4250416666667,332.720833333333,362.122916666667,138.174541666667,0.220013125,NA,NA,NA,NA,20.4642708333333,NA,0.443000625,0.428,0.474
2010-06-15,"Unburned",95.6760229166667,9.89308333333333,3.294,16.69,283.4499375,0.931875,0.5495,1.3095,0.325201449541667,1.25923226121269,22.0460883053638,175.272708333333,29.626875,334.027083333333,370.683333333333,108.989583333333,0.206829791666667,NA,NA,NA,NA,9.338140625,NA,NA,NA,NA
2010-06-16,"Moderate",96.0657791666667,3.5075625,0.424,8.72,278.152229166667,NA,NA,NA,0.0551602507291667,0.798334459693298,6.08268279054054,114.921375,16.9391875,334.877083333333,340.70625,92.1530208333333,0.174043125,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-16,"Severe",96.6871854166667,3.5540625,0.371,8.74,278.574833333333,3.3853125,2.258,4.659,0.0637939723333333,0.800909890733306,6.88959046622079,123.946729166667,13.5877708333333,334.68125,339.7625,105.277708333333,0.153381875,NA,NA,NA,NA,13.361640625,NA,0.483697916666667,0.4765,0.4865
2010-06-16,"Unburned",95.7804416666667,3.40422916666667,0.516,8.52,278.127979166667,0.66265625,0.455,0.988,0.0461053532916667,0.791914998801538,4.88458445464786,111.949125,18.19175,336.925,342.05625,88.626125,0.237148125,NA,NA,NA,NA,6.99002083333333,NA,NA,NA,NA
2010-06-17,"Moderate",96.3512229166667,9.6918125,1.265,17.56,283.459479166667,NA,NA,NA,0.305065159916667,1.27079428773568,19.3133265672137,217.69875,33.0579166666667,344.247916666667,369.070833333333,159.817916666667,0.14494125,207.234375,1.94347395833333,69.6755005208333,37.744280625,NA,-1.41427083333333,NA,NA,NA
2010-06-17,"Severe",96.95256875,9.6641875,1.584,17.93,284.202625,5.04439583333333,2.4445,8.049,0.296353110604167,1.27612216934042,17.866220554792,230.720208333333,24.5559791666667,346.96875,369.30625,183.826729166667,0.264385416666667,NA,NA,NA,NA,18.2765,NA,0.486219166666667,0.45051,0.54501
2010-06-17,"Unburned",96.0834958333333,9.45158333333333,0.921,17.42,283.885708333333,0.913875,0.2965,1.4735,0.30983131975,1.25374551723124,19.355497875862,215.68,36.7564375,346.033333333333,372.216666666667,152.740229166667,0.150696458333333,NA,NA,NA,NA,9.32046875,NA,NA,NA,NA
2010-06-18,"Moderate",96.748125,10.0515,6.282,13.16,284.259395833333,NA,NA,NA,0.195311603354167,1.2403556813772,14.5639989452203,253.828333333333,39.8589791666667,325.545833333333,373.054166666667,166.461020833333,0.237713333333333,225.62928125,3.0909009375,84.6845571875,55.3494823958333,NA,-2.60020833333333,NA,NA,NA
2010-06-18,"Severe",97.3394625,9.804,5.882,13.09,284.638,6.39296875,4.67,8.6605,0.199499329416667,1.22245354977889,15.0759413681468,258.553333333333,30.3013958333333,331.275,371.272916666667,188.254020833333,0.225782083333333,211.385178685897,2.59081068910256,81.0495828525641,52.2456111698718,22.2094270833333,-1.43428685897436,0.501574375,0.4645,0.5725
2010-06-18,"Unburned",96.47155625,9.98577083333333,6.355,13.22,284.832208333333,1.455125,1.164,1.8175,0.198176463666667,1.235483833497,14.6970068873488,243.075416666667,42.7257291666667,328.672916666667,376.879166666667,152.1434375,0.235744375,214.7580625,3.14220489583333,51.4067027083333,64.5428253125,12.1395260416667,-1.44416666666667,NA,NA,NA
2010-06-19,"Moderate",96.6796666666667,4.5720625,-0.129,10.53,279.747583333333,2.87890625,2.1715,3.8415,0.171141172895833,0.87313970910968,16.136141415938,248.66125,40.2203541666667,306.454166666667,349.1875,165.7075625,0.343084583333333,NA,NA,NA,NA,13.03721875,NA,0.806688958333333,0.799,0.81101
2010-06-19,"Severe",97.2858,4.73579166666667,-0.241,10.84,279.877729166667,5.15971875,3.416,7.051,0.1783974785,0.885205674283499,16.3577980237473,247.682041666667,30.55325,312.470833333333,347.783333333333,181.816291666667,0.515231666666667,123.601770833333,3.1461475,73.6634713541667,61.8570310416667,15.571296875,-1.26833333333333,0.461198541666667,0.436,0.474
2010-06-19,"Unburned",96.38300625,4.484125,-0.313,10.27,280.027041666667,1.174375,0.8685,1.565,0.176588669354167,0.867682928881706,16.4558669238724,237.076583333333,42.75075,307.570833333333,352.079166666667,149.8175,0.357554583333333,NA,NA,NA,NA,10.2309375,NA,NA,NA,NA
2010-06-20,"Moderate",97.1016666666667,8.76341666666667,2.244,14.84,282.939875,3.13489583333333,2.213,4.52,0.350906382729167,1.17334133898742,25.7914715593846,295.981458333333,48.1538541666667,304.96875,366.3,186.496354166667,0.203158958333333,159.756052083333,2.46273260416667,83.360245625,55.78109125,13.668796875,-2.4303125,0.781178541666667,0.38801,0.80101
2010-06-20,"Severe",97.7128520833333,8.332,1.312,14.78,283.120041666667,NA,NA,NA,0.332723771770833,1.14503269994633,24.5959588306018,296.02375,36.3701666666667,311.1125,363.88125,206.884833333333,0.212073125,147.757041666667,2.44354416666667,94.3573979166667,56.291855625,NA,-1.85875,NA,NA,NA
2010-06-20,"Unburned",96.8114,8.827125,2.511,15,284.1205,1.34763541666667,0.823,2.0065,0.366137572666667,1.17782853263297,26.7450907128243,290.416041666667,52.2215208333333,303.65,371.025,170.819520833333,0.213626666666667,144.035895833333,2.81330854166667,52.3578777083333,80.1022616666667,13.2098020833333,-1.66729166666667,NA,NA,NA
2010-06-21,"Moderate",97.2545583333333,8.87220833333333,1.706,15.45,282.974270833333,3.63403125,2.423,4.79,0.441998512895833,1.18417478922442,31.898033575509,362.640625,62.9725,274.722916666667,367.410416666667,206.980625,0.223965625,181.15371875,2.5667225,101.084183645833,67.4152319791667,16.0168229166667,-2.56229166666667,0.764781875,0.754,0.7715
2010-06-21,"Severe",97.8622395833333,8.36239583333333,1.418,15.45,283.1415625,NA,NA,NA,0.422541554875,1.15235514289207,30.7747660138751,363.145416666667,47.8797916666667,287.872916666667,364.764583333333,238.373958333333,0.236268125,157.967458333333,2.6340296875,107.332592916667,67.6273996875,NA,-1.80229166666667,NA,NA,NA
2010-06-21,"Unburned",96.9585958333333,9.01447916666667,1.698,15.6,283.905645833333,1.455,0.701,2.0675,0.464565886729167,1.19546604217694,32.9970780557195,362.063958333333,66.5714583333333,276.545833333333,373.447916666667,198.590416666667,0.228184583333333,171.795083333333,3.02260416666667,62.7720834375,97.7881351041667,15.25815625,-1.62114583333333,NA,NA,NA
2010-06-22,"Moderate",96.7252916666667,4.896625,-0.133,11.33,280.238354166667,3.78532291666667,2.979,5.078,0.164885071541667,0.897399280536868,15.0259793330264,273.230416666667,46.5860416666667,297.85625,352.7375,171.763125,0.278055833333333,179.745083333333,2.24520583333333,59.9540564583333,64.9087429166667,14.6186458333333,-2.81770833333333,0.752604375,0.744,0.756
2010-06-22,"Severe",97.33531875,4.98197916666667,0.391,11.47,280.856,NA,NA,NA,0.158235131333333,0.90046285133704,14.2585312942308,262.331,33.972125,307.908333333333,351.270833333333,184.996375,0.292155625,137.759447916667,2.32019385416667,80.0230265625,62.4662070833333,NA,-2.49208333333333,NA,NA,NA
2010-06-22,"Unburned",96.4380916666667,4.88179166666667,-0.561,11.46,280.8959375,1.50505208333333,0.9765,1.9355,0.173991216416667,0.89669158168293,15.4977911594753,269.846875,49.4028958333333,298.9,356.929166666667,162.4148125,0.284992916666667,167.103416666667,2.59484875,31.8812102083333,84.0339675,13.150984375,-2.43354166666667,NA,NA,NA
2010-06-23,"Moderate",96.2623145833333,7.68672916666667,-0.629,14.31,282.4786875,3.84169791666667,2.6745,5.1115,0.3014518039375,1.10522339882192,22.809941215806,356.137291666667,62.340375,281.670833333333,364.26875,211.199,0.240305208333333,178.550291666667,2.7582446875,89.2888005208333,76.5374728125,14.442984375,-2.140625,0.739990208333333,0.7295,0.745
2010-06-23,"Severe",96.86751875,7.512875,-0.129,14.27,283.022520833333,NA,NA,NA,0.282072431625,1.09257595049671,21.1584476177232,348.466041666667,46.2349375,296.666666666667,362.99375,235.904020833333,0.317927916666667,153.5418125,2.751281875,95.4193816666667,79.1539716666667,NA,-2.08166666666667,NA,NA,NA
2010-06-23,"Unburned",95.972375,7.60429166666667,-0.825,14.28,283.17375,1.56934375,0.801,2.383,0.308297588083333,1.10185442904682,22.9231686371179,352.578333333333,64.5316875,283.01875,369.16875,201.896645833333,0.241650625,156.426322916667,3.19809989583333,53.9603667708333,106.987405104167,12.747109375,-1.76895833333333,NA,NA,NA
2010-06-24,"Moderate",95.9907645833333,7.81260416666667,0.68,13.22,282.3005,4.00885416666667,2.8455,4.9955,0.401850226208333,1.09624621740938,31.2550608301863,364.667708333333,66.7025,266.452083333333,363.545833333333,200.871458333333,0.215496875,188.075229166667,2.48913458333333,93.3743428125,71.048054375,14.29984375,-2.63260416666667,0.724021041666667,0.71,0.731
2010-06-24,"Severe",96.6056125,7.35902083333333,0.735,13.47,282.4599375,NA,NA,NA,0.380591298916667,1.07423927491705,28.8238381444862,343.842291666667,47.6997916666667,289.820833333333,361.375,224.588333333333,0.223341458333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-24,"Unburned",95.70173125,7.85747916666667,0.684,13.42,283.106583333333,1.71711458333333,1.021,2.309,0.416907671645833,1.10085092850805,32.0814768467536,366.773958333333,69.4339583333333,267.927083333333,369.297916666667,195.969166666667,0.213194791666667,NA,NA,NA,NA,11.8522135416667,NA,NA,NA,NA
2010-06-25,"Moderate",95.8496166666667,9.21820833333333,2.829,13.02,283.008729166667,4.15453125,2.9695,5.2785,0.51325045,1.18418524887907,41.0808588939134,330.053333333333,61.4552083333333,276.864583333333,367.61875,177.843958333333,0.229538541666667,NA,NA,NA,NA,13.9776770833333,NA,0.704365208333333,0.6935,0.7095
2010-06-25,"Severe",96.4451895833333,9.112125,3.416,13.47,283.505125,NA,NA,NA,0.501612336875,1.17972405734093,39.7365474601528,342.052916666667,49.61875,290.891666666667,366.654166666667,216.671666666667,0.22390625,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-25,"Unburned",95.55808125,9.23683333333333,2.861,13.25,284.047395833333,1.75828125,0.97,2.3915,0.533287786041667,1.18783006889088,42.3743542336909,335.275,62.7989583333333,276.110416666667,373.808333333333,174.778125,0.232242083333333,NA,NA,NA,NA,11.3376510416667,NA,NA,NA,NA
2010-06-26,"Moderate",95.9450020833333,4.90964583333333,-0.227,8.98,279.447583333333,3.88102083333333,3.0815,4.886,0.196926211083333,0.882696082334929,20.2300098238017,221.791041666667,42.1058333333333,294.39375,347.4125,126.666458333333,0.173578958333333,223.320364583333,1.9734771875,49.5728845833333,56.47935,11.8612135416667,-2.65083333333333,0.690615208333333,0.6815,0.694
2010-06-26,"Severe",96.5566979166667,5.10554166666667,0.714,9.63,279.982666666667,NA,NA,NA,0.191329923291667,0.894389026076593,19.1032066270638,214.747708333333,32.3904166666667,305.15625,347.78125,139.732291666667,0.169664375,207.918902083333,1.87922997916667,54.1523492291667,55.2126527291667,NA,-2.68708333333333,NA,NA,NA
2010-06-26,"Unburned",95.65679375,4.83529166666667,0.352,9.13,279.930270833333,1.5661875,1.017,2.071,0.199297387,0.878497435337562,20.3123372737877,228.815625,44.6629166666667,294.233333333333,351.552083333333,126.833958333333,0.218396041666667,195.0918125,2.22900770833333,24.1920195833333,90.9892960416667,9.185234375,-1.364375,NA,NA,NA
2010-06-27,"Moderate",96.0423270833333,6.02877083333333,0.791,10.4,281.403125,3.94352083333333,2.733,5.0805,0.234980990479167,0.958451850573488,21.5051675898943,278.247083333333,48.9269791666667,304.675,356.74375,177.251354166667,0.210308125,NA,NA,NA,NA,12.23559375,NA,0.678345,0.6705,0.682
2010-06-27,"Severe",96.6578645833333,6.09439583333333,1.279,10.28,281.598520833333,NA,NA,NA,0.2373776563125,0.963772719461865,21.302716839549,264.427083333333,35.9497083333333,315.070833333333,355.725,187.823208333333,0.201460208333333,173.249916666667,2.14438104166667,72.9659088541667,72.20569375,NA,-2.89697916666667,NA,NA,NA
2010-06-27,"Unburned",95.7557479166667,5.86464583333333,-0.045,10.04,281.712708333333,1.6840625,1.207,2.218,0.22957847775,0.947636993676739,20.9451231775793,265.216458333333,48.2265625,306.23125,359.816666666667,163.404479166667,0.198904583333333,162.324585737179,2.46046733974359,45.3092703926282,94.4138758092949,9.48906770833333,-2.58358974358974,NA,NA,NA
2010-06-28,"Moderate",96.0330041666667,13.0802916666667,4.149,18.77,285.9148125,4.64320833333333,3.263,6.2475,0.721315237416667,1.57350461969058,40.6400502424075,353.60875,66.2896458333333,294.822916666667,384.397916666667,197.744104166667,0.212358541666667,NA,NA,NA,NA,14.480109375,NA,0.664625625,0.652,0.6705
2010-06-28,"Severe",96.62560625,12.8942916666667,3.223,19.2,286.838270833333,NA,NA,NA,0.734618100979167,1.56832682748861,40.4619564643367,352.460208333333,52.3607916666667,307.945833333333,385.329166666667,222.716083333333,0.239830625,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-28,"Unburned",95.7552270833333,13.0559375,4.03,18.83,287.203979166667,2.019625,0.9955,3.097,0.744827029916667,1.57209598161872,42.0240301993326,354.0375,66.4565625,292.74375,391.127083333333,189.197604166667,0.234385,NA,NA,NA,NA,11.6412760416667,NA,NA,NA,NA
2010-06-29,"Moderate",95.8123333333333,15.7545833333333,10.43,20.12,288.365666666667,5.691875,4.5615,7.123,0.798717531875,1.81758997753357,42.9404712759609,320.783333333333,60.9961875,318.627083333333,396.547916666667,181.8663125,0.242714791666667,NA,NA,NA,NA,17.0585416666667,NA,0.647074375,0.63801,0.652
2010-06-29,"Severe",96.3998,15.3679166666667,10.23,20.23,288.993375,NA,NA,NA,0.737884369375,1.78250230567679,40.067923550868,335.187916666667,50.4750208333333,329.854166666667,397,217.5670625,0.25528125,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-29,"Unburned",95.5287,15.6070833333333,10.52,20.03,289.6994375,2.8468125,1.9545,3.7735,0.814640436458333,1.80541071851243,43.9857863809593,316.429375,58.9336666666667,317.441666666667,402.029166666667,172.908208333333,0.248619166666667,NA,NA,NA,NA,14.9067916666667,NA,NA,NA,NA
2010-06-30,"Moderate",95.9665270833333,9.08145833333333,6.485,12.82,283.3865625,5.962375,5.645,6.93,0.111211485541667,1.16239473512572,8.69163911240123,136.77375,26.1293958333333,337.897916666667,367.160416666667,81.3818541666667,0.137328125,NA,NA,NA,NA,16.2723958333333,NA,0.639116041666667,0.6375,0.64
2010-06-30,"Severe",96.5599416666667,9.12870833333333,6.633,13.24,283.97775,NA,NA,NA,0.117102537479167,1.1681040445402,8.99712658921421,134.218333333333,20.9796666666667,341.847916666667,366.89375,88.1928333333333,0.138935208333333,229.550097222222,1.51028920138889,26.4217675347222,29.8295083333333,NA,-2.00336805555556,NA,NA,NA
2010-06-30,"Unburned",95.68528125,8.95854166666667,6.597,12.68,283.8918125,3.0015625,2.8055,3.606,0.1068983318125,1.152234074923,8.43371584402042,132.877916666667,25.7662708333333,339.647916666667,370.520833333333,76.2387291666667,0.136202291666667,NA,NA,NA,NA,13.634671875,NA,NA,NA,NA
2010-07-01,"Moderate",96.0622229166667,13.0223125,7.206,18.13,286.3216875,5.54045833333333,4.51,6.864,0.4343588285625,1.53679560014633,25.2403349227871,305.335625,56.6538125,318.4,385.475,181.6068125,0.190928333333333,NA,NA,NA,NA,15.564734375,NA,0.636281458333333,0.628,0.64
2010-07-01,"Severe",96.6445604166667,13.0187291666667,6.871,18.51,287.383,NA,NA,NA,0.450294459375,1.54154135673816,25.8726400182671,298.498333333333,44.8458125,328.810416666667,387.397916666667,195.065020833333,24.6913910416667,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-01,"Unburned",95.78523125,12.8510833333333,7.173,18.21,287.017458333333,2.88065625,2.271,3.771,0.435970284104167,1.52145005509123,25.4476346704404,267.295,50.3474375,318.74375,388.51875,147.1725625,0.18270375,NA,NA,NA,NA,12.2621770833333,NA,NA,NA,NA
2010-07-02,"Moderate",95.98220625,13.240375,0.034,19.92,287.149541666667,6.01710416666667,4.811,7.204,0.465510817229167,1.57361214868619,26.9350288536373,324.676854166667,63.6936458333333,300.550125,380.7681875,180.765145833333,0.238047291666667,204.483604166667,2.667602734375,79.4489516927083,61.7640529166667,17.2118229166667,-2.90052083333333,0.623542916666667,0.61151,0.6315
2010-07-02,"Severe",34.38063125,12.5740208333333,0.023,20.27,287.72825,NA,NA,NA,0.456940537645833,1.52118735322776,27.2025099961175,310.316541666667,49.4910833333333,306.837083333333,372.721625,194.940916666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-02,"Unburned",93.69524375,13.52025,6.499,19.91,288.123041666667,3.37219270833333,2.5345,4.193,0.470573361416667,1.59172500349351,26.0666868459274,334.492291666667,63.2127083333333,305.525,393.866666666667,182.937916666667,0.219713958333333,198.283614583333,3.12675004464286,59.5416252827381,93.809877514881,14.2565234375,-2.62988095238095,NA,NA,NA
2010-07-03,"Moderate",96.02316875,7.1913125,5.281,9.67,280.987604166667,5.54954166666667,5.0895,6.9465,0.0674080409791667,1.02015157138142,6.17922965323466,80.564375,14.5460833333333,340.783333333333,354.570833333333,52.2307916666667,0.228865208333333,NA,NA,NA,NA,13.98703125,NA,0.611818333333333,0.61051,0.613
2010-07-03,"Severe",96.6293208333333,7.59233333333333,5.48,10.33,281.473979166667,NA,NA,NA,0.0886880944791667,1.04978872405943,7.80602186834314,76.1758333333333,11.1472708333333,342.039583333333,355.377083333333,51.6910625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-03,"Unburned",95.7383625,6.9688125,4.867,9.33,280.759541666667,3.01022916666667,2.608,4.0495,0.0593427813958333,1.00431196312196,5.52037544221368,77.8366666666667,13.935,342.708333333333,355.3375,51.2725,0.284368958333333,NA,NA,NA,NA,11.2182291666667,NA,NA,NA,NA
2010-07-04,"Moderate",95.7314791666667,13.5246875,7.665,17.62,287.271708333333,5.32776041666667,4.091,6.8085,0.6522483885,1.58253484620955,36.8512376387143,340.318604166667,65.7980833333333,310.627083333333,390.452083333333,194.695520833333,0.172441875,NA,NA,NA,NA,14.79828125,NA,0.607307083333333,0.5945,0.613
2010-07-04,"Severe",96.3171083333333,13.7276875,7.964,18.37,287.8405625,NA,NA,NA,0.6728252779375,1.60621470091725,37.2779155704028,316.075833333333,49.9879583333333,324.03125,392.508333333333,197.610791666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-04,"Unburned",95.4577729166667,13.290375,7.726,17.71,288.6570625,2.89530208333333,2.018,3.895,0.671646978270833,1.56203118534237,38.241763459222,324.482979166667,60.5848125,311.504166666667,395.935416666667,179.466916666667,0.163301041666667,NA,NA,NA,NA,11.552640625,NA,NA,NA,NA
2010-07-05,"Moderate",96.0821166666667,6.96539583333333,3.551,12.52,280.110083333333,5.37126041666667,4.3955,6.63,0.131691952458333,1.01900293036643,10.1322554593458,50.901625,9.18066666666667,342.102083333333,350.739583333333,33.0834583333333,0.447711041666667,NA,NA,NA,NA,13.26921875,NA,0.595281666666667,0.59151,0.67
2010-07-05,"Severe",96.67170625,6.96358333333333,3.647,12.32,280.306083333333,NA,NA,NA,0.123438493333333,1.0158519015489,9.94875307680962,50.1967083333333,7.5359375,342.89375,350.220833333333,35.3336875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-05,"Unburned",95.7901229166667,6.69208333333333,3.519,11.92,279.7929375,2.9781875,2.3125,3.8525,0.113742588291667,0.997460830131551,9.00002849659424,50.4713333333333,8.91879166666667,342.716666666667,351.329166666667,32.9400416666667,0.543279583333333,NA,NA,NA,NA,10.304015625,NA,NA,NA,NA
2010-07-06,"Moderate",96.7209125,4.75008333333333,1.038,9.58,279.539,3.8175,3.0495,4.726,0.0962286039583333,0.87552695366238,9.38306153488515,155.099895833333,26.1163125,339.89375,347.714583333333,121.16275,0.404378125,NA,NA,NA,NA,9.78196875,NA,0.679625833333333,0.602,0.693
2010-07-06,"Severe",97.3265979166667,4.92110416666667,1.169,9.32,280.065291666667,NA,NA,NA,0.106063333645833,0.886045299573831,10.2419606534426,153.007541666667,20.5487291666667,341.775,347.102083333333,127.131729166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-06,"Unburned",96.4345479166667,4.59025,0.902,9.57,280.0240625,2.03544791666667,1.573,2.4875,0.0870092708125,0.865666899935424,8.31401564341416,153.938645833333,26.0942708333333,342.660416666667,351.00625,119.498541666667,0.413095208333333,NA,NA,NA,NA,8.11601041666667,NA,NA,NA,NA
2010-07-07,"Moderate",96.8477854166667,9.50735416666667,7.124,11.91,281.730604166667,4.175125,3.947,4.629,0.300967622520833,1.19294886022994,24.1255059612036,86.2612083333333,15.9744375,344.504166666667,359.06875,55.7221875,0.266223333333333,293.900173611111,3.615555,26.6968595138889,-4.42003229166667,10.8271354166667,-0.346944444444444,0.691708333333333,0.69,0.693
2010-07-07,"Severe",97.4207333333333,9.66435416666667,6.969,12.15,282.1508125,NA,NA,NA,0.3039043808125,1.20617468690943,24.0470231250023,84.7750208333333,12.64575,347.4375,359.814583333333,59.7521875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-07,"Unburned",96.5764083333333,9.29395833333333,6.612,11.95,281.762333333333,2.46288541666667,2.1965,2.7195,0.308286674208333,1.17691062680653,24.8501726367939,81.70025,14.6804375,343.852083333333,360.379166666667,50.4927291666667,0.2577725,NA,NA,NA,NA,10.439375,NA,NA,NA,NA
2010-07-08,"Moderate",96.9254541666667,16.0428125,6.887,23.38,287.402020833333,4.72508333333333,3.6395,6.589,1.13342208354167,1.92992845847657,52.0461092356493,281.339458333333,54.3493333333333,322.089583333333,393.425,155.654708333333,0.178622083333333,291.244258012821,2.26651506410256,76.3015874198718,21.3078757852564,13.434953125,-2.36094551282051,0.676605833333333,0.6485,0.6915
2010-07-08,"Severe",97.5054375,16.2946875,7.842,24.1,288.5905625,NA,NA,NA,1.13701279479167,1.96286450601129,51.1617958129032,282.400041666667,44.7003541666667,335.45,398.404166666667,174.745520833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-08,"Unburned",96.6642479166667,15.88225,6.344,23.35,289.45525,2.97355208333333,2.201,4.3205,1.15893236291667,1.9178995198094,53.0494005792707,283.270208333333,52.9128958333333,321.479166666667,401.547916666667,150.2885625,0.175109791666667,NA,NA,NA,NA,12.7882083333333,NA,NA,NA,NA
2010-07-09,"Moderate",96.2279833333333,19.9989583333333,11.56,25.75,291.102895833333,6.42978125,4.9065,8.2185,1.35845939354167,2.41928801522022,52.7731720736548,299.634166666667,58.3780208333333,339.941666666667,414.645833333333,166.551979166667,0.194048541666667,216.182158653846,2.15601056089744,100.875386330128,23.4065535897436,19.04015625,-1.64884615384615,0.641500416666667,0.6285,0.6485
2010-07-09,"Severe",96.8225083333333,19.979375,11.59,26.21,292.641875,NA,NA,NA,1.347848368125,2.42205638724031,52.0046188430013,298.084791666667,48.0355833333333,353.425,420.841666666667,182.632541666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-07-09,"Unburned",95.96683125,19.7029166666667,11.03,25.85,292.838541666667,4.22447916666667,3.308,5.2,1.37748847125,2.38557827767985,54.0364037817929,298.623333333333,54.5909375,338.6625,422.466666666667,160.228229166667,0.193431041666667,NA,NA,NA,NA,15.8847916666667,NA,NA,NA,NA
2010-07-10,"Moderate",95.4092708333333,14.1097916666667,10.27,17.16,286.915604166667,7.36494791666667,6.556,8.045,0.457657126041667,1.61818566037226,27.6019371554542,276.758333333333,53.8569375,334.658333333333,389.564583333333,167.995145833333,0.252912291666667,148.2280625,2.84820725694444,88.2842524305556,45.4628120138889,19.9672916666667,-3.20638888888889,0.626646666666667,0.6195,0.63801
2010-07-10,"Severe",96.0219145833333,13.91375,8.82,16.93,288.24675,10.9067291666667,9.1705,13.1,0.477496136458333,1.5982736696479,29.2030716655159,273.04375,43.4549583333333,342.366666666667,393.289583333333,178.665875,NA,NA,NA,NA,NA,20.2827083333333,NA,0.366958333333333,0.355,0.3745
2010-07-10,"Unburned",95.1488520833333,14.0916666666667,10.02,17.12,288.0433125,4.87153125,4.4565,5.2725,0.4694216375,1.61719766097552,28.1980675897521,280.826041666667,52.565375,332.997916666667,394.408333333333,166.85025,0.249458333333333,139.859246527778,3.47319090277778,68.0262598958333,62.8108751388889,16.0399479166667,-2.33149305555556,NA,NA,NA
2010-07-11,"Moderate",95.26280625,9.5676875,5.104,16.72,283.161479166667,6.34102083333333,5.4505,7.6165,0.236510455375,1.22567024651776,15.7615734910614,172.7120625,35.9117916666667,329.010416666667,366.45,99.3606875,0.253963125,NA,NA,NA,NA,15.9288020833333,NA,0.6177425,0.611,0.62251
