"date","Tsoil.C","fire.sev","datasource"
2012-01-19,-5.368916667,"Severe","observed"
2012-01-20,-5.3715,"Severe","observed"
2012-01-21,-5.700166667,"Severe","observed"
2012-01-22,-6.209333333,"Severe","observed"
2012-01-23,-6.69225,"Severe","observed"
2012-01-24,-7.057583333,"Severe","observed"
2012-01-25,-7.26425,"Severe","observed"
2012-01-26,-7.415083333,"Severe","observed"
2012-01-27,-7.509916667,"Severe","observed"
2012-01-28,-7.539333333,"Severe","observed"
2012-01-29,-7.629166667,"Severe","observed"
2012-01-30,-7.841416667,"Severe","observed"
2012-01-31,-8.12925,"Severe","observed"
2012-02-01,-8.242,"Severe","observed"
2012-02-02,-8.132,"Severe","observed"
2012-02-03,-7.877083333,"Severe","observed"
2012-02-04,-7.39375,"Severe","observed"
2012-02-05,-6.897333333,"Severe","observed"
2012-02-06,-6.477833333,"Severe","observed"
2012-02-07,-6.261666667,"Severe","observed"
2012-02-08,-6.083333333,"Severe","observed"
2012-02-09,-5.806666667,"Severe","observed"
2012-02-10,-5.635,"Severe","observed"
2012-02-11,-5.573,"Severe","observed"
2012-02-12,-5.666333333,"Severe","observed"
2012-02-13,-5.809083333,"Severe","observed"
2012-02-14,-5.840083333,"Severe","observed"
2012-02-15,-5.837666667,"Severe","observed"
2012-02-16,-5.94475,"Severe","observed"
2012-02-17,-6.12525,"Severe","observed"
2012-02-18,-6.351083333,"Severe","observed"
2012-02-19,-6.570333333,"Severe","observed"
2012-02-20,-6.769083333,"Severe","observed"
2012-02-21,-6.931666667,"Severe","observed"
2012-02-22,-7.025166667,"Severe","observed"
2012-02-23,-7.165,"Severe","observed"
2012-02-24,-7.43675,"Severe","observed"
2012-02-25,-7.713416667,"Severe","observed"
2012-02-26,-7.961666667,"Severe","observed"
2012-02-27,-8.2475,"Severe","observed"
2012-02-28,-8.576666667,"Severe","observed"
2012-02-29,-8.919916667,"Severe","observed"
2012-03-01,-9.226583333,"Severe","observed"
2012-03-02,-9.405,"Severe","observed"
2012-03-03,-9.450333333,"Severe","observed"
2012-03-04,-9.49,"Severe","observed"
2012-03-05,-9.3795,"Severe","observed"
2012-03-06,-9.339833333,"Severe","observed"
2012-03-07,-9.393666667,"Severe","observed"
2012-03-08,-9.515583333,"Severe","observed"
2012-03-09,-9.6695,"Severe","observed"
2012-03-10,-9.6695,"Severe","observed"
2012-03-11,-9.532583333,"Severe","observed"
2012-03-12,-9.5355,"Severe","observed"
2012-03-13,-9.763916667,"Severe","observed"
2012-03-14,-10.04866667,"Severe","observed"
2012-03-15,-10.32075,"Severe","observed"
2012-03-16,-10.52166667,"Severe","observed"
2012-03-17,-10.627,"Severe","observed"
2012-03-18,-10.76516667,"Severe","observed"
2012-03-19,-10.827,"Severe","observed"
2012-03-20,-10.82991667,"Severe","observed"
2012-03-21,-10.90966667,"Severe","observed"
2012-03-22,-10.99816667,"Severe","observed"
2012-03-23,-10.96858333,"Severe","observed"
2012-03-24,-10.88,"Severe","observed"
2012-03-25,-10.88591667,"Severe","observed"
2012-03-26,-10.96575,"Severe","observed"
2012-03-27,-11.04,"Severe","observed"
2012-03-28,-11.01008333,"Severe","observed"
2012-03-29,-10.95991667,"Severe","observed"
2012-03-30,-10.966,"Severe","observed"
2012-03-31,-10.97775,"Severe","observed"
2012-04-01,-10.92441667,"Severe","observed"
2012-04-02,-10.84766667,"Severe","observed"
2012-04-03,-10.69758333,"Severe","observed"
2012-04-04,-10.40525,"Severe","observed"
2012-04-05,-9.833166667,"Severe","observed"
2012-04-06,-9.4135,"Severe","observed"
2012-04-07,-9.187,"Severe","observed"
2012-04-08,-8.96475,"Severe","observed"
2012-04-09,-8.752083333,"Severe","observed"
2012-04-10,-8.60725,"Severe","observed"
2012-04-11,-8.57675,"Severe","observed"
2012-04-12,-8.54875,"Severe","observed"
2012-04-13,-8.311,"Severe","observed"
2012-04-14,-7.97,"Severe","observed"
2012-04-15,-7.78975,"Severe","observed"
2012-04-16,-7.667166667,"Severe","observed"
2012-04-17,-7.59925,"Severe","observed"
2012-04-18,-7.47175,"Severe","observed"
2012-04-19,-7.334166667,"Severe","observed"
2012-04-20,-7.237416667,"Severe","observed"
2012-04-21,-7.165,"Severe","observed"
2012-04-22,-6.985333333,"Severe","observed"
2012-04-23,-6.766416667,"Severe","observed"
2012-04-24,-6.588916667,"Severe","observed"
2012-04-25,-6.4515,"Severe","observed"
2012-04-26,-6.425,"Severe","observed"
2012-04-27,-6.377583333,"Severe","observed"
2012-04-28,-6.2855,"Severe","observed"
2012-04-29,-6.222416667,"Severe","observed"
2012-04-30,-6.193583333,"Severe","observed"
2012-05-01,-6.209333333,"Severe","observed"
2012-05-02,-6.290583333,"Severe","observed"
2012-05-03,-6.335333333,"Severe","observed"
2012-05-04,-6.398666667,"Severe","observed"
2012-05-05,-6.430333333,"Severe","observed"
2012-05-06,-6.3775,"Severe","observed"
2012-05-07,-6.261916667,"Severe","observed"
2012-05-08,-6.070333333,"Severe","observed"
2012-05-09,-5.82225,"Severe","observed"
2012-05-10,-5.469666667,"Severe","observed"
2012-05-11,-5.0175,"Severe","observed"
2012-05-12,-4.747333333,"Severe","observed"
2012-05-13,-4.516583333,"Severe","observed"
2012-05-14,-4.239166667,"Severe","observed"
2012-05-15,-3.918666667,"Severe","observed"
2012-05-16,-2.256583333,"Severe","observed"
2012-05-17,-0.898583333,"Severe","observed"
2012-05-18,-0.838648148,"Severe","observed"
2012-05-19,-0.454744792,"Severe","observed"
2012-05-20,-0.278635417,"Severe","observed"
2012-05-21,-0.177802083,"Severe","observed"
2012-05-22,-0.140708333,"Severe","observed"
2012-05-23,-0.114796875,"Severe","observed"
2012-05-24,-0.1065625,"Severe","observed"
2012-05-25,-0.147828125,"Severe","observed"
2012-05-26,-0.132322917,"Severe","observed"
2012-05-27,-0.121677083,"Severe","observed"
2012-05-28,-0.112635417,"Severe","observed"
2012-05-29,0.419197917,"Severe","observed"
2012-05-30,1.162385417,"Severe","observed"
2012-05-31,1.060703125,"Severe","observed"
2012-06-01,1.88171875,"Severe","observed"
2012-06-02,2.741041667,"Severe","observed"
2012-06-03,2.977348958,"Severe","observed"
2012-06-04,3.036203125,"Severe","observed"
2012-06-05,3.303151042,"Severe","observed"
2012-06-06,3.1440625,"Severe","observed"
2012-06-07,3.841166667,"Severe","observed"
2012-06-08,5.321145833,"Severe","observed"
2012-06-09,4.867375,"Severe","observed"
2012-06-10,3.000869792,"Severe","observed"
2012-06-11,3.175359375,"Severe","observed"
2012-06-12,5.05715625,"Severe","observed"
2012-06-13,5.350336806,"Severe","observed"
2012-06-14,5.937892361,"Severe","observed"
2012-06-15,5.121135417,"Severe","observed"
2012-06-16,5.03025,"Severe","observed"
2012-06-17,6.177805556,"Severe","observed"
2012-06-18,7.545635417,"Severe","observed"
2012-06-19,7.5498125,"Severe","observed"
2012-06-20,7.472663194,"Severe","observed"
2012-06-21,7.473118056,"Severe","observed"
2012-06-22,7.650746528,"Severe","observed"
2012-06-23,7.483861111,"Severe","observed"
2012-06-24,7.099125,"Severe","observed"
2012-06-25,6.911163194,"Severe","observed"
2012-06-26,7.223274306,"Severe","observed"
2012-06-27,7.839305556,"Severe","observed"
2012-06-28,8.337135417,"Severe","observed"
2012-06-29,8.545260417,"Severe","observed"
2012-06-30,8.794291667,"Severe","observed"
2012-07-01,9.144840278,"Severe","observed"
2012-07-02,9.481055556,"Severe","observed"
2012-07-03,9.990770833,"Severe","observed"
2012-07-04,10.15843056,"Severe","observed"
2012-07-05,10.125375,"Severe","observed"
2012-07-06,9.700083333,"Severe","observed"
2012-07-07,9.452177083,"Severe","observed"
2012-07-08,9.357579861,"Severe","observed"
2012-07-09,9.362315972,"Severe","observed"
2012-07-10,9.394965278,"Severe","observed"
2012-07-11,9.835350694,"Severe","observed"
2012-07-12,9.79659375,"Severe","observed"
2012-07-13,9.42725,"Severe","observed"
2012-07-14,9.05078125,"Severe","observed"
2012-07-15,8.387059028,"Severe","observed"
2012-07-16,7.718298611,"Severe","observed"
2012-07-17,7.772020833,"Severe","observed"
2012-07-18,8.197413194,"Severe","observed"
2012-07-19,7.845621528,"Severe","observed"
2012-07-20,7.465548611,"Severe","observed"
2012-07-21,8.498739583,"Severe","observed"
2012-07-22,9.59353125,"Severe","observed"
2012-07-23,9.857972222,"Severe","observed"
2012-07-24,9.968538194,"Severe","observed"
2012-07-25,10.46488194,"Severe","observed"
2012-07-26,10.51033333,"Severe","observed"
2012-07-27,10.57803472,"Severe","observed"
2012-07-28,10.63018403,"Severe","observed"
2012-07-29,10.37610417,"Severe","observed"
2012-07-30,9.876569444,"Severe","observed"
2012-07-31,9.707267361,"Severe","observed"
2012-08-01,9.461072917,"Severe","observed"
2012-08-02,9.312173611,"Severe","observed"
2012-08-03,8.825048611,"Severe","observed"
2012-08-04,7.814965278,"Severe","observed"
2012-08-05,6.955336806,"Severe","observed"
2012-08-06,6.121041667,"Severe","observed"
2012-08-07,6.337069444,"Severe","observed"
2012-08-08,6.92365625,"Severe","observed"
2012-08-09,6.955496528,"Severe","observed"
2012-08-10,6.674409722,"Severe","observed"
2012-08-11,6.651322917,"Severe","observed"
2012-08-12,7.3841875,"Severe","observed"
2012-08-13,8.164197917,"Severe","observed"
2012-08-14,8.66328125,"Severe","observed"
2012-08-15,8.510927083,"Severe","observed"
2012-08-16,8.136225694,"Severe","observed"
2012-08-17,8.000361111,"Severe","observed"
2012-08-18,7.777826389,"Severe","observed"
2012-08-19,7.534659722,"Severe","observed"
2012-08-20,7.338013889,"Severe","observed"
2012-08-21,6.908246528,"Severe","observed"
2012-08-22,7.110534722,"Severe","observed"
2012-08-23,6.777333333,"Severe","observed"
2012-08-24,6.350704861,"Severe","observed"
2012-08-25,5.591496528,"Severe","observed"
2012-08-26,4.76728125,"Severe","observed"
2012-08-27,4.552246528,"Severe","observed"
2012-08-28,4.64853125,"Severe","observed"
2012-08-29,4.557788194,"Severe","observed"
2012-08-30,4.321229167,"Severe","observed"
2012-08-31,3.862420139,"Severe","observed"
2012-09-01,3.833489583,"Severe","observed"
2012-09-02,3.942204861,"Severe","observed"
2012-09-03,4.406958333,"Severe","observed"
2012-09-04,4.601041667,"Severe","observed"
2012-09-05,4.381479167,"Severe","observed"
2012-09-06,2.998109375,"Severe","observed"
2012-09-07,1.870822917,"Severe","observed"
2012-09-08,1.31625,"Severe","observed"
2012-09-09,1.202302083,"Severe","observed"
2012-09-10,0.879541667,"Severe","observed"
2012-09-11,0.99325,"Severe","observed"
2012-09-12,1.200088542,"Severe","observed"
2012-09-13,1.175489583,"Severe","observed"
2012-09-14,1.285765625,"Severe","observed"
2012-09-15,1.33346875,"Severe","observed"
2012-09-16,1.9799375,"Severe","observed"
2012-09-17,1.399265625,"Severe","observed"
2012-09-18,1.623557292,"Severe","observed"
2012-09-19,2.194135417,"Severe","observed"
2012-09-20,2.13671875,"Severe","observed"
2012-09-21,1.811958333,"Severe","observed"
2012-09-22,3.363067708,"Severe","observed"
2012-09-23,2.537895833,"Severe","observed"
2012-09-24,0.91884375,"Severe","observed"
2012-09-25,0.456229167,"Severe","observed"
2012-09-26,0.225421875,"Severe","observed"
2012-09-27,0.1290625,"Severe","observed"
2012-09-28,0.061177083,"Severe","observed"
2012-09-29,-0.011651042,"Severe","observed"
2012-09-30,-0.085864583,"Severe","observed"
2012-10-01,-0.071489583,"Severe","observed"
2012-10-02,-0.017369792,"Severe","observed"
2012-10-03,-0.055682292,"Severe","observed"
2012-10-04,-0.00128125,"Severe","observed"
2012-10-05,-0.020552083,"Severe","observed"
2012-10-06,-0.061338542,"Severe","observed"
2012-10-07,-0.0871875,"Severe","observed"
2012-10-08,-0.188390625,"Severe","observed"
2012-10-09,-0.231265625,"Severe","observed"
2012-10-10,-0.301479167,"Severe","observed"
2012-10-11,-0.17265625,"Severe","observed"
2012-10-12,-0.169072917,"Severe","observed"
2012-10-13,-0.1999375,"Severe","observed"
2012-10-14,-0.198838542,"Severe","observed"
2012-10-15,-0.187921875,"Severe","observed"
2012-10-16,-0.168880208,"Severe","observed"
2012-10-17,-0.160395833,"Severe","observed"
2012-10-18,-0.156317708,"Severe","observed"
2012-10-19,-0.218947917,"Severe","observed"
2012-10-20,-0.243541667,"Severe","observed"
2012-10-21,-0.282682292,"Severe","observed"
2012-10-22,-0.282447917,"Severe","observed"
2012-10-23,-0.232416667,"Severe","observed"
2012-10-24,-0.287229167,"Severe","observed"
2012-10-25,-0.221135417,"Severe","observed"
2012-10-26,-0.189640625,"Severe","observed"
2012-10-27,-0.186859375,"Severe","observed"
2012-10-28,-0.180614583,"Severe","observed"
2012-10-29,-0.20465625,"Severe","observed"
2012-10-30,-0.216979167,"Severe","observed"
2012-10-31,-0.20603125,"Severe","observed"
2012-11-01,-0.216838542,"Severe","observed"
2012-11-02,-0.2054375,"Severe","observed"
2012-11-03,-0.225489583,"Severe","observed"
2012-11-04,-0.282588542,"Severe","observed"
2012-11-05,-0.324333333,"Severe","observed"
2012-11-06,-0.34384375,"Severe","observed"
2012-11-07,-0.363484375,"Severe","observed"
2012-11-08,-0.429828125,"Severe","observed"
2012-11-09,-0.442098958,"Severe","observed"
2012-11-10,-0.367390625,"Severe","observed"
2012-11-11,-0.398979167,"Severe","observed"
2012-11-12,-0.449020833,"Severe","observed"
2012-11-13,-0.449458333,"Severe","observed"
2012-11-14,-0.537635417,"Severe","observed"
2012-11-15,-0.528291667,"Severe","observed"
2012-11-16,-0.607317708,"Severe","observed"
2012-11-17,-0.678015625,"Severe","observed"
2012-11-18,-0.722140625,"Severe","observed"
2012-11-19,-0.837130208,"Severe","observed"
2012-11-20,-0.925088542,"Severe","observed"
2012-11-21,-0.943213542,"Severe","observed"
2012-11-22,-1.036151042,"Severe","observed"
2012-11-23,-1.092270833,"Severe","observed"
2012-11-24,-1.055135417,"Severe","observed"
2012-11-25,-0.930229167,"Severe","observed"
2012-11-26,-0.910932292,"Severe","observed"
2012-11-27,-1.120697917,"Severe","observed"
2012-11-28,-1.122744792,"Severe","observed"
2012-11-29,-1.122088542,"Severe","observed"
2012-11-30,-1.114703125,"Severe","observed"
2012-12-01,-1.065333333,"Severe","observed"
2012-12-02,-1.120526042,"Severe","observed"
2012-12-03,-1.140838542,"Severe","observed"
2012-12-04,-1.132708333,"Severe","observed"
2012-12-05,-1.154145833,"Severe","observed"
2012-12-06,-1.160203125,"Severe","observed"
2012-12-07,-1.240786458,"Severe","observed"
2012-12-08,-1.43665625,"Severe","observed"
2012-12-09,-1.637880208,"Severe","observed"
2012-12-10,-1.747494792,"Severe","observed"
2012-12-11,-1.846447917,"Severe","observed"
2012-12-12,-1.993432292,"Severe","observed"
2012-12-13,-2.177078125,"Severe","observed"
2012-12-14,-2.337807292,"Severe","observed"
2012-12-15,-2.395286458,"Severe","observed"
2012-12-16,-2.417770833,"Severe","observed"
2012-12-17,-2.367890625,"Severe","observed"
2012-12-18,-2.354244792,"Severe","observed"
2012-12-19,-2.6081875,"Severe","observed"
2012-12-20,-2.695036458,"Severe","observed"
2012-12-21,-2.598578125,"Severe","observed"
2012-12-22,-2.572234375,"Severe","observed"
2012-12-23,-2.66940625,"Severe","observed"
2012-12-24,-2.893807292,"Severe","observed"
2012-12-25,-3.025770833,"Severe","observed"
2012-12-26,-3.122901042,"Severe","observed"
2012-12-27,-3.223875,"Severe","observed"
2012-12-28,-3.314770833,"Severe","observed"
2012-12-29,-3.41928125,"Severe","observed"
2012-12-30,-3.481489583,"Severe","observed"
2012-12-31,2.368421875,"Severe","observed"
2013-01-01,-3.385758644,"Severe","observed"
2013-01-02,-3.185604167,"Severe","observed"
2013-01-03,-2.974442708,"Severe","observed"
2013-01-04,-2.797026042,"Severe","observed"
2013-01-05,-2.648385417,"Severe","observed"
2013-01-06,-2.629770833,"Severe","observed"
2013-01-07,-2.784020833,"Severe","observed"
2013-01-08,-3.013421875,"Severe","observed"
2013-01-09,-3.199947917,"Severe","observed"
2013-01-10,-3.300276042,"Severe","observed"
2013-01-11,-3.397083333,"Severe","observed"
2013-01-12,-3.448494792,"Severe","observed"
2013-01-13,-3.338494792,"Severe","observed"
2013-01-14,-3.061046875,"Severe","observed"
2013-01-15,-2.754588542,"Severe","observed"
2013-01-16,-2.588927083,"Severe","observed"
2013-01-17,-2.551515625,"Severe","observed"
2013-01-18,-2.673911458,"Severe","observed"
2013-01-19,-2.872619792,"Severe","observed"
2013-01-20,-3.084645833,"Severe","observed"
2013-01-21,-3.27146875,"Severe","observed"
2013-01-22,-3.400947917,"Severe","observed"
2013-01-23,-3.514994792,"Severe","observed"
2013-01-24,-3.700588542,"Severe","observed"
2013-01-25,-3.869973958,"Severe","observed"
2013-01-26,-3.981057292,"Severe","observed"
2013-01-27,-4.118447917,"Severe","observed"
2013-01-28,-4.198614583,"Severe","observed"
2013-01-29,-4.333015625,"Severe","observed"
2013-01-30,-4.515869792,"Severe","observed"
2013-01-31,-4.663546875,"Severe","observed"
2013-02-01,-4.721947917,"Severe","observed"
2013-02-02,-4.710625,"Severe","observed"
2013-02-03,-4.667354167,"Severe","observed"
2013-02-04,-4.677583333,"Severe","observed"
2013-02-05,-4.693078125,"Severe","observed"
2013-02-06,-4.816604167,"Severe","observed"
2013-02-07,-5.004401042,"Severe","observed"
2013-02-08,-5.219911458,"Severe","observed"
2013-02-09,-5.373557292,"Severe","observed"
2013-02-10,-5.407489583,"Severe","observed"
2013-02-11,-5.458807292,"Severe","observed"
2013-02-12,-5.423864583,"Severe","observed"
2013-02-13,-5.349583333,"Severe","observed"
2013-02-14,-5.283614583,"Severe","observed"
2013-02-15,-5.282859375,"Severe","observed"
2013-02-16,-5.303276042,"Severe","observed"
2013-02-17,-5.348671875,"Severe","observed"
2013-02-18,-5.426739583,"Severe","observed"
2013-02-19,-5.577817708,"Severe","observed"
2013-02-20,-5.825401042,"Severe","observed"
2013-02-21,-6.079140625,"Severe","observed"
2013-02-22,-6.319265625,"Severe","observed"
2013-02-23,-6.540302083,"Severe","observed"
2013-02-24,-6.693916667,"Severe","observed"
2013-02-25,-6.774088542,"Severe","observed"
2013-02-26,-6.82334375,"Severe","observed"
2013-02-27,-6.804692708,"Severe","observed"
2013-02-28,-6.7650625,"Severe","observed"
2013-03-01,-6.7835,"Severe","observed"
2013-03-02,-6.838802083,"Severe","observed"
2013-03-03,-6.885817708,"Severe","observed"
2013-03-04,-6.8680625,"Severe","observed"
2013-03-05,-6.803682292,"Severe","observed"
2013-03-06,-6.6191875,"Severe","observed"
2013-03-07,-6.450286458,"Severe","observed"
2013-03-08,-6.336947917,"Severe","observed"
2013-03-09,-6.201916667,"Severe","observed"
2013-03-10,-5.986458333,"Severe","observed"
2013-03-11,-5.799526042,"Severe","observed"
2013-03-12,-5.694744792,"Severe","observed"
2013-03-13,-5.659078125,"Severe","observed"
2013-03-14,-5.684635417,"Severe","observed"
2013-03-15,-5.744421875,"Severe","observed"
2013-03-16,-5.832302083,"Severe","observed"
2013-03-17,-5.912416667,"Severe","observed"
2013-03-18,-6.006083333,"Severe","observed"
2013-03-19,-6.186546875,"Severe","observed"
2013-03-20,-6.454083333,"Severe","observed"
2013-03-21,-6.683276042,"Severe","observed"
2013-03-22,-6.795026042,"Severe","observed"
2013-03-23,-6.94090625,"Severe","observed"
2013-03-24,-7.108338542,"Severe","observed"
2013-03-25,-7.266833333,"Severe","observed"
2013-03-26,-7.416723958,"Severe","observed"
2013-03-27,-7.514348958,"Severe","observed"
2013-03-28,-7.591916667,"Severe","observed"
2013-03-29,-7.686625,"Severe","observed"
2013-03-30,-7.750994792,"Severe","observed"
2013-03-31,-7.726645833,"Severe","observed"
2013-04-01,-7.541557292,"Severe","observed"
2013-04-02,-7.343302083,"Severe","observed"
2013-04-03,-7.253484375,"Severe","observed"
2013-04-04,-7.287463542,"Severe","observed"
2013-04-05,-7.406552083,"Severe","observed"
2013-04-06,-7.598713542,"Severe","observed"
2013-04-07,-7.84159375,"Severe","observed"
2013-04-08,-8.094270833,"Severe","observed"
2013-04-09,-8.286229167,"Severe","observed"
2013-04-10,-8.345541667,"Severe","observed"
2013-04-11,-8.3250625,"Severe","observed"
2013-04-12,-8.248802083,"Severe","observed"
2013-04-13,-8.168895833,"Severe","observed"
2013-04-14,-8.1084375,"Severe","observed"
2013-04-15,-8.043708333,"Severe","observed"
2013-04-16,-7.98584375,"Severe","observed"
2013-04-17,-7.962114583,"Severe","observed"
2013-04-18,-7.96721875,"Severe","observed"
2013-04-19,-7.944229167,"Severe","observed"
2013-04-20,-7.841927083,"Severe","observed"
2013-04-21,-7.643661458,"Severe","observed"
2013-04-22,-7.4389375,"Severe","observed"
2013-04-23,-7.188677083,"Severe","observed"
2013-04-24,-6.92859375,"Severe","observed"
2013-04-25,-6.675229167,"Severe","observed"
2013-04-26,-6.510229167,"Severe","observed"
2013-04-27,-6.438953125,"Severe","observed"
2013-04-28,-6.390598958,"Severe","observed"
2013-04-29,-6.342911458,"Severe","observed"
2013-04-30,-6.279953125,"Severe","observed"
2013-05-01,-6.201401042,"Severe","observed"
2013-05-02,-6.132463542,"Severe","observed"
2013-05-03,-6.089604167,"Severe","observed"
2013-05-04,-6.065864583,"Severe","observed"
2013-05-05,-6.037140625,"Severe","observed"
2013-05-06,-6.01825,"Severe","observed"
2013-05-07,-5.970515625,"Severe","observed"
2013-05-08,-5.888515625,"Severe","observed"
2013-05-09,-5.779213542,"Severe","observed"
2013-05-10,-5.6389375,"Severe","observed"
2013-05-11,-5.487880208,"Severe","observed"
2013-05-12,-5.348552083,"Severe","observed"
2013-05-13,-5.25996875,"Severe","observed"
2013-05-14,-5.221765625,"Severe","observed"
2013-05-15,-5.238890625,"Severe","observed"
2013-05-16,-5.262401042,"Severe","observed"
2013-05-17,-5.23121875,"Severe","observed"
2013-05-18,-5.14615625,"Severe","observed"
2013-05-19,-5.065171875,"Severe","observed"
2013-05-20,-4.95940625,"Severe","observed"
2013-05-21,-4.387671875,"Severe","observed"
2013-05-22,-3.64675,"Severe","observed"
2013-05-23,-2.762458333,"Severe","observed"
2013-05-24,-2.0829375,"Severe","observed"
2013-05-25,-1.577296875,"Severe","observed"
2013-05-26,-1.020895833,"Severe","observed"
2013-05-27,-0.555291667,"Severe","observed"
2013-05-28,-0.488192708,"Severe","observed"
2013-05-29,-0.446494792,"Severe","observed"
2013-05-30,-0.399770833,"Severe","observed"
2013-05-31,-0.372302083,"Severe","observed"
2013-06-01,-0.31365625,"Severe","observed"
2013-06-02,-0.267052083,"Severe","observed"
2013-06-03,-0.227614583,"Severe","observed"
2013-06-04,-0.266177083,"Severe","observed"
2013-06-05,-0.285895833,"Severe","observed"
2013-06-06,-0.194354167,"Severe","observed"
2013-06-07,-0.099302083,"Severe","observed"
2013-06-08,0.222348958,"Severe","observed"
2013-06-09,0.537645833,"Severe","observed"
2013-06-10,0.652291667,"Severe","observed"
2013-06-11,1.306578125,"Severe","observed"
2013-06-12,2.127619792,"Severe","observed"
2013-06-13,3.171177083,"Severe","observed"
2013-06-14,3.875833333,"Severe","observed"
2013-06-15,3.79484375,"Severe","observed"
2013-06-16,3.8655625,"Severe","observed"
2013-06-17,4.118401042,"Severe","observed"
2013-06-18,4.689661458,"Severe","observed"
2013-06-19,5.358276042,"Severe","observed"
2013-06-20,5.851083333,"Severe","observed"
2013-06-21,6.006010417,"Severe","observed"
2013-06-22,5.885130208,"Severe","observed"
2013-06-23,5.125369792,"Severe","observed"
2013-06-24,4.881223958,"Severe","observed"
2013-06-25,4.187505208,"Severe","observed"
2013-06-26,5.343130208,"Severe","observed"
2013-06-27,6.45321875,"Severe","observed"
2013-06-28,6.12284375,"Severe","observed"
2013-06-29,5.939489583,"Severe","observed"
2013-06-30,6.613348958,"Severe","observed"
2013-07-01,6.642442708,"Severe","observed"
2013-07-02,6.717994792,"Severe","observed"
2013-07-03,6.261442708,"Severe","observed"
2013-07-04,6.530119792,"Severe","observed"
2013-07-05,6.564317708,"Severe","observed"
2013-07-06,6.787057292,"Severe","observed"
2013-07-07,6.62515625,"Severe","observed"
2013-07-08,4.706083333,"Severe","observed"
2013-07-09,4.666796875,"Severe","observed"
2013-07-10,4.896895833,"Severe","observed"
2013-07-11,5.529630208,"Severe","observed"
2013-07-12,6.131713542,"Severe","observed"
2013-07-13,7.0159375,"Severe","observed"
2013-07-14,8.112635417,"Severe","observed"
2013-07-15,8.371458333,"Severe","observed"
2013-07-16,8.511416667,"Severe","observed"
2013-07-17,7.992989583,"Severe","observed"
2013-07-18,7.917453125,"Severe","observed"
2013-07-19,7.719083333,"Severe","observed"
2013-07-20,7.886276042,"Severe","observed"
2013-07-21,8.112760417,"Severe","observed"
2013-07-22,7.868895833,"Severe","observed"
2013-07-23,6.859890625,"Severe","observed"
2013-07-24,5.802880208,"Severe","observed"
2013-07-25,6.000171875,"Severe","observed"
2013-07-26,6.69515625,"Severe","observed"
2013-07-27,7.883526042,"Severe","observed"
2013-07-28,8.337776042,"Severe","observed"
2013-07-29,7.75515625,"Severe","observed"
2013-07-30,7.857338542,"Severe","observed"
2013-07-31,7.688708333,"Severe","observed"
2013-08-01,8.33271875,"Severe","observed"
2013-08-02,8.735109375,"Severe","observed"
2013-08-03,8.530346875,"Severe","observed"
2013-08-04,8.44061485,"Severe","observed"
2013-08-05,8.143798611,"Severe","observed"
2013-08-06,8.033274306,"Severe","observed"
2013-08-07,8.501454861,"Severe","observed"
2013-08-08,8.860680556,"Severe","observed"
2013-08-09,8.691423611,"Severe","observed"
2013-08-10,8.63378125,"Severe","observed"
2013-08-11,8.082965278,"Severe","observed"
2013-08-12,8.21240625,"Severe","observed"
2013-08-13,8.132125,"Severe","observed"
2013-08-14,6.795017361,"Severe","observed"
2013-08-15,6.256666667,"Severe","observed"
2013-08-16,6.139642361,"Severe","observed"
2013-08-17,5.830267361,"Severe","observed"
2013-08-18,5.590017361,"Severe","observed"
2013-08-19,4.689253472,"Severe","observed"
2013-08-20,3.155972222,"Severe","observed"
2013-08-21,2.264614583,"Severe","observed"
2013-08-22,1.888840278,"Severe","observed"
2013-08-23,1.690427083,"Severe","observed"
2013-08-24,2.043284722,"Severe","observed"
2013-08-25,1.751972222,"Severe","observed"
2013-08-26,1.5313125,"Severe","observed"
2013-08-27,1.825291667,"Severe","observed"
2013-08-28,2.897444444,"Severe","observed"
2013-08-29,3.275440972,"Severe","observed"
2013-08-30,2.330736111,"Severe","observed"
2013-08-31,1.445829861,"Severe","observed"
2013-09-01,1.080020833,"Severe","observed"
2013-09-02,0.961020995,"Severe","observed"
2013-09-03,2.045409722,"Severe","observed"
2013-09-04,2.231246528,"Severe","observed"
2013-09-05,1.970295139,"Severe","observed"
2013-09-06,2.351743056,"Severe","observed"
2013-09-07,2.003236111,"Severe","observed"
2013-09-08,1.935121528,"Severe","observed"
2013-09-09,2.069760417,"Severe","observed"
2013-09-10,2.69775,"Severe","observed"
2013-09-11,3.196833333,"Severe","observed"
2013-09-12,3.506590278,"Severe","observed"
2013-09-13,3.137239583,"Severe","observed"
2013-09-14,2.341458333,"Severe","observed"
2013-09-15,1.667465278,"Severe","observed"
2013-09-16,1.019930556,"Severe","observed"
2013-09-17,0.541572917,"Severe","observed"
2013-09-18,0.285878472,"Severe","observed"
2013-09-19,0.150572917,"Severe","observed"
2013-09-20,0.064100694,"Severe","observed"
2013-09-21,-0.0019375,"Severe","observed"
2013-09-22,-0.031857639,"Severe","observed"
2013-09-23,-0.070482639,"Severe","observed"
2013-09-24,-0.092416667,"Severe","observed"
2013-09-25,-0.072013889,"Severe","observed"
2013-09-26,-0.087642361,"Severe","observed"
2013-09-27,-0.100579861,"Severe","observed"
2013-09-28,-0.104611111,"Severe","observed"
2013-09-29,-0.088690972,"Severe","observed"
2013-09-30,-0.086326389,"Severe","observed"
