,FINAL,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,Severe,Moderate,Unburned,,Severe,Moderate,Unburned
Date,Year,5cm,5 cm,5 cm,10cm,10cm,10cm,20cm,20cm,20cm,30 cm,30 cm,30 cm,40cm,40cm,40cm,Depth of Measurements,Air T 2m,Air T 2m,Air T 2m
7/10/2010,2010.52185792350,9.028151042,6.586296875,5.785096354,,3.828916667,5.005385417,3.480854167,,1.34659375,4.218291667,0.564354167,1.526479167,,,1.18428125,,9.240520833,9.5676875,9.405104167
7/11/2010,2010.52459016393,8.154260417,5.019145833,7.246705729,,2.993114583,3.877354167,3.016125,,1.102020833,3.765375,0.549666667,1.330895833,,,1.11871875,,6.2726875,5.983208333,5.77775
7/12/2010,2010.52732240437,7.080333333,4.814713542,7.794916667,,3.22959375,3.680354167,2.689729167,,1.13971875,3.397291667,0.529354167,1.1455625,,,0.983510417,,7.958895833,7.9061875,7.808041667
7/13/2010,2010.53005464481,7.705708333,4.488273438,6.755716146,,3.41640625,3.331588542,2.559645833,,1.0645,3.157145833,0.52925,1.121666667,,,0.96821875,,5.9423125,5.667645833,5.301645833
7/14/2010,2010.53278688525,8.153807292,5.006221354,5.614104167,,3.774604167,3.298223958,2.469291667,,1.229989583,3.0144375,0.559020833,1.01325,,,0.882354167,,8.23825,7.8336875,7.681083333
7/15/2010,2010.53551912568,8.529317708,5.340169271,5.460252604,,3.862822917,3.715984375,2.748875,,1.48215625,3.130604167,0.623212766,1.1344375,,,0.9026875,,10.95029167,11.06445833,10.6838913
7/16/2010,2010.53825136612,9.521552083,5.826382813,5.225757813,,4.242552083,3.962661458,2.953666667,,1.642020833,3.3750625,0.722791667,1.2024375,,,0.9695,,10.53108333,10.35325,10.1371875
7/17/2010,2010.54098360656,9.170973958,6.424591146,5.708984375,,4.970822917,4.140057292,3.2554375,,1.504020833,3.649645833,0.855,1.437625,,,1.061885417,,11.98708333,11.6739375,11.5501875
7/18/2010,2010.54371584699,9.401541667,6.153101563,6.080012568,,5.797708333,4.182473958,3.620041667,,1.3789375,3.971395833,0.956729167,1.5624375,,,1.206010417,,9.014625,8.725083333,8.533229167
7/19/2010,2010.54644808743,10.74638542,5.552739583,6.473914063,,6.14828125,4.088536458,3.610114583,,1.43634375,3.9628125,0.959791667,1.336208333,,,1.264552083,,9.48825,9.484291667,9.381770833
7/20/2010,2010.54918032787,10.77606771,6.568692708,6.740671875,,6.750645833,4.80625,3.837989583,,1.783114583,4.232645833,1.060770833,1.340770833,,,1.315895833,,13.41708333,13.250625,13.03958333
7/21/2010,2010.55191256831,10.98764583,6.714421875,6.030476563,,6.749854167,5.213963542,4.315041667,,1.957145833,4.7409375,1.1910625,1.728375,,,1.513270833,,12.75416667,12.7115625,12.712375
7/22/2010,2010.55464480874,10.70141146,6.303104167,5.156981771,,6.658364583,5.121739583,4.287677083,,2.087791667,4.747104167,1.235416667,1.725416667,,,1.58575,,11.454125,11.3475,11.23314583
7/23/2010,2010.55737704918,11.50182813,6.721640625,5.825619792,,7.001114583,5.42825,4.321854167,,2.281177083,4.759083333,1.317729167,1.913729167,,,1.66096875,,10.86639583,10.7016875,10.38041667
7/24/2010,2010.56010928962,12.00603646,7.313578125,5.987703125,,7.065583333,5.849229167,4.44884375,,2.550625,4.873625,1.4445625,2.037520833,,,1.72603125,,14.887625,14.69658333,14.63314583
7/25/2010,2010.56284153005,12.40719271,7.764630208,5.843171875,,8.235489583,6.057723958,4.596291667,,2.759479167,5.045875,1.647020833,2.145541667,,,1.843583333,,15.57833333,15.43708333,15.33041667
7/26/2010,2010.56557377049,11.85759896,8.289869792,6.296294271,,8.325989583,6.403375,4.838,,3.024114583,5.268,1.841020833,2.316,,,1.9423125,,15.95604167,15.691875,15.39145833
7/27/2010,2010.56830601093,11.13228125,8.308520833,7.016239583,,8.2655,6.672072917,5.019135417,,3.214427083,5.435604167,2.007666667,2.490375,,,2.06059375,,13.06,12.92833333,12.59416667
7/28/2010,2010.57103825137,11.92494792,8.016119792,7.186927083,,,6.46665625,5.118916667,,3.265958333,5.460375,2.0939375,2.558083333,,,2.11478125,,11.938125,11.63375,11.49708333
7/29/2010,2010.57377049180,12.09758333,8.080807292,7.437179688,,,6.22553125,5.531291667,,3.165385417,5.514791667,2.126170213,2.108333333,,,2.0505625,,13.74947917,13.38645833,13.15854167
7/30/2010,2010.57650273224,12.24285938,7.97859375,8.029536458,,,6.324130208,5.642135417,,3.277666667,5.6759375,2.056541667,1.856458333,,,2.021416667,,14.87579167,15.0225625,14.85277083
7/31/2010,2010.57923497268,12.95067708,8.599158023,8.134526042,,,6.681988636,5.478574468,,3.513965116,5.741145833,2.1186875,2.17675,,,2.073125,,16.2325,16.70395833,16.31666667
8/1/2010,2010.58196721311,13.53372917,8.868989583,7.956057292,,,,,,,5.9535,2.233958333,2.5291875,,,,,18.8225,18.87458333,18.52416667
8/2/2010,2010.58469945355,13.32595833,9.083875,7.891348958,,,,,,,6.129791667,2.3581875,2.799958333,,,,,18.13979167,17.63729167,17.60229167
8/3/2010,2010.58743169399,12.23513542,9.1271875,7.713015514,,,,,,,6.193625,2.417333333,2.980291667,,,,,17.84645833,17.5825,17.778125
8/4/2010,2010.59016393443,9.75721875,9.2015625,6.212427083,,,,,,,6.249166667,2.503104167,3.081333333,,,,,12.97354167,12.99729167,12.84770833
8/5/2010,2010.59289617486,8.561979167,7.7245,6.422802083,,,,,,,5.8075625,2.418916667,2.793270833,,,,,6.9305,6.7870625,6.677854167
8/6/2010,2010.59562841530,8.063770833,6.31465625,6.271145833,,,,,,,5.006916667,2.048833333,2.016166667,,,,,5.997875,5.974979167,5.8265
8/7/2010,2010.59836065574,8.002817708,6.426958333,6.3948125,,,,,,,4.429354167,1.787020833,1.535145833,,,,,6.871354167,5.823333333,6.902166667
8/8/2010,2010.60109289617,7.001677083,6.116208333,5.366989583,,,,,,,4.234104167,1.732875,1.466666667,,,,,6.417458333,6.343970928,6.2876875
8/9/2010,2010.60382513661,8.252744792,5.70671875,4.268239583,,,,,,,4.121,1.6815625,1.50525,,,,,4.672291667,4.875865751,4.490333333
8/10/2010,2010.60655737705,9.46503125,5.887052083,4.170625,,,,,,,3.954729167,1.571833333,1.524729167,,,,,8.760291667,8.798943691,8.946291667
8/11/2010,2010.60928961749,10.06788542,6.6221875,4.019760417,,,,,,,4.371479167,1.652625,1.872166667,,,,,12.77979167,12.4192981,12.28
8/12/2010,2010.61202185792,9.669489583,6.92934375,3.826354167,,,,,,,4.901583333,1.886541667,2.125229167,,,,,11.20975,11.17881791,10.8473125
8/13/2010,2010.61475409836,11.11604688,6.54528125,4.011510417,,,,,,,5.0333125,1.905291667,2.254416667,,,,,12.51454167,12.57736834,12.31354167
8/14/2010,2010.61748633880,12.275375,7.4073125,4.716802083,,,,,,,5.230854167,1.880979167,2.438354167,,,,,18.24645833,18.51417963,18.65770833
8/15/2010,2010.62021857923,12.17839583,8.292177083,4.9640625,,,,,,,5.8328125,2.161791667,2.832520833,,,,,16.95,16.79425259,16.98708333
8/16/2010,2010.62295081967,11.90825,8.53625,4.716604167,,,,,,,6.268979167,2.4385625,3.125604167,,,,,13.625625,13.6548306,14.07020833
8/17/2010,2010.62568306011,10.32508333,8.331041667,5.2835625,,,,,,,6.428041667,2.522854167,3.196041667,,,,,13.059375,13.35527778,12.56833333
8/18/2010,2010.62841530055,8.950677083,7.8933125,6.25121875,,,,,,,6.150979167,2.4730625,2.983104167,,,,,9.1704375,8.809458333,8.77075
8/19/2010,2010.63114754098,8.387401042,6.948427083,6.457052083,,,,,,,5.46325,2.275458333,2.416875,,,,,6.809354167,6.530604167,6.489479167
8/20/2010,2010.63387978142,7.364359375,6.454020833,6.293541667,,,,,,,4.8725,2.020833333,2.069854167,,,,,6.219416667,6.049395833,5.9663125
8/21/2010,2010.63661202186,7.219671875,5.856583333,5.739833333,,,,,,,4.441458333,1.859270833,1.835145833,,,,,5.294416667,4.765708333,4.527979167
8/22/2010,2010.63934426230,6.787005208,5.332364583,4.893708333,,,,,,,4.0541875,1.6855625,1.6265625,,,,,6.020083333,5.8695,5.739729167
8/23/2010,2010.64207650273,6.523005208,5.340447917,4.485666667,,,,,,,3.926395833,1.597041667,1.698166667,,,,,5.548416667,5.288958333,5.221125
8/24/2010,2010.64480874317,6.408729167,4.631010417,3.981208333,,,,,,,3.609833333,1.495916667,1.6365,,,,,7.664541667,8.126166667,7.801583333
8/25/2010,2010.64754098361,6.265109375,4.53421875,3.527822917,,,,,,,3.409645833,1.408979167,1.6484375,,,,,7.697645833,8.321125,8.218604167
8/26/2010,2010.65027322404,6.292854167,4.1715625,3.61965625,,,,,,,3.252625,1.345416667,1.648979167,,,,,6.616125,7.175708333,6.9731875
8/27/2010,2010.65300546448,6.392473958,4.165072917,3.152895833,,,,,,,3.138520833,1.2550625,1.631895833,,,,,8.558145833,8.710270833,8.663625
8/28/2010,2010.65573770492,5.736447917,4.179270833,3.241364583,,,,,,,3.138770833,1.269104167,1.658291667,,,,,7.9259375,7.831583333,7.698104167
8/29/2010,2010.65846994536,5.237916667,3.793385417,3.007375,,,,,,,3.019541667,1.270416667,1.565541667,,,,,6.352541667,6.4440625,6.343145833
8/30/2010,2010.66120218579,5.765583333,3.7353125,3.036427083,,,,,,,2.9115625,1.217583333,1.472791667,,,,,4.0339375,3.8730625,3.7311875
8/31/2010,2010.66393442623,5.682171875,3.918333333,3.043708333,,,,,,,2.9095,1.203291667,1.522479167,,,,,7.221020833,7.246625,7.109604167
9/1/2010,2010.66666666667,5.589020833,3.725135417,2.739552083,,,,,,,2.840479167,1.190791667,1.590583333,,,,,7.560770833,8.142645833,7.841895833
9/2/2010,2010.66939890710,6.4458125,3.691135417,2.60721875,,,,,,,2.77075,1.1783125,1.614208333,,,,,8.4516875,9.1405625,9.014958333
9/3/2010,2010.67213114754,7.17525,4.420697917,2.703802083,,,,,,,2.970083333,1.250041667,1.746520833,,,,,10.42189583,10.43208333,10.4269375
9/4/2010,2010.67486338798,8.297557292,4.950583333,2.67965625,,,,,,,3.414895833,1.457041667,1.903020833,,,,,9.697479167,9.462729167,9.300875
9/5/2010,2010.67759562842,7.552411458,5.44246875,2.645604167,,,,,,,3.852166667,1.617666667,2.176833333,,,,,11.86679167,11.86185417,11.74129167
9/6/2010,2010.68032786885,7.906390625,5.220427083,3.124,,,,,,,4.021625,1.705625,2.374729167,,,,,11.06960417,12.09822917,11.77033333
9/7/2010,2010.68306010929,7.764828125,5.465645833,3.55609375,,,,,,,4.1205625,1.754270833,2.4044375,,,,,11.75572917,11.30270833,11.1845625
9/8/2010,2010.68579234973,6.789927083,5.459708333,4.058979167,,,,,,,4.193229167,1.839895833,2.380354167,,,,,9.021625,9.0635625,8.937958333
9/9/2010,2010.68852459016,6.4708125,4.822916667,3.942989583,,,,,,,4.059333333,1.7748125,2.22525,,,,,8.6545,8.588,8.600375
9/10/2010,2010.69125683060,6.458328125,4.41825,4.154697917,,,,,,,3.668895833,1.5591875,2.0638125,,,,,10.42497917,10.46041667,10.04591667
9/11/2010,2010.69398907104,6.28490625,4.584333333,4.08609375,,,,,,,3.584458333,1.525979167,1.929916667,,,,,9.3585625,9.794208333,9.299104167
9/12/2010,2010.69672131148,6.062541667,4.547125,3.582041667,,,,,,,3.592020833,1.521020833,1.946958333,,,,,9.525104167,10.12158333,9.662604167
9/13/2010,2010.69945355191,5.793229167,4.24153125,3.45009375,,,,,,,3.436895833,1.462645833,1.9078125,,,,,8.743020833,9.273645833,9.404083333
9/14/2010,2010.70218579235,5.709947917,3.948885417,3.510614583,,,,,,,3.276479167,1.404770833,1.817520833,,,,,9.478791667,9.687333333,9.127395833
9/15/2010,2010.70491803279,5.826989583,4.21596875,3.376072917,,,,,,,3.423208333,1.425166667,1.7691875,,,,,6.5759375,6.4010625,6.2975625
9/16/2010,2010.70765027322,4.710630208,4.29340625,3.21465625,,,,,,,3.281791667,1.4139375,1.7599375,,,,,6.499895833,6.508583333,6.338708333
9/17/2010,2010.71038251366,4.18528125,3.5071875,3.09746875,,,,,,,2.920229167,1.296541667,1.626479167,,,,,6.841770833,7.02525,6.578375
9/18/2010,2010.71311475410,2.559802083,3.5075,3.183927083,,,,,,,2.701625,1.221145833,1.477458333,,,,,6.1564375,6.373104167,6.406708333
9/19/2010,2010.71584699454,1.121760417,2.404125,3.127739583,,,,,,,2.259791667,1.167645833,1.112875,,,,,-1.754875,-2.405166667,-2.598625
9/20/2010,2010.71857923497,0.271740741,1.608166667,2.629854167,,,,,,,1.645962963,0.974586207,0.6889375,,,,,-2.997214286,-3.540433333,-3.63028125
9/21/2010,2010.72131147541,-0.848916667,,2.622333333,,,,,,,,,,,,,,-4.115179311,-3.745044519,-3.097521522
9/22/2010,2010.72404371585,-0.989833333,,1.7306875,,,,,,,,,,,,,,-4.595522789,-4.213682581,-3.535678678
9/23/2010,2010.72677595628,-0.6295,,1.064625,,,,,,,,,,,,,,-2.016495681,-1.697503389,-1.183155462
9/24/2010,2010.72950819672,-0.856833333,,,,,,,,,,,,,,,,-4.299901155,-3.925264905,-3.26602011
9/25/2010,2010.73224043716,-0.5425,,,,,,,,,,,,,,,,-5.3294431,-4.9297181,-4.2051422
9/26/2010,2010.73497267760,-0.486083333,,,,,,,,,,,,,,,,-5.919583526,-5.505477484,-4.743453352
9/27/2010,2010.73770491803,-0.869166667,,,,,,,,,,,,,,,,-6.989409144,-6.549232686,-5.719321188
9/28/2010,2010.74043715847,-0.987416667,,,,,,,,,,,,,,,,-7.138121898,-6.694321482,-5.854973197
9/29/2010,2010.74316939891,-0.645166667,,,,,,,,,,,,,,,,-6.327609603,-5.903560437,-5.115644407
9/30/2010,2010.74590163934,-0.444083333,,,,,,,,,,,,,,,,-5.661689364,-5.253867906,-4.508208828
10/1/2010,2010.74863387978,-0.206,,,,,,,,,,,,,,,,-3.715044114,-3.354660156,-2.732528328
10/2/2010,2010.75136612022,-0.196666667,,,,,,,,,,,,,,,,-3.843555188,-3.480039563,-2.849752875
10/3/2010,2010.75409836066,-0.350666667,,,,,,,,,,,,,,,,-5.150680025,-4.755311275,-4.04207905
10/4/2010,2010.75683060109,-0.339,,,,,,,,,,,,,,,,-5.976349993,-5.560860618,-4.795234285
10/5/2010,2010.75956284153,-0.259666667,,,,,,,,,,,,,,,,-5.505239614,-5.101230656,-4.365499328
10/6/2010,2010.76229508197,-0.350666667,,,,,,,,,,,,,,,,-7.947189384,-7.483672926,-6.592984068
10/7/2010,2010.76502732240,-0.682666667,,,,,,,,,,,,,,,,-13.47862846,-12.88031721,-11.63862271
10/8/2010,2010.76775956284,-0.437,,,,,,,,,,,,,,,,-12.62032632,-12.0429309,-10.85570124
10/9/2010,2010.77049180328,-0.311,,,,,,,,,,,,,,,,-10.32934628,-9.807779408,-8.765927265
10/10/2010,2010.77322404372,-0.60525,,,,,,,,,,,,,,,,-11.21999847,-10.67672742,-9.578357632
10/11/2010,2010.77595628415,-0.6285,,,,,,,,,,,,,,,,-15.29341136,-14.65087594,-13.29402172
10/12/2010,2010.77868852459,-0.814083333,,,,,,,,,,,,,,,,-12.02321832,-11.46037374,-10.31103444
10/13/2010,2010.78142076503,-1.0285,,,,,,,,,,,,,,,,-14.987753,-14.35266613,-13.01520791
10/14/2010,2010.78415300546,-1.191416667,,,,,,,,,,,,,,,,-16.30611145,-15.6388977,-14.21778109
10/15/2010,2010.78688524590,-1.7415,,,,,,,,,,,,,,,,-19.38256327,-18.64037993,-17.02404253
10/16/2010,2010.78961748634,-1.6005,,,,,,,,,,,,,,,,-19.96681332,-19.21039248,-17.55698063
10/17/2010,2010.79234972678,-1.3055,,,,,,,,,,,,,,,,-19.39769529,-18.65514321,-17.03784558
10/18/2010,2010.79508196721,-1.222416667,,,,,,,,,,,,,,,,-15.75233917,-15.09862022,-13.71264405
10/19/2010,2010.79781420765,-0.993083333,,,,,,,,,,,,,,,,-12.97711724,-12.39102724,-11.18115688
10/20/2010,2010.80054644809,-1.2035,,,,,,,,,,,,,,,,-7.906666334,-7.444137376,-6.556019968
10/21/2010,2010.80327868852,-2.342916667,,,,,,,,,,,,,,,,-10.84561336,-10.31146565,-9.236853018
10/22/2010,2010.80601092896,-2.84325,,,,,,,,,,,,,,,,-16.3270911,-15.6593661,-14.2369182
10/23/2010,2010.80874316940,-1.443333333,,,,,,,,,,,,,,,,-12.66069548,-12.08231632,-10.89252497
10/24/2010,2010.81147540984,-1.734833333,,,,,,,,,,,,,,,,-13.05617993,-12.46816327,-11.25327587
10/25/2010,2010.81420765027,-2.3415,,,,,,,,,,,,,,,,-12.38977239,-11.81799531,-10.64539578
10/26/2010,2010.81693989071,-2.1585,,,,,,,,,,,,,,,,-14.66024298,-14.03313714,-12.71646155
10/27/2010,2010.81967213115,-2.16925,,,,,,,,,,,,,,,,-9.048082674,-8.557738716,-7.597191048
10/28/2010,2010.82240437158,-2.57325,,,,,,,,,,,,,,,,-12.5492571,-11.97359355,-10.79087369
10/29/2010,2010.82513661202,-2.700166667,,,,,,,,,,,,,,,,-12.48740388,-11.91324763,-10.73445275
10/30/2010,2010.82786885246,-2.068916667,,,,,,,,,,,,,,,,-12.68805282,-12.10900698,-10.91747963
10/31/2010,2010.83060109290,-1.569416667,,,,,,,,,,,,,,,,-13.61982649,-13.01807441,-11.76741998
11/1/2010,2010.83333333333,-1.24125,,,,,,,,,,,,,,,,-14.15081523,-13.53612357,-12.25177447
11/2/2010,2010.83606557377,-2.296916667,,,,,,,,,,,,,,,,-16.07728445,-15.41564695,-14.0090509
11/3/2010,2010.83879781421,-2.894833333,,,,,,,,,,,,,,,,-16.0265024,-15.3661024,-13.9627288
11/4/2010,2010.84153005464,-1.462666667,,,,,,,,,,,,,,,,-9.79138997,-9.28293247,-8.27521714
11/5/2010,2010.84426229508,-1.1985,,,,,,,,,,,,,,,,-11.04609987,-10.50706653,-9.419731733
11/6/2010,2010.84699453552,-1.338666667,,,,,,,,,,,,,,,,-12.27803478,-11.70898062,-10.54347157
11/7/2010,2010.84972677596,-1.360083333,,,,,,,,,,,,,,,,-12.18519083,-11.61839917,-10.45878167
11/8/2010,2010.85245901639,-1.417166667,,,,,,,,,,,,,,,,-14.22886913,-13.61227538,-12.32297325
11/9/2010,2010.85519125683,-1.581333333,,,,,,,,,,,,,,,,-17.47797992,-16.78220908,-15.28672983
11/10/2010,2010.85792349727,-1.447916667,,,,,,,,,,,,,,,,-18.46566514,-17.74582556,-16.18767128
11/11/2010,2010.86065573770,-1.5695,,,,,,,,,,,,,,,,-15.40916708,-14.76381083,-13.39961115
11/12/2010,2010.86338797814,-1.538083333,,,,,,,,,,,,,,,,-17.64409023,-16.94427148,-15.43825145
11/13/2010,2010.86612021858,-1.951916667,,,,,,,,,,,,,,,,-20.58081447,-19.80943113,-18.11705693
11/14/2010,2010.86885245902,-3.890583333,,,,,,,,,,,,,,,,-22.41110556,-21.59512014,-19.78660212
11/15/2010,2010.87158469945,-2.893583333,,,,,,,,,,,,,,,,-16.30644486,-15.63922299,-14.21808523
11/16/2010,2010.87431693989,-1.72725,,,,,,,,,,,,,,,,-5.266880298,-4.868679882,-4.148073997
11/17/2010,2010.87704918033,-1.538666667,,,,,,,,,,,,,,,,-5.75703822,-5.34689322,-4.59518364
11/18/2010,2010.87978142077,-1.160916667,,,,,,,,,,,,,,,,-5.55944988,-5.15411988,-4.41494856
11/19/2010,2010.88251366120,-0.748166667,,,,,,,,,,,,,,,,-2.446424723,-2.116955557,-1.575325847
11/20/2010,2010.88524590164,-0.725166667,,,,,,,,,,,,,,,,-1.017568302,-0.722918718,-0.271959203
11/21/2010,2010.88797814208,-0.446333333,,,,,,,,,,,,,,,,1.202103135,1.442661885,1.75276887
11/22/2010,2010.89071038251,-0.74125,,,,,,,,,,,,,,,,-3.334332624,-2.983226166,-2.385252948
11/23/2010,2010.89344262295,-1.243916667,,,,,,,,,,,,,,,,-9.553603448,-9.050940532,-8.058314297
11/24/2010,2010.89617486339,-1.474083333,,,,,,,,,,,,,,,,-14.14175312,-13.52728228,-12.24350823
11/25/2010,2010.89890710383,-1.54075,,,,,,,,,,,,,,,,-15.52526476,-14.87707934,-13.50551252
11/26/2010,2010.90163934426,-1.600333333,,,,,,,,,,,,,,,,-15.73300951,-15.07976159,-13.69501202
11/27/2010,2010.90437158470,-1.703,,,,,,,,,,,,,,,,-16.61724982,-15.94245398,-14.50159363
11/28/2010,2010.90710382514,-2.137666667,,,,,,,,,,,,,,,,-24.21600563,-23.35603688,-21.43298625
11/29/2010,2010.90983606557,-2.417666667,,,,,,,,,,,,,,,,-22.69630576,-21.87337034,-20.04675452
11/30/2010,2010.91256830601,-2.200083333,,,,,,,,,,,,,,,,-17.98545845,-17.27732095,-15.7496389
12/1/2010,2010.91530054645,-2.37675,,,,,,,,,,,,,,,,-23.74956309,-22.90096101,-21.00750918
12/2/2010,2010.91803278689,-2.544,,,,,,,,,,,,,,,,-24.71638835,-23.84422585,-21.8894227
12/3/2010,2010.92076502732,-2.383833333,,,,,,,,,,,,,,,,-23.08144572,-22.24912488,-20.39806943
12/4/2010,2010.92349726776,-2.685166667,,,,,,,,,,,,,,,,-26.03971386,-25.13530344,-23.09652672
12/5/2010,2010.92622950820,-2.86325,,,,,,,,,,,,,,,,-26.61336294,-25.69497336,-23.61979488
12/6/2010,2010.92896174863,-3.069166667,,,,,,,,,,,,,,,,-22.96132993,-22.13193618,-20.28850285
12/7/2010,2010.93169398907,-3.3225,,,,,,,,,,,,,,,,-26.65610878,-25.73667753,-23.65878655
12/8/2010,2010.93442622951,-2.851166667,,,,,,,,,,,,,,,,-19.49840448,-18.75339823,-17.12970995
12/9/2010,2010.93715846995,-2.877833333,,,,,,,,,,,,,,,,-22.15881965,-21.34898215,-19.5564733
12/10/2010,2010.93989071038,-3.179833333,,,,,,,,,,,,,,,,-28.44904001,-27.48591709,-25.29425302
12/11/2010,2010.94262295082,-2.739333333,,,,,,,,,,,,,,,,-18.24054849,-17.52619474,-15.98232557
12/12/2010,2010.94535519126,-2.573166667,,,,,,,,,,,,,,,,-20.34169428,-19.57613803,-17.89893755
12/13/2010,2010.94808743169,-2.758083333,,,,,,,,,,,,,,,,-26.52274178,-25.60656053,-23.53713255
12/14/2010,2010.95081967213,-2.75075,,,,,,,,,,,,,,,,-20.94218774,-20.16199816,-18.44669248
12/15/2010,2010.95355191257,-2.8485,,,,,,,,,,,,,,,,-22.873359,-22.046109,-20.208258
12/16/2010,2010.95628415301,-2.968333333,,,,,,,,,,,,,,,,-23.65321398,-22.80695982,-20.91962197
12/17/2010,2010.95901639344,-2.936666667,,,,,,,,,,,,,,,,-21.27953786,-20.49112744,-18.75441472
12/18/2010,2010.96174863388,-2.578,,,,,,,,,,,,,,,,-12.61881312,-12.04145457,-10.85432093
12/19/2010,2010.96448087432,-2.31375,,,,,,,,,,,,,,,,-13.86535856,-13.25762314,-11.99138812
12/20/2010,2010.96721311475,-2.40325,,,,,,,,,,,,,,,,-20.76171483,-19.98592317,-18.28206967
12/21/2010,2010.96994535519,-2.900416667,,,,,,,,,,,,,,,,-26.83709463,-25.91325297,-23.82387727
12/22/2010,2010.97267759563,-3.347333333,,,,,,,,,,,,,,,,-29.80647669,-28.81027461,-26.53247238
12/23/2010,2010.97540983607,-3.776166667,,,,,,,,,,,,,,,,-34.06738136,-32.96734594,-30.41916172
12/24/2010,2010.97814207650,-4.0085,,,,,,,,,,,,,,,,-35.73891443,-34.59814568,-31.94389185
12/25/2010,2010.98087431694,-4.291916667,,,,,,,,,,,,,,,,-38.78942808,-37.57432183,-34.72649315
12/26/2010,2010.98360655738,-4.605166667,,,,,,,,,,,,,,,,-41.90192318,-40.61096902,-37.56563237
12/27/2010,2010.98633879781,-4.907666667,,,,,,,,,,,,,,,,-42.03323838,-40.73908422,-37.68541477
12/28/2010,2010.98907103825,-5.091666667,,,,,,,,,,,,,,,,-39.96493849,-38.72118641,-35.79876398
12/29/2010,2010.99180327869,-5.21725,,,,,,,,,,,,,,,,-40.23594708,-38.98559083,-36.04597115
12/30/2010,2010.99453551913,-5.235333333,,,,,,,,,,,,,,,,-38.47456227,-37.26712893,-34.43928053
12/31/2010,2011.00000000000,-5.130083333,,,,,,,,,,,,,,,,-35.35539881,-34.22397589,-31.59405862
1/1/2011,2011.00273224044,-4.3805,,,,,,,,,,,,,,,,-12.29398753,-11.72454461,-10.55802326
1/2/2011,2011.00546448087,-3.265916667,,,,,,,,,,,,,,,,-5.817207255,-5.405596005,-4.65006831
1/3/2011,2011.00819672131,-3.2045,,,,,,,,,,,,,,,,-14.10287151,-13.48934817,-12.20804141
1/4/2011,2011.01092896175,-3.268333333,,,,,,,,,,,,,,,,-17.75180973,-17.04936598,-15.53651045
1/5/2011,2011.01366120219,-3.18475,,,,,,,,,,,,,,,,-15.15820629,-14.51896566,-13.17069108
1/6/2011,2011.01639344262,-3.300416667,,,,,,,,,,,,,,,,-20.2080708,-19.4457708,-17.7770496
1/7/2011,2011.01912568306,-3.088916667,,,,,,,,,,,,,,,,-11.60550604,-11.05284062,-9.930007877
1/8/2011,2011.02185792350,-2.549,,,,,,,,,,,,,,,,-1.274257031,-0.973352239,-0.506104162
1/9/2011,2011.02459016393,-2.171083333,,,,,,,,,,,,,,,,-4.079768663,-3.710496788,-3.065220825
1/10/2011,2011.02732240437,-2.364666667,,,,,,,,,,,,,,,,-14.13601663,-13.52168558,-12.23827555
1/11/2011,2011.03005464481,-2.82175,,,,,,,,,,,,,,,,-21.17838412,-20.3924387,-18.66214484
1/12/2011,2011.03278688525,-3.234,,,,,,,,,,,,,,,,-23.4519666,-22.6106166,-20.7360492
1/13/2011,2011.03551912568,-3.50575,,,,,,,,,,,,,,,,-24.72989603,-23.85740437,-21.90174407
1/14/2011,2011.03825136612,-3.612166667,,,,,,,,,,,,,,,,-19.19191685,-18.45437935,-16.8501397
1/15/2011,2011.04098360656,-3.861,,,,,,,,,,,,,,,,-23.86728512,-23.01581428,-21.11489223
1/16/2011,2011.04371584699,-3.8335,,,,,,,,,,,,,,,,-23.26687714,-22.43003756,-20.56721528
1/17/2011,2011.04644808743,-4.121166667,,,,,,,,,,,,,,,,-28.09151386,-27.13710344,-24.96812672
1/18/2011,2011.04918032787,-4.539583333,,,,,,,,,,,,,,,,-29.33439171,-28.34969379,-26.10184842
1/19/2011,2011.05191256831,-5.137916667,,,,,,,,,,,,,,,,-36.20227926,-35.05021884,-32.36656152
1/20/2011,2011.05464480874,-5.637916667,,,,,,,,,,,,,,,,-38.02273881,-36.82631589,-34.02713862
1/21/2011,2011.05737704918,-5.92125,,,,,,,,,,,,,,,,-38.59801223,-37.38757057,-34.55188847
1/22/2011,2011.06010928962,-6.2645,,,,,,,,,,,,,,,,-39.45096259,-38.21973551,-35.32992818
1/23/2011,2011.06284153005,-6.676333333,,,,,,,,,,,,,,,,-40.38461708,-39.13063792,-36.18158417
1/24/2011,2011.06557377049,-6.718666667,,,,,,,,,,,,,,,,-36.68325538,-35.51947413,-32.80529575
1/25/2011,2011.06830601093,-6.485583333,,,,,,,,,,,,,,,,-33.59076532,-32.50234448,-29.98440463
1/26/2011,2011.07103825137,-6.285416667,,,,,,,,,,,,,,,,-29.49494506,-28.50633464,-26.24830112
1/27/2011,2011.07377049180,-5.812166667,,,,,,,,,,,,,,,,-19.21515349,-18.47704974,-16.87133557
1/28/2011,2011.07650273224,-5.020416667,,,,,,,,,,,,,,,,-10.35464327,-9.832459933,-8.789002533
1/29/2011,2011.07923497268,-4.5215,,,,,,,,,,,,,,,,-8.178709367,-7.709551033,-6.804170733
1/30/2011,2011.08196721311,-4.309583333,,,,,,,,,,,,,,,,-11.11262093,-10.57196656,-9.480410565
