Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.696529,-5.622920,-5.620465,-5.596819,-5.505148,-5.303480,-5.208206,-5.148524,-5.036106,-5.032232,-4.952277,-4.859422,-4.846299,-4.838536,-4.820676,-4.803970 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.887722,-5.826191,-5.824122,-5.804132,-5.725635,-5.547052,-5.457631,-5.398533,-5.276728,-5.272237,-5.172159,-5.017411,-4.989716,-4.969741,-4.918286,-4.844744 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.890251,-6.755174,-6.750682,-6.707482,-6.540476,-6.170199,-5.991710,-5.877202,-5.650629,-5.642497,-5.465742,-5.208521,-5.163564,-5.131097,-5.046668,-4.916933 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.847274,-7.707772,-7.702908,-7.655319,-7.462091,-7.003418,-6.765742,-6.606281,-6.273894,-6.261574,-5.986265,-5.556578,-5.478804,-5.421627,-5.271849,-5.037172 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.717509,-8.553988,-8.548341,-8.493246,-8.271155,-7.744473,-7.469662,-7.283605,-6.889033,-6.874223,-6.538181,-5.983383,-5.878653,-5.798879,-5.585588,-5.227015 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.387992,-9.241865,-9.236635,-9.184982,-8.969789,-8.438314,-8.149762,-7.949762,-7.513788,-7.497150,-7.113740,-6.451255,-6.322588,-6.222325,-5.950628,-5.470786 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.070824,-9.902040,-9.896126,-9.838137,-9.601132,-9.026826,-8.719397,-8.507408,-8.045786,-8.028151,-7.620152,-6.898756,-6.755705,-6.641911,-6.329488,-5.750177 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.208705,-10.104193,-10.100215,-10.060110,-9.884002,-9.420691,-9.153093,-8.960588,-8.521668,-8.504464,-8.097563,-7.338230,-7.183578,-7.058358,-6.711262,-6.046214 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.793990,-10.620607,-10.614651,-10.556635,-10.323694,-9.768071,-9.473242,-9.270027,-8.824508,-8.807380,-8.407034,-7.666542,-7.514388,-7.389225,-7.038302,-6.335415 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.817982,-11.621304,-11.614396,-11.546607,-11.269241,-10.595430,-10.234106,-9.984794,-9.441450,-9.420680,-8.939455,-8.079298,-7.906594,-7.766895,-7.378332,-6.612908 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-12.959306,-12.723192,-12.714955,-12.634315,-12.306584,-11.515676,-11.094039,-10.804004,-10.173834,-10.149784,-9.593342,-8.602623,-8.404235,-8.244200,-7.799905,-6.930738 
