Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.855306,-5.642173,-5.612654,-5.584106,-5.504120,-5.408915,-5.254965,-5.180279,-5.132517,-5.039627,-5.036347,-4.966825,-4.877284,-4.863405,-4.854507,-4.833062,-4.808937 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-6.024571,-5.847291,-5.822521,-5.798473,-5.730428,-5.647697,-5.508414,-5.436810,-5.388687,-5.287321,-5.283530,-5.197759,-5.057492,-5.031234,-5.011450,-4.959017,-4.874767 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.193080,-6.800892,-6.746540,-6.693961,-6.546488,-6.370298,-6.083494,-5.941827,-5.849314,-5.661735,-5.654890,-5.503555,-5.270496,-5.228081,-5.196401,-5.112329,-4.972507 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.182926,-7.773276,-7.713013,-7.653796,-7.482490,-7.267350,-6.894921,-6.700021,-6.568122,-6.289238,-6.278796,-6.042660,-5.657087,-5.584783,-5.529885,-5.383177,-5.134978 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-9.102526,-8.624042,-8.554444,-8.486182,-8.289195,-8.042057,-7.612985,-7.386590,-7.232079,-6.900526,-6.887982,-6.600749,-6.110013,-6.014885,-5.940566,-5.738573,-5.375915 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.737169,-9.306674,-9.241439,-9.176799,-8.986594,-8.740636,-8.297708,-8.056329,-7.888385,-7.519693,-7.505551,-7.177546,-6.595794,-6.480432,-6.388678,-6.136661,-5.666630 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.457542,-9.961781,-9.888474,-9.816255,-9.605977,-9.338058,-8.863183,-8.607073,-8.429530,-8.039939,-8.024981,-7.676899,-7.048068,-6.921324,-6.818862,-6.534487,-5.983010 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.445027,-10.135292,-10.085191,-10.034730,-9.881552,-9.673772,-9.276672,-9.048551,-8.884692,-8.510775,-8.496100,-8.148014,-7.488725,-7.352706,-7.241058,-6.928693,-6.306852 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-11.154833,-10.650155,-10.577228,-10.505755,-10.299578,-10.040111,-9.585402,-9.341240,-9.171772,-8.797199,-8.782729,-8.442917,-7.804792,-7.672298,-7.562170,-7.251157,-6.608547 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-12.234121,-11.657120,-11.571364,-11.486783,-11.240003,-10.924494,-10.364243,-10.061970,-9.852467,-9.392903,-9.375261,-8.964578,-8.218533,-8.067059,-7.943298,-7.596858,-6.896859 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.439931,-12.748640,-12.646611,-12.546151,-12.253982,-11.882126,-11.225814,-10.873483,-10.629932,-10.097121,-10.076697,-9.601870,-8.742521,-8.568485,-8.426659,-8.030364,-7.235385 
