Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.704890,-5.618608,-5.615737,-5.588116,-5.495123,-5.295717,-5.201593,-5.142675,-5.031817,-5.027999,-4.949277,-4.858086,-4.845223,-4.837624,-4.820155,-4.803855 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.894091,-5.821960,-5.819540,-5.796173,-5.716457,-5.539508,-5.450878,-5.392295,-5.271546,-5.267094,-5.167899,-5.014623,-4.987211,-4.967454,-4.916584,-4.843997 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.906169,-6.747772,-6.742516,-6.692004,-6.522376,-6.155728,-5.979035,-5.865692,-5.641449,-5.633401,-5.458477,-5.203934,-5.159446,-5.127320,-5.043780,-4.915452 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.863308,-7.699435,-7.693725,-7.637884,-7.440925,-6.984964,-6.748815,-6.590429,-6.260415,-6.248186,-5.974982,-5.548906,-5.471824,-5.415175,-5.266808,-5.034480 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.736173,-8.544185,-8.537560,-8.472953,-8.246628,-7.722986,-7.449792,-7.264848,-6.872703,-6.857985,-6.524093,-5.973110,-5.869137,-5.789964,-5.578317,-5.222736 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.403438,-9.231661,-9.225514,-9.164816,-8.945118,-8.415693,-8.128357,-7.929245,-7.495340,-7.478785,-7.097340,-6.438647,-6.310766,-6.211146,-5.941237,-5.464841 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.088863,-9.890586,-9.883644,-9.815575,-9.573809,-9.002149,-8.696154,-8.485163,-8.025746,-8.008197,-7.602192,-6.884509,-6.742224,-6.629061,-6.318413,-5.742679 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.216268,-10.093194,-10.088507,-10.041252,-9.861049,-9.398364,-9.131293,-8.939240,-8.501555,-8.484404,-8.078865,-7.322633,-7.168677,-7.044058,-6.698685,-6.037296 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.811004,-10.607524,-10.600541,-10.532536,-10.295162,-9.742550,-9.449214,-9.246984,-8.803521,-8.786470,-8.387879,-7.650518,-7.499007,-7.374385,-7.025003,-6.325461 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.838340,-11.607314,-11.599203,-11.519620,-11.236612,-10.565746,-10.206029,-9.957839,-9.416973,-9.396298,-8.917297,-8.061181,-7.889295,-7.750262,-7.363559,-6.601880 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-12.984389,-12.707134,-12.697466,-12.602835,-12.268544,-11.481345,-11.061691,-10.773021,-10.145816,-10.121880,-9.568059,-8.582026,-8.384581,-8.225312,-7.783151,-6.918249 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.242716,-13.935334,-13.924531,-13.818502,-13.441557,-12.547051,-12.066990,-11.735640,-11.013382,-10.985772,-10.346238,-9.206059,-8.977825,-8.793918,-8.283793,-7.289332 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.205969,-14.908034,-14.897434,-14.792912,-14.416739,-13.508034,-13.010578,-12.662786,-11.892650,-11.862932,-11.168581,-9.902348,-9.645966,-9.437943,-8.859084,-7.721599 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.469707,-16.116605,-16.104224,-15.982786,-15.551861,-14.527860,-13.975938,-13.593327,-12.753011,-12.720720,-11.968151,-10.597346,-10.318947,-10.091947,-9.458050,-8.195513 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.660929,-17.323660,-17.311476,-17.190773,-16.751773,-15.680510,-15.090099,-14.676268,-13.758128,-13.722665,-12.893307,-11.374151,-11.065249,-10.813338,-10.109794,-8.706326 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.481166,-17.254725,-17.246185,-17.160318,-16.835967,-16.005465,-15.523858,-15.175105,-14.369000,-14.337101,-13.573376,-12.082613,-11.769169,-11.507888,-10.770273,-9.255212 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-16.933271,-16.775785,-16.769667,-16.707527,-16.466909,-15.831745,-15.451759,-15.171112,-14.505709,-14.478979,-13.828897,-12.497811,-12.209752,-11.963941,-11.260549,-9.750698 
19/01/1988 23:00,726121.958333,18.000000,1,0,1,-16.664409,-16.501980,-16.495931,-16.435314,-16.207989,-15.627126,-15.288248,-15.040706,-14.458236,-14.434899,-13.867086,-12.690012,-12.432012,-12.208742,-11.563873,-10.131213 
20/01/1988 23:00,726122.958333,19.000000,1,0,1,-16.631233,-16.470778,-16.464801,-16.404934,-16.180901,-15.612082,-15.283349,-15.044872,-14.488730,-14.466561,-13.929658,-12.827181,-12.586152,-12.377370,-11.773219,-10.415094 
21/01/1988 23:00,726123.958333,20.000000,1,0,1,-16.377269,-16.247024,-16.242096,-16.192442,-16.003646,-15.513502,-15.223483,-15.010079,-14.504374,-14.484042,-13.987956,-12.952415,-12.724467,-12.526205,-11.951233,-10.648320 
