Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.798704,-5.676375,-5.658989,-5.642055,-5.593905,-5.503013,-5.329906,-5.245287,-5.190856,-5.084138,-5.080350,-4.999606,-4.893891,-4.877317,-4.866609,-4.840696,-4.811162 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.977816,-5.876020,-5.861469,-5.847265,-5.806665,-5.729050,-5.576836,-5.498852,-5.446526,-5.336429,-5.332313,-5.239161,-5.086315,-5.057598,-5.035878,-4.978174,-4.884622 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.073579,-6.848490,-6.816569,-6.785501,-6.697306,-6.531227,-6.214327,-6.057684,-5.955384,-5.748040,-5.740476,-5.573351,-5.316551,-5.269894,-5.235089,-5.142780,-4.989488 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.047122,-7.815129,-7.780698,-7.746769,-7.648018,-7.453362,-7.058538,-6.851094,-6.710364,-6.411932,-6.400738,-6.147162,-5.731125,-5.652894,-5.593389,-5.434235,-5.164381 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.939973,-8.667827,-8.627841,-8.588523,-8.474505,-8.250865,-7.797685,-7.558380,-7.394947,-7.043873,-7.030581,-6.725967,-6.204093,-6.102738,-6.023433,-5.807702,-5.419282 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.588921,-9.346228,-9.309351,-9.272771,-9.164846,-8.946697,-8.487831,-8.236979,-8.062094,-7.677192,-7.662405,-7.318932,-6.707057,-6.585408,-6.488472,-6.221958,-5.723363 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.286564,-10.005441,-9.963590,-9.922289,-9.801648,-9.561838,-9.066436,-8.799177,-8.613864,-8.207060,-8.191437,-7.827746,-7.169749,-7.036974,-6.929521,-6.631091,-6.050931 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.348597,-10.176254,-10.148549,-10.120662,-10.036019,-9.856476,-9.455571,-9.223894,-9.056882,-8.674121,-8.659062,-8.301004,-7.618477,-7.477183,-7.360934,-7.035305,-6.384775 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.992208,-10.703696,-10.661561,-10.620178,-10.500389,-10.265807,-9.788188,-9.532597,-9.355560,-8.965163,-8.950101,-8.596775,-7.934638,-7.797226,-7.682984,-7.360242,-6.692150 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-12.034289,-11.706539,-11.657592,-11.609252,-11.467851,-11.186173,-10.603178,-10.288411,-10.070159,-9.591195,-9.572803,-9.144606,-8.366542,-8.208565,-8.079504,-7.718249,-6.988437 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.197242,-12.803350,-12.744885,-12.687239,-12.519150,-12.186157,-11.501453,-11.133857,-10.879754,-10.323881,-10.302574,-9.807229,-8.910854,-8.729330,-8.581407,-8.168076,-7.338906 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.457921,-14.020688,-13.955304,-13.890716,-13.701706,-13.324999,-12.545082,-12.124014,-11.832112,-11.191815,-11.167237,-10.595338,-9.559434,-9.349756,-9.179091,-8.702666,-7.750734 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.391425,-14.967974,-14.903997,-14.840605,-14.653906,-14.277320,-13.484013,-13.047836,-12.741886,-12.060977,-12.034614,-11.416190,-10.271827,-10.037650,-9.845748,-9.308337,-8.225992 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.672884,-16.169511,-16.094428,-16.020294,-15.803506,-15.371749,-14.476781,-13.991914,-13.654597,-12.910114,-12.881416,-12.210256,-10.972777,-10.719269,-10.510860,-9.925722,-8.734749 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.831193,-17.350088,-17.276338,-17.203014,-16.985734,-16.543289,-15.603078,-15.083371,-14.718140,-13.904329,-13.872805,-13.133055,-11.761515,-11.480233,-11.249036,-10.600082,-9.279827 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.552156,-17.230954,-17.179899,-17.128638,-16.973710,-16.647067,-15.919466,-15.497632,-15.191963,-14.483984,-14.455923,-13.782492,-12.454363,-12.172852,-11.936273,-11.264781,-9.856193 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-16.954096,-16.731556,-16.695293,-16.658639,-16.546392,-16.304325,-15.748898,-15.417404,-15.172740,-14.592424,-14.569098,-14.001031,-12.829494,-12.574418,-12.355305,-11.725407,-10.347526 
