Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.035938,0.035938,0.035938,0.035938,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.034162,0.034351,0.034358,0.034419,0.030818,0.031114,0.031258,0.031349,0.031522,0.031528,0.031652,0.031798,0.031818,0.031830,0.031858,0.031884 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.033796,0.033952,0.033957,0.034006,0.030465,0.030719,0.030850,0.030938,0.031124,0.031131,0.031287,0.031535,0.031580,0.031612,0.031697,0.031818 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.032253,0.032531,0.032540,0.032628,0.029449,0.029894,0.030120,0.030270,0.030577,0.030589,0.030840,0.031227,0.031297,0.031348,0.031483,0.031696 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.031018,0.031258,0.031266,0.031348,0.028421,0.028897,0.029160,0.029343,0.029743,0.029758,0.030109,0.030702,0.030815,0.030900,0.031126,0.031497 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.030069,0.030310,0.030318,0.030400,0.027656,0.028132,0.028397,0.028585,0.029006,0.029022,0.029405,0.030101,0.030240,0.030350,0.030651,0.031190 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.029422,0.029615,0.029622,0.029691,0.027059,0.027492,0.027742,0.027922,0.028339,0.028355,0.028747,0.029499,0.029655,0.029782,0.030135,0.030813 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.028831,0.029032,0.029039,0.029109,0.026587,0.027010,0.027252,0.027425,0.027826,0.027842,0.028222,0.028971,0.029129,0.029262,0.029638,0.030402 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.028719,0.028840,0.028845,0.028892,0.026365,0.026694,0.026894,0.027043,0.027399,0.027414,0.027766,0.028495,0.028653,0.028788,0.029175,0.029993 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.028260,0.028446,0.028452,0.028515,0.026086,0.026451,0.026657,0.026805,0.027146,0.027160,0.027487,0.028159,0.028305,0.028433,0.028800,0.029615 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.027551,0.027736,0.027742,0.027807,0.025520,0.025917,0.026143,0.026307,0.026684,0.026699,0.027057,0.027775,0.027930,0.028062,0.028441,0.029275 
