Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.764934,-5.689605,-5.678991,-5.668683,-5.639573,-5.548407,-5.352308,-5.257822,-5.197695,-5.081651,-5.077578,-4.991821,-4.884405,-4.868176,-4.858014,-4.833863,-4.808202 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.975645,-5.913077,-5.904175,-5.895502,-5.870831,-5.792276,-5.617944,-5.529499,-5.470539,-5.347573,-5.343003,-5.240236,-5.075569,-5.045202,-5.022637,-4.963366,-4.871577 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.048935,-6.910669,-6.891167,-6.872224,-6.818710,-6.651039,-6.289166,-6.112455,-5.997999,-5.768493,-5.760180,-5.577768,-5.303571,-5.254490,-5.218314,-5.123054,-4.969180 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.071118,-7.929917,-7.909079,-7.888578,-7.829103,-7.632626,-7.181104,-6.945809,-6.787162,-6.453727,-6.441295,-6.161501,-5.712634,-5.629576,-5.567259,-5.401932,-5.129859 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.995287,-8.829434,-8.805163,-8.781331,-8.712435,-8.486104,-7.966599,-7.694386,-7.509468,-7.115171,-7.100314,-6.761634,-6.191837,-6.082604,-5.998118,-5.769938,-5.370179 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.699285,-9.552808,-9.530636,-9.508664,-9.443959,-9.223814,-8.698379,-8.412547,-8.214049,-7.779787,-7.763171,-7.378965,-6.705586,-6.573261,-6.468911,-6.183869,-5.663483 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.415391,-10.245135,-10.219869,-10.194962,-10.122373,-9.880068,-9.312478,-9.008017,-8.797725,-8.338537,-8.320962,-7.913354,-7.185375,-7.039819,-6.923013,-6.600365,-5.986239 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.545367,-10.443625,-10.427277,-10.410817,-10.360810,-10.180789,-9.723288,-9.458960,-9.268671,-8.834021,-8.816961,-8.412681,-7.651717,-7.495631,-7.368301,-7.013538,-6.318877 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-11.154537,-10.979699,-10.954218,-10.929218,-10.857040,-10.620228,-10.073919,-9.783361,-9.582791,-9.142192,-9.125232,-8.728228,-7.989674,-7.837210,-7.711143,-7.356342,-6.633498 
