Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.740627,-5.667890,-5.657557,-5.647497,-5.618934,-5.535403,-5.356365,-5.268686,-5.212184,-5.101082,-5.097129,-5.012684,-4.901187,-4.883588,-4.872155,-4.844403,-4.812406 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.938774,-5.878190,-5.869515,-5.861046,-5.836858,-5.765148,-5.607273,-5.526481,-5.472308,-5.358402,-5.354145,-5.257822,-5.099707,-5.069970,-5.047445,-4.987534,-4.889921 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.979753,-6.846015,-6.827017,-6.808524,-6.756040,-6.602672,-6.273383,-6.110555,-6.004196,-5.788586,-5.780720,-5.606905,-5.339779,-5.291239,-5.255022,-5.158952,-4.999249 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.960346,-7.823321,-7.803011,-7.783002,-7.724795,-7.546235,-7.139494,-6.925663,-6.780548,-6.472673,-6.461122,-6.199354,-5.769350,-5.688415,-5.626800,-5.461906,-5.181717 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.848323,-8.687290,-8.663620,-8.640347,-8.572886,-8.367115,-7.899307,-7.652404,-7.483826,-7.121789,-7.108083,-6.794017,-6.255917,-6.151387,-6.069569,-5.846937,-5.445548 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.522558,-9.379700,-9.358025,-9.336530,-9.273137,-9.073418,-8.602285,-8.344634,-8.164970,-7.769449,-7.754253,-7.401194,-6.771916,-6.646762,-6.546997,-6.272640,-5.758847 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.213460,-10.047572,-10.022869,-9.998492,-9.927303,-9.706981,-9.196575,-8.921348,-8.730567,-8.311918,-8.295844,-7.921726,-7.245209,-7.108727,-6.998278,-6.691519,-6.094951 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.336305,-10.235790,-10.219677,-10.203464,-10.154258,-9.991008,-9.582546,-9.346133,-9.175556,-8.784231,-8.768825,-8.402365,-7.702949,-7.558070,-7.438825,-7.104735,-6.436859 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.934113,-10.763294,-10.738292,-10.713732,-10.642647,-10.426193,-9.932273,-9.668410,-9.485834,-9.083713,-9.068210,-8.704767,-8.024764,-7.883750,-7.766560,-7.435539,-6.750452 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.962191,-11.768847,-11.739975,-11.711463,-11.628084,-11.369399,-10.768963,-10.444891,-10.220241,-9.727393,-9.708472,-9.268048,-8.468321,-8.306018,-8.173468,-7.802517,-7.053535 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.106507,-12.873778,-12.839220,-12.805147,-12.705811,-12.399408,-11.692869,-11.313805,-11.051892,-10.479278,-10.457337,-9.947453,-9.025784,-8.839258,-8.687327,-8.262902,-7.412058 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.359784,-14.101785,-14.063207,-14.025100,-13.913596,-13.567343,-12.763292,-12.329332,-12.028577,-11.369140,-11.343835,-10.755186,-9.689980,-9.474502,-9.299199,-8.809951,-7.833172 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.315339,-15.065752,-15.028053,-14.990703,-14.880734,-14.535031,-13.718894,-13.270330,-12.955753,-12.255806,-12.228710,-11.593178,-10.417743,-10.177290,-9.980306,-9.428762,-8.318660 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.572675,-16.275541,-16.231200,-16.187417,-16.059396,-15.662199,-14.739096,-14.239326,-13.891802,-13.125256,-13.095719,-12.405193,-11.133454,-10.873103,-10.659175,-10.058709,-8.837596 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.751447,-17.469011,-17.425770,-17.382785,-17.255412,-16.850548,-15.885467,-15.351670,-14.976437,-14.140214,-14.107821,-13.347702,-11.938973,-11.650176,-11.412894,-10.747021,-9.393496 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.564540,-17.377065,-17.347305,-17.317427,-17.227126,-16.929419,-16.186615,-15.755582,-15.443094,-14.718925,-14.690214,-14.000999,-12.640974,-12.352642,-12.110321,-11.422542,-9.980130 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-17.017927,-16.888922,-16.867911,-16.846673,-16.781615,-16.561911,-15.997495,-15.660111,-15.410868,-14.819057,-14.795255,-14.215293,-13.017785,-12.756926,-12.532792,-11.888411,-10.478809 
