Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.010191,0.010191,0.010191,0.010191,0.010191,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463,0.013463 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.010156,0.010159,0.010159,0.010159,0.010161,0.013165,0.013244,0.013283,0.013308,0.013357,0.013358,0.013393,0.013435,0.013441,0.013445,0.013453,0.013461 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.010150,0.010152,0.010152,0.010153,0.010154,0.013079,0.013144,0.013178,0.013201,0.013250,0.013252,0.013294,0.013361,0.013374,0.013383,0.013406,0.013441 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.010125,0.010128,0.010129,0.010129,0.010131,0.012828,0.012938,0.012994,0.013031,0.013109,0.013112,0.013177,0.013279,0.013297,0.013311,0.013348,0.013407 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.010108,0.010110,0.010111,0.010111,0.010112,0.012591,0.012702,0.012764,0.012808,0.012904,0.012908,0.012994,0.013143,0.013172,0.013194,0.013253,0.013352 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.010096,0.010098,0.010099,0.010099,0.010100,0.012425,0.012532,0.012592,0.012635,0.012733,0.012737,0.012827,0.012995,0.013030,0.013057,0.013132,0.013271 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.010088,0.010090,0.010090,0.010091,0.010092,0.012300,0.012395,0.012450,0.012490,0.012584,0.012588,0.012677,0.012854,0.012891,0.012921,0.013007,0.013175 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.010082,0.010084,0.010084,0.010084,0.010085,0.012204,0.012295,0.012347,0.012385,0.012473,0.012477,0.012562,0.012733,0.012770,0.012801,0.012890,0.013075 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.010081,0.010082,0.010082,0.010082,0.010083,0.012162,0.012231,0.012274,0.012306,0.012383,0.012386,0.012464,0.012627,0.012663,0.012694,0.012784,0.012977 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.010076,0.010078,0.010078,0.010078,0.010079,0.012108,0.012185,0.012228,0.012259,0.012332,0.012335,0.012406,0.012554,0.012587,0.012616,0.012700,0.012889 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.010069,0.010070,0.010071,0.010071,0.010072,0.011996,0.012078,0.012125,0.012159,0.012238,0.012241,0.012318,0.012474,0.012508,0.012537,0.012622,0.012812 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,0.010062,0.010064,0.010064,0.010064,0.010065,0.011891,0.011974,0.012022,0.012057,0.012138,0.012141,0.012220,0.012380,0.012416,0.012446,0.012534,0.012731 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,0.010056,0.010058,0.010058,0.010058,0.010059,0.011787,0.011869,0.011916,0.011951,0.012033,0.012036,0.012116,0.012281,0.012317,0.012348,0.012439,0.012645 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,0.010053,0.010054,0.010054,0.010054,0.010055,0.011710,0.011784,0.011828,0.011861,0.011938,0.011941,0.012018,0.012181,0.012217,0.012249,0.012341,0.012554 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,0.010048,0.010049,0.010050,0.010050,0.010050,0.011632,0.011707,0.011750,0.011782,0.011857,0.011860,0.011934,0.012092,0.012127,0.012158,0.012249,0.012463 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,0.010045,0.010046,0.010046,0.010046,0.010047,0.011558,0.011627,0.011669,0.011699,0.011772,0.011775,0.011848,0.012004,0.012038,0.012069,0.012160,0.012374 
