Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.723198,-5.660687,-5.651786,-5.643114,-5.618463,-5.533062,-5.345239,-5.254223,-5.196048,-5.083055,-5.079071,-4.994794,-4.887521,-4.871106,-4.860724,-4.835912,-4.808999 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.922271,-5.870181,-5.862707,-5.855407,-5.834542,-5.761274,-5.595458,-5.511164,-5.454891,-5.337277,-5.332899,-5.234278,-5.075125,-5.045603,-5.023545,-4.965401,-4.874109 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.948667,-6.833831,-6.817491,-6.801577,-6.756375,-6.599988,-6.254784,-6.085365,-5.975287,-5.753733,-5.745689,-5.568808,-5.301333,-5.253281,-5.217770,-5.124117,-4.971923 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.927352,-7.809855,-7.792433,-7.775267,-7.725315,-7.543763,-7.117557,-6.894424,-6.743494,-6.424902,-6.412989,-6.144126,-5.708869,-5.627848,-5.566780,-5.404358,-5.134787 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.813045,-8.674971,-8.654664,-8.634695,-8.576801,-8.367703,-7.877717,-7.620004,-7.444487,-7.068941,-7.054758,-6.730708,-6.181344,-6.075483,-5.993254,-5.770611,-5.377053 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.492431,-9.370059,-9.351494,-9.333082,-9.278782,-9.076083,-8.582715,-8.313467,-8.126043,-7.714604,-7.698827,-7.333119,-6.687013,-6.559367,-6.458263,-6.181371,-5.671302 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.182640,-10.040539,-10.019373,-9.998486,-9.937483,-9.713923,-9.179705,-8.892287,-8.693374,-8.257888,-8.241192,-7.853292,-7.156376,-7.016461,-6.903777,-6.591817,-5.993112 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.318330,-10.232331,-10.218554,-10.204692,-10.162624,-9.997072,-9.569167,-9.321586,-9.143079,-8.734227,-8.718151,-8.336335,-7.612192,-7.462902,-7.340593,-6.998952,-6.324066 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.907664,-10.761258,-10.739816,-10.718752,-10.657783,-10.438102,-9.921171,-9.645644,-9.455245,-9.036533,-9.020406,-8.642665,-7.938304,-7.792617,-7.671885,-7.331555,-6.633493 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.936819,-11.771315,-11.746600,-11.722195,-11.650827,-11.388717,-10.761077,-10.423011,-10.188999,-9.676659,-9.657016,-9.200421,-8.375242,-8.208304,-8.072348,-7.692534,-6.930963 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.081949,-12.882774,-12.853198,-12.824038,-12.739032,-12.428748,-11.690637,-11.295456,-11.022798,-10.427868,-10.405101,-9.876737,-8.926061,-8.734271,-8.578497,-8.144117,-7.279385 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.339721,-14.119090,-14.086105,-14.053523,-13.958198,-13.607878,-12.768483,-12.316266,-12.003265,-11.318254,-11.291999,-10.682067,-9.583367,-9.361813,-9.182078,-8.681357,-7.688523 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.304952,-15.091626,-15.059409,-15.027491,-14.933530,-14.583914,-13.732077,-13.264506,-12.936922,-12.209130,-12.180984,-11.521602,-10.307240,-10.059582,-9.857272,-9.291841,-8.161684 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.563488,-16.309552,-16.271661,-16.234250,-16.124876,-15.723402,-14.760592,-14.240140,-13.878618,-13.082359,-13.051704,-12.335801,-11.021946,-10.753635,-10.533679,-9.917230,-8.671217 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.754232,-17.513243,-17.476362,-17.439703,-17.331082,-16.922331,-15.916453,-15.360659,-14.970303,-14.101571,-14.067949,-13.279824,-11.824530,-11.526942,-11.282996,-10.599418,-9.217677 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.585250,-17.425508,-17.400152,-17.374696,-17.297749,-16.997109,-16.222276,-15.772632,-15.446722,-14.691941,-14.662031,-13.944571,-12.533265,-12.234792,-11.984558,-11.275463,-9.797566 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-17.044263,-16.934481,-16.916595,-16.898514,-16.843112,-16.621223,-16.032184,-15.679816,-15.419447,-14.801295,-14.776438,-14.171030,-12.923725,-12.652517,-12.419955,-11.752269,-10.299854 
19/01/1988 23:00,726121.958333,18.000000,1,0,1,-16.774631,-16.660260,-16.642304,-16.624323,-16.570231,-16.360444,-15.821036,-15.506405,-15.276574,-14.735609,-14.713929,-14.186116,-13.088432,-12.847143,-12.637625,-12.030975,-10.668753 
