Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.015073,0.015073,0.015073,0.015073,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.014490,0.014619,0.014623,0.014669,0.030869,0.031158,0.031297,0.031385,0.031550,0.031556,0.031673,0.031808,0.031827,0.031838,0.031863,0.031885 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.014415,0.014524,0.014527,0.014564,0.030519,0.030762,0.030888,0.030973,0.031152,0.031159,0.031310,0.031551,0.031594,0.031626,0.031707,0.031823 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.013959,0.014146,0.014152,0.014215,0.029560,0.029987,0.030203,0.030345,0.030639,0.030650,0.030889,0.031258,0.031324,0.031374,0.031502,0.031705 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.013664,0.013825,0.013831,0.013889,0.028542,0.029009,0.029265,0.029443,0.029832,0.029846,0.030186,0.030757,0.030865,0.030947,0.031163,0.031516 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.013438,0.013596,0.013602,0.013659,0.027799,0.028264,0.028523,0.028706,0.029115,0.029131,0.029503,0.030177,0.030311,0.030417,0.030707,0.031224 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.013304,0.013432,0.013436,0.013485,0.027201,0.027629,0.027875,0.028053,0.028462,0.028478,0.028862,0.029594,0.029745,0.029868,0.030210,0.030862 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.013165,0.013295,0.013300,0.013348,0.026746,0.027161,0.027398,0.027569,0.027961,0.027977,0.028348,0.029079,0.029234,0.029363,0.029728,0.030466 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.013174,0.013256,0.013259,0.013292,0.026502,0.026832,0.027032,0.027180,0.027534,0.027549,0.027897,0.028613,0.028769,0.028901,0.029277,0.030071 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.013046,0.013165,0.013169,0.013211,0.026257,0.026613,0.026814,0.026958,0.027291,0.027305,0.027625,0.028282,0.028426,0.028551,0.028910,0.029704 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.012877,0.012995,0.013000,0.013044,0.025699,0.026091,0.026314,0.026475,0.026846,0.026860,0.027212,0.027914,0.028065,0.028194,0.028564,0.029375 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,0.012716,0.012838,0.012842,0.012887,0.025165,0.025572,0.025804,0.025971,0.026357,0.026373,0.026741,0.027479,0.027638,0.027774,0.028166,0.029023 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,0.012568,0.012685,0.012689,0.012733,0.024619,0.025029,0.025266,0.025437,0.025834,0.025850,0.026231,0.027003,0.027170,0.027314,0.027727,0.028639 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,0.012476,0.012578,0.012582,0.012621,0.024198,0.024578,0.024801,0.024964,0.025348,0.025363,0.025739,0.026517,0.026687,0.026835,0.027264,0.028223 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,0.012354,0.012461,0.012465,0.012505,0.023779,0.024162,0.024384,0.024546,0.024924,0.024939,0.025307,0.026073,0.026242,0.026390,0.026819,0.027800 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,0.012263,0.012355,0.012359,0.012395,0.023358,0.023725,0.023941,0.024099,0.024474,0.024489,0.024856,0.025625,0.025796,0.025945,0.026379,0.027379 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,0.012299,0.012363,0.012366,0.012391,0.023299,0.023581,0.023753,0.023883,0.024198,0.024211,0.024532,0.025239,0.025400,0.025543,0.025963,0.026960 
