Dz,z.tot,Kh,Kv,vwc_r,vwc_s,vwc_fc,vwc_wp,VG_alpha,VG_n,SS,thermcond,thermcap
10,10,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,20,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,30,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,40,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,50,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,60,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,70,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,80,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,90,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,100,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,110,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,120,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,130,0.378966349814529,0.378966349814529,0.01,0.55,0.0984240479928793,0.0143768873814111,0.00297045773198762,1.78946481466719,1e-07,19.0579497496592,2600000
10,140,3.013447015687e-05,3.013447015687e-05,0.01,0.41,0.0697733649104323,0.0145151761016538,0.00497978715544633,1.67775076195179,1e-07,1.43565256313088,2e+06
14.5739348370927,154.573934837093,3.013447015687e-05,3.013447015687e-05,0.01,0.41,0.0697733649104323,0.0145151761016538,0.00497978715544633,1.67775076195179,1e-07,1.43565256313088,2e+06
