Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.078974,0.078974,0.078974,0.078974,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.075101,0.076142,0.076177,0.076505,0.031040,0.031292,0.031410,0.031484,0.031621,0.031626,0.031721,0.031828,0.031842,0.031851,0.031870,0.031887 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.074465,0.075329,0.075357,0.075626,0.030659,0.030885,0.031002,0.031080,0.031245,0.031251,0.031389,0.031603,0.031641,0.031669,0.031739,0.031836 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.071085,0.072644,0.072695,0.073183,0.029781,0.030175,0.030374,0.030506,0.030774,0.030784,0.031002,0.031335,0.031395,0.031439,0.031554,0.031733 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.068636,0.070042,0.070092,0.070584,0.028762,0.029218,0.029466,0.029637,0.030008,0.030022,0.030343,0.030874,0.030973,0.031048,0.031245,0.031563 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.066683,0.068101,0.068151,0.068645,0.027998,0.028459,0.028714,0.028893,0.029293,0.029309,0.029670,0.030315,0.030443,0.030543,0.030815,0.031294 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.065447,0.066622,0.066665,0.067100,0.027372,0.027802,0.028049,0.028226,0.028632,0.028648,0.029027,0.029741,0.029887,0.030006,0.030334,0.030951 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.064191,0.065410,0.065454,0.065889,0.026898,0.027315,0.027553,0.027723,0.028115,0.028130,0.028500,0.029222,0.029374,0.029500,0.029856,0.030568 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.064174,0.064949,0.064980,0.065294,0.026617,0.026957,0.027161,0.027312,0.027670,0.027685,0.028035,0.028750,0.028903,0.029034,0.029405,0.030179 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.063053,0.064174,0.064213,0.064598,0.026372,0.026728,0.026930,0.027075,0.027410,0.027423,0.027745,0.028404,0.028547,0.028672,0.029029,0.029812 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.061500,0.062646,0.062688,0.063101,0.025817,0.026210,0.026434,0.026595,0.026966,0.026981,0.027332,0.028033,0.028183,0.028311,0.028679,0.029480 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,0.059968,0.061177,0.061221,0.061654,0.025278,0.025686,0.025919,0.026087,0.026474,0.026490,0.026858,0.027596,0.027754,0.027890,0.028279,0.029129 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,0.058509,0.059700,0.059744,0.060177,0.024724,0.025137,0.025374,0.025546,0.025946,0.025961,0.026344,0.027117,0.027284,0.027427,0.027839,0.028745 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,0.057563,0.058625,0.058665,0.059059,0.024288,0.024672,0.024897,0.025062,0.025450,0.025465,0.025843,0.026625,0.026796,0.026944,0.027372,0.028328 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,0.056327,0.057451,0.057492,0.057900,0.023863,0.024249,0.024473,0.024636,0.025017,0.025032,0.025403,0.026173,0.026343,0.026491,0.026922,0.027902 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,0.055353,0.056348,0.056386,0.056764,0.023433,0.023803,0.024022,0.024182,0.024560,0.024575,0.024945,0.025719,0.025891,0.026040,0.026476,0.027477 
