Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.010332,0.010332,0.010332,0.010332,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.010276,0.010289,0.010290,0.010295,0.030880,0.031168,0.031306,0.031392,0.031556,0.031562,0.031677,0.031810,0.031828,0.031839,0.031863,0.031886 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.010270,0.010281,0.010282,0.010286,0.030532,0.030772,0.030897,0.030981,0.031159,0.031166,0.031316,0.031554,0.031598,0.031629,0.031709,0.031824 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.010229,0.010248,0.010249,0.010255,0.029590,0.030011,0.030224,0.030365,0.030655,0.030666,0.030902,0.031265,0.031331,0.031380,0.031507,0.031707 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.010205,0.010221,0.010221,0.010227,0.028578,0.029041,0.029295,0.029472,0.029857,0.029871,0.030208,0.030772,0.030879,0.030959,0.031173,0.031521 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.010187,0.010202,0.010203,0.010208,0.027842,0.028304,0.028561,0.028742,0.029148,0.029164,0.029532,0.030198,0.030331,0.030436,0.030723,0.031233 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.010177,0.010189,0.010190,0.010194,0.027246,0.027672,0.027917,0.028094,0.028500,0.028516,0.028897,0.029622,0.029772,0.029894,0.030232,0.030876 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.010167,0.010179,0.010179,0.010184,0.026796,0.027209,0.027444,0.027613,0.028003,0.028018,0.028387,0.029112,0.029265,0.029393,0.029755,0.030485 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.010168,0.010176,0.010176,0.010179,0.026546,0.026876,0.027076,0.027224,0.027577,0.027591,0.027938,0.028650,0.028804,0.028935,0.029309,0.030095 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.010158,0.010169,0.010169,0.010173,0.026311,0.026663,0.026863,0.027006,0.027337,0.027350,0.027668,0.028321,0.028464,0.028587,0.028944,0.029731 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.010145,0.010156,0.010156,0.010160,0.025756,0.026146,0.026368,0.026528,0.026896,0.026911,0.027261,0.027958,0.028107,0.028235,0.028602,0.029405 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,0.010134,0.010144,0.010145,0.010149,0.025226,0.025631,0.025862,0.026029,0.026413,0.026428,0.026793,0.027527,0.027685,0.027820,0.028208,0.029058 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,0.010123,0.010133,0.010134,0.010138,0.024683,0.025091,0.025327,0.025497,0.025893,0.025909,0.026288,0.027056,0.027222,0.027364,0.027774,0.028679 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,0.010117,0.010126,0.010126,0.010130,0.024260,0.024640,0.024862,0.025025,0.025408,0.025424,0.025798,0.026573,0.026742,0.026889,0.027315,0.028267 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,0.010109,0.010118,0.010118,0.010121,0.023844,0.024226,0.024448,0.024609,0.024986,0.025001,0.025368,0.026131,0.026300,0.026446,0.026873,0.027847 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,0.010103,0.010111,0.010111,0.010114,0.023421,0.023788,0.024004,0.024163,0.024537,0.024552,0.024919,0.025686,0.025856,0.026004,0.026436,0.027430 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,0.010106,0.010111,0.010111,0.010113,0.023355,0.023638,0.023811,0.023941,0.024258,0.024271,0.024592,0.025299,0.025459,0.025602,0.026022,0.027014 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,0.010110,0.010114,0.010114,0.010116,0.023453,0.023676,0.023815,0.023921,0.024182,0.024193,0.024463,0.025075,0.025216,0.025344,0.025725,0.026658 
19/01/1988 23:00,726121.958333,18.000000,1,0,1,0.010112,0.010116,0.010116,0.010118,0.023539,0.023743,0.023868,0.023961,0.024190,0.024199,0.024434,0.024968,0.025092,0.025206,0.025545,0.026395 
20/01/1988 23:00,726122.958333,19.000000,1,0,1,0.010112,0.010116,0.010116,0.010118,0.023544,0.023745,0.023866,0.023955,0.024173,0.024182,0.024402,0.024896,0.025010,0.025114,0.025424,0.026206 
21/01/1988 23:00,726123.958333,20.000000,1,0,1,0.010114,0.010117,0.010117,0.010119,0.023588,0.023765,0.023874,0.023956,0.024155,0.024164,0.024368,0.024830,0.024936,0.025034,0.025324,0.026056 
22/01/1988 23:00,726124.958333,21.000000,1,0,1,0.010110,0.010115,0.010115,0.010117,0.023511,0.023717,0.023836,0.023923,0.024128,0.024136,0.024338,0.024780,0.024881,0.024973,0.025246,0.025933 
23/01/1988 23:00,726125.958333,22.000000,1,0,1,0.010105,0.010110,0.010110,0.010112,0.023277,0.023515,0.023652,0.023750,0.023979,0.023988,0.024210,0.024675,0.024779,0.024872,0.025146,0.025819 
24/01/1988 23:00,726126.958333,23.000000,1,0,1,0.010104,0.010108,0.010109,0.010110,0.023147,0.023361,0.023489,0.023583,0.023808,0.023817,0.024040,0.024518,0.024625,0.024721,0.025001,0.025682 
25/01/1988 23:00,726127.958333,24.000000,1,0,1,0.010105,0.010109,0.010109,0.010111,0.023147,0.023336,0.023449,0.023533,0.023736,0.023744,0.023949,0.024398,0.024500,0.024592,0.024864,0.025535 
26/01/1988 23:00,726128.958333,25.000000,1,0,1,0.010104,0.010108,0.010108,0.010110,0.023113,0.023302,0.023413,0.023494,0.023689,0.023697,0.023891,0.024317,0.024414,0.024501,0.024761,0.025406 
27/01/1988 23:00,726129.958333,26.000000,1,0,1,0.010104,0.010108,0.010108,0.010109,0.023065,0.023245,0.023352,0.023432,0.023622,0.023630,0.023821,0.024236,0.024331,0.024416,0.024669,0.025295 
28/01/1988 23:00,726130.958333,27.000000,1,0,1,0.010108,0.010110,0.010110,0.010111,0.023161,0.023298,0.023385,0.023451,0.023615,0.023622,0.023791,0.024176,0.024265,0.024346,0.024588,0.025193 
29/01/1988 23:00,726131.958333,28.000000,1,0,1,0.010110,0.010113,0.010113,0.010114,0.023279,0.023404,0.023481,0.023539,0.023682,0.023688,0.023836,0.024177,0.024257,0.024330,0.024551,0.025116 
30/01/1988 23:00,726132.958333,29.000000,1,0,1,0.010111,0.010113,0.010113,0.010114,0.023324,0.023451,0.023528,0.023585,0.023724,0.023730,0.023871,0.024192,0.024267,0.024335,0.024541,0.025070 
31/01/1988 23:00,726133.958333,30.000000,1,0,1,0.010117,0.010117,0.010117,0.010118,0.023478,0.023561,0.023618,0.023664,0.023781,0.023786,0.023911,0.024208,0.024278,0.024342,0.024537,0.025039 
01/02/1988 23:00,726134.958333,31.000000,1,0,1,0.010126,0.010125,0.010125,0.010125,0.023808,0.023835,0.023861,0.023886,0.023959,0.023962,0.024050,0.024285,0.024344,0.024399,0.024570,0.025028 
02/02/1988 23:00,726135.958333,32.000000,1,0,1,0.010125,0.010127,0.010127,0.010128,0.023982,0.024035,0.024068,0.024093,0.024157,0.024160,0.024232,0.024421,0.024469,0.024515,0.024658,0.025059 
03/02/1988 23:00,726136.958333,33.000000,1,0,1,0.010117,0.010122,0.010122,0.010123,0.023801,0.023935,0.024007,0.024056,0.024167,0.024172,0.024276,0.024498,0.024548,0.024594,0.024735,0.025110 
04/02/1988 23:00,726137.958333,34.000000,1,0,1,0.010113,0.010117,0.010117,0.010119,0.023571,0.023731,0.023821,0.023885,0.024033,0.024039,0.024178,0.024459,0.024521,0.024575,0.024735,0.025130 
05/02/1988 23:00,726138.958333,35.000000,1,0,1,0.010117,0.010119,0.010119,0.010120,0.023604,0.023714,0.023784,0.023837,0.023967,0.023972,0.024104,0.024392,0.024458,0.024516,0.024687,0.025107 
06/02/1988 23:00,726139.958333,36.000000,1,0,1,0.010125,0.010125,0.010125,0.010125,0.023850,0.023903,0.023943,0.023976,0.024063,0.024067,0.024164,0.024403,0.024460,0.024512,0.024671,0.025079 
07/02/1988 23:00,726140.958333,37.000000,1,0,1,0.010131,0.010131,0.010131,0.010131,0.024120,0.024141,0.024162,0.024181,0.024236,0.024239,0.024307,0.024490,0.024536,0.024581,0.024716,0.025085 
08/02/1988 23:00,726141.958333,38.000000,1,0,1,0.010132,0.010133,0.010133,0.010133,0.024266,0.024302,0.024326,0.024344,0.024395,0.024397,0.024455,0.024608,0.024646,0.024684,0.024800,0.025126 
09/02/1988 23:00,726142.958333,39.000000,1,0,1,0.010128,0.010131,0.010131,0.010132,0.024205,0.024290,0.024337,0.024369,0.024446,0.024449,0.024523,0.024690,0.024729,0.024766,0.024877,0.025182 
10/02/1988 23:00,726143.958333,40.000000,1,0,1,0.010120,0.010124,0.010124,0.010126,0.023953,0.024103,0.024183,0.024238,0.024360,0.024364,0.024475,0.024693,0.024741,0.024783,0.024908,0.025222 
