"number","org.Ks","org.vwc_s","org.vwc_r","org.vwc_fc","org.vwc_wp","org.VG_alpha","org.VG_n","org.thermcond","org.thermcap","min.Ks","min.vwc_s","min.vwc_r","min.vwc_fc","min.vwc_wp","min.VG_alpha","min.VG_n","min.thermcond","min.thermcap","period","variable","RMSE.mean","NRMSE.mean","R2.mean","NSE.mean"
"0020",0.536515936213015,0.55,0.01,0.0608538380978259,0.0127787504289215,0.00671082636758452,1.76211935384874,15.6615705824736,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"val","temp",4.7939316848361,0.247744314716019,0.746072911382112,0.000465246153208769
"0021",0.109936229939379,0.55,0.01,0.0732835632944729,0.0159606733521569,0.00963548937608022,1.61934139968711,4.18269878783438,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"cal","temp",3.6996807346827,0.188171119344691,0.813398346019524,0.41156427312768
"0021",0.109936229939379,0.55,0.01,0.0732835632944729,0.0159606733521569,0.00963548937608022,1.61934139968711,4.18269878783438,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"cal","VWC",0.148643552204156,0.299081808194435,0.532817154567105,-0.401236236269183
"0021",0.109936229939379,0.55,0.01,0.0732835632944729,0.0159606733521569,0.00963548937608022,1.61934139968711,4.18269878783438,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"val","VWC",0.16251978277769,0.306171487167374,0.44066758610047,0.183562466946694
"0021",0.109936229939379,0.55,0.01,0.0732835632944729,0.0159606733521569,0.00963548937608022,1.61934139968711,4.18269878783438,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"val","temp",4.39657110164688,0.225726804924497,0.761907625150293,0.169695666278826
"0022",0.796346647429527,0.55,0.01,0.0747258906994123,0.0110395783525573,0.00212444220919628,2.08476647610962,13.316068674174,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"cal","temp",4.10160490573662,0.209837651023254,0.799700704586407,0.266489141910443
"0022",0.796346647429527,0.55,0.01,0.0747258906994123,0.0110395783525573,0.00212444220919628,2.08476647610962,13.316068674174,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"cal","VWC",0.143113598760773,0.289551453727611,0.534408525202698,-0.324900092097009
"0022",0.796346647429527,0.55,0.01,0.0747258906994123,0.0110395783525573,0.00212444220919628,2.08476647610962,13.316068674174,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"val","VWC",0.159404424193987,0.301470355204825,0.434804687467823,0.213200311334843
"0022",0.796346647429527,0.55,0.01,0.0747258906994123,0.0110395783525573,0.00212444220919628,2.08476647610962,13.316068674174,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"val","temp",4.86929290123473,0.251498814300426,0.742521180744807,-0.0267660649490436
"0023",0.912193321777892,0.55,0.01,0.116554466260695,0.025032415858862,0.00709029062263435,1.51387078491272,9.14616374580772,2600000,0.00125,0.41,0.01,0.190931927484105,0.0485833271836088,0.002,1.41,1.62,2e+06,"cal","VWC",0.146960020482507,0.29631396115781,0.529099855680209,-0.372837500612461
