Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.771102,-5.624185,-5.619306,-5.572357,-5.471334,-5.276976,-5.185438,-5.128262,-5.021042,-5.017358,-4.941597,-4.854562,-4.842365,-4.835194,-4.818750,-4.803539 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.944962,-5.822418,-5.818321,-5.778762,-5.692548,-5.520313,-5.433907,-5.376742,-5.258818,-5.254469,-5.157538,-5.007866,-4.981133,-4.961896,-4.912419,-4.842128 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.018635,-6.748992,-6.740077,-6.654451,-6.470911,-6.115004,-5.943609,-5.833697,-5.616272,-5.608469,-5.438856,-5.191904,-5.148721,-5.117525,-5.036392,-4.911743 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.978491,-7.697827,-7.688046,-7.592405,-7.377537,-6.930444,-6.699177,-6.544186,-6.221551,-6.209603,-5.942824,-5.527501,-5.452447,-5.397331,-5.253033,-5.027324 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.863644,-8.535462,-8.524153,-8.413879,-8.167594,-7.654861,-7.387375,-7.206317,-6.822501,-6.808098,-6.481429,-5.942821,-5.841250,-5.763949,-5.557382,-5.210768 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.512140,-9.217150,-9.206585,-9.102252,-8.861929,-8.340567,-8.057862,-7.862075,-7.435745,-7.419486,-7.045064,-6.399461,-6.274237,-6.176756,-5.912745,-5.447359 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.208729,-9.869017,-9.857133,-9.740642,-9.477070,-8.916014,-8.615707,-8.408641,-7.957790,-7.940569,-7.542170,-6.838171,-6.698645,-6.587717,-6.283283,-5.719638 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.278406,-10.065651,-10.057524,-9.975571,-9.777202,-9.318102,-9.053573,-8.863565,-8.431146,-8.414216,-8.014210,-7.269944,-7.118608,-6.996213,-6.657158,-6.008746 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.919361,-10.572154,-10.560275,-10.444604,-10.187079,-9.647006,-9.359934,-9.161852,-8.727040,-8.710312,-8.319062,-7.594482,-7.445544,-7.323038,-6.979624,-6.292519 
