Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.017311,0.017311,0.017311,0.017311,0.017311,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866,0.014866 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.016506,0.016671,0.016696,0.016721,0.016792,0.014580,0.014661,0.014700,0.014724,0.014770,0.014772,0.014804,0.014842,0.014848,0.014851,0.014858,0.014864 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.016408,0.016546,0.016566,0.016586,0.016642,0.014473,0.014541,0.014576,0.014600,0.014651,0.014653,0.014696,0.014766,0.014778,0.014787,0.014811,0.014845 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.015789,0.016027,0.016062,0.016096,0.016194,0.014211,0.014327,0.014386,0.014426,0.014507,0.014510,0.014576,0.014680,0.014699,0.014713,0.014750,0.014810 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.015399,0.015600,0.015631,0.015663,0.015756,0.013927,0.014054,0.014124,0.014173,0.014280,0.014285,0.014379,0.014538,0.014568,0.014591,0.014652,0.014753 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.015099,0.015298,0.015329,0.015360,0.015450,0.013725,0.013850,0.013920,0.013970,0.014082,0.014086,0.014188,0.014374,0.014411,0.014441,0.014522,0.014668 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.014926,0.015086,0.015112,0.015138,0.015216,0.013563,0.013678,0.013744,0.013793,0.013903,0.013908,0.014012,0.014212,0.014254,0.014288,0.014382,0.014565 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.014743,0.014908,0.014934,0.014960,0.015037,0.013445,0.013555,0.013618,0.013663,0.013768,0.013772,0.013872,0.014071,0.014113,0.014148,0.014248,0.014453 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.014767,0.014867,0.014884,0.014902,0.014956,0.013376,0.013465,0.013518,0.013558,0.013653,0.013657,0.013751,0.013944,0.013986,0.014022,0.014125,0.014343 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.014595,0.014746,0.014769,0.014792,0.014859,0.013319,0.013411,0.013464,0.013502,0.013589,0.013593,0.013678,0.013854,0.013893,0.013927,0.014024,0.014241 
