Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.027931,0.027931,0.027931,0.027931,0.027931,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233,0.010233 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.026361,0.026630,0.026670,0.026710,0.026823,0.010208,0.010214,0.010217,0.010219,0.010222,0.010223,0.010225,0.010229,0.010230,0.010230,0.010231,0.010232 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.026125,0.026352,0.026384,0.026416,0.026507,0.010200,0.010205,0.010207,0.010209,0.010213,0.010213,0.010216,0.010222,0.010223,0.010224,0.010226,0.010229 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.024849,0.025246,0.025303,0.025359,0.025520,0.010179,0.010187,0.010191,0.010194,0.010200,0.010200,0.010205,0.010213,0.010215,0.010216,0.010219,0.010225 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.023972,0.024313,0.024365,0.024417,0.024571,0.010158,0.010166,0.010171,0.010174,0.010181,0.010181,0.010188,0.010200,0.010202,0.010204,0.010209,0.010219 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.023294,0.023635,0.023687,0.023738,0.023890,0.010144,0.010152,0.010156,0.010159,0.010166,0.010166,0.010173,0.010186,0.010189,0.010191,0.010197,0.010209 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.022878,0.023153,0.023197,0.023240,0.023371,0.010133,0.010140,0.010144,0.010147,0.010153,0.010154,0.010160,0.010173,0.010176,0.010178,0.010185,0.010199 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.022456,0.022743,0.022787,0.022831,0.022962,0.010125,0.010132,0.010135,0.010138,0.010144,0.010144,0.010150,0.010163,0.010166,0.010168,0.010175,0.010190 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.022464,0.022639,0.022668,0.022698,0.022789,0.010121,0.010126,0.010129,0.010131,0.010137,0.010137,0.010142,0.010154,0.010157,0.010159,0.010166,0.010181 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.022086,0.022351,0.022391,0.022430,0.022546,0.010117,0.010122,0.010125,0.010128,0.010133,0.010133,0.010138,0.010148,0.010150,0.010153,0.010159,0.010173 
