Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.705361,-5.616520,-5.613567,-5.585166,-5.492026,-5.293337,-5.199576,-5.140898,-5.030527,-5.026727,-4.948385,-4.857695,-4.844910,-4.837360,-4.820006,-4.803823 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.894465,-5.820184,-5.817694,-5.793655,-5.713752,-5.537257,-5.448850,-5.390413,-5.269972,-5.265531,-5.166597,-5.013770,-4.986445,-4.966756,-4.916066,-4.843773 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.907959,-6.744833,-6.739424,-6.687453,-6.517405,-6.151718,-5.975502,-5.862470,-5.638851,-5.630826,-5.456398,-5.202595,-5.158238,-5.126208,-5.042924,-4.915007 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.865246,-7.696405,-7.690524,-7.633013,-7.435350,-6.980054,-6.744285,-6.586170,-6.256760,-6.244555,-5.971894,-5.546770,-5.469873,-5.413366,-5.265382,-5.033703 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.738777,-8.540993,-8.534170,-8.467637,-8.240494,-7.717544,-7.444723,-7.260039,-6.868468,-6.853773,-6.520399,-5.970363,-5.866581,-5.787561,-5.576338,-5.221545 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.405598,-9.228588,-9.222254,-9.159715,-8.939119,-8.410136,-8.123068,-7.924154,-7.490718,-7.474182,-7.093191,-6.435398,-6.307706,-6.208243,-5.938774,-5.463245 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.091654,-9.887370,-9.880218,-9.810102,-9.567390,-8.996286,-8.690596,-8.479819,-8.020881,-8.003351,-7.597786,-6.880945,-6.738837,-6.625822,-6.315594,-5.740727 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.217154,-10.090281,-10.085449,-10.036730,-9.855690,-9.393113,-9.126143,-8.934182,-8.496756,-8.479616,-8.074371,-7.318826,-7.165027,-7.040544,-6.695567,-6.035036 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.813808,-10.604205,-10.597013,-10.526982,-10.288726,-9.736729,-9.443699,-9.241672,-8.798632,-8.781597,-8.383372,-7.646679,-7.495309,-7.370805,-7.021767,-6.322990 
