Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.918958,-5.599644,-5.589244,-5.489767,-5.376771,-5.203528,-5.122928,-5.073074,-4.980836,-4.977698,-4.913746,-4.842419,-4.832646,-4.826990,-4.814125,-4.802558 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-6.058679,-5.793413,-5.784721,-5.701132,-5.604445,-5.448162,-5.369422,-5.317228,-5.209468,-5.205493,-5.117018,-4.981453,-4.957431,-4.940282,-4.896388,-4.835176 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.280520,-6.695157,-6.676226,-6.495458,-6.290444,-5.971829,-5.818711,-5.720602,-5.526612,-5.519651,-5.368318,-5.147789,-5.109201,-5.081321,-5.008829,-4.897727 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.259523,-7.638030,-7.616498,-7.406488,-7.156936,-6.739877,-6.525230,-6.381836,-6.084552,-6.073571,-5.829013,-5.451176,-5.383224,-5.333490,-5.203509,-5.001261 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-9.178702,-8.455684,-8.430982,-8.190576,-7.905609,-7.426949,-7.177493,-7.008797,-6.651745,-6.638362,-6.335191,-5.837627,-5.744114,-5.673154,-5.483858,-5.168185 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.788655,-9.129821,-9.106231,-8.873499,-8.589642,-8.093045,-7.824765,-7.639419,-7.237100,-7.221787,-6.869857,-6.266745,-6.150215,-6.059774,-5.815245,-5.386685 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.514024,-9.761187,-9.735008,-9.478733,-9.170959,-8.641522,-8.358222,-8.162932,-7.737923,-7.721694,-7.346461,-6.684926,-6.554071,-6.450241,-6.165649,-5.641329 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.444292,-9.959232,-9.940542,-9.752031,-9.511351,-9.061992,-8.804854,-8.620932,-8.204506,-8.188251,-7.805294,-7.098351,-6.955231,-6.839840,-6.520718,-5.913681 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-11.193439,-10.432654,-10.406917,-10.156699,-9.860065,-9.355485,-9.086090,-8.899708,-8.489348,-8.473534,-8.103176,-7.415753,-7.274425,-7.158269,-6.832917,-6.184432 
