Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,0.013806,0.013806,0.013806,0.013806,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891,0.031891 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,0.013460,0.013483,0.013483,0.013491,0.030712,0.031030,0.031185,0.031284,0.031474,0.031481,0.031619,0.031783,0.031806,0.031820,0.031853,0.031883 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,0.013392,0.013411,0.013411,0.013417,0.030377,0.030642,0.030779,0.030871,0.031066,0.031073,0.031238,0.031502,0.031550,0.031585,0.031676,0.031809 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,0.013105,0.013138,0.013139,0.013150,0.029310,0.029773,0.030010,0.030167,0.030490,0.030502,0.030767,0.031177,0.031252,0.031306,0.031450,0.031678 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,0.012880,0.012907,0.012908,0.012917,0.028286,0.028768,0.029035,0.029222,0.029632,0.029648,0.030010,0.030627,0.030745,0.030835,0.031073,0.031466 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,0.012711,0.012738,0.012739,0.012748,0.027528,0.028008,0.028276,0.028466,0.028892,0.028909,0.029299,0.030012,0.030156,0.030270,0.030582,0.031145 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,0.012596,0.012618,0.012619,0.012626,0.026949,0.027380,0.027630,0.027811,0.028229,0.028246,0.028641,0.029404,0.029563,0.029693,0.030056,0.030755 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,0.012494,0.012516,0.012517,0.012525,0.026482,0.026905,0.027147,0.027321,0.027723,0.027739,0.028121,0.028877,0.029037,0.029172,0.029554,0.030336 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,0.012473,0.012486,0.012487,0.012492,0.026283,0.026607,0.026805,0.026953,0.027307,0.027321,0.027672,0.028403,0.028563,0.028699,0.029090,0.029922 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,0.012396,0.012417,0.012417,0.012424,0.025996,0.026363,0.026570,0.026718,0.027060,0.027074,0.027401,0.028074,0.028221,0.028349,0.028719,0.029543 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,0.012275,0.012295,0.012296,0.012303,0.025430,0.025826,0.026053,0.026217,0.026594,0.026609,0.026969,0.027690,0.027845,0.027978,0.028360,0.029202 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,0.012158,0.012179,0.012180,0.012187,0.024883,0.025295,0.025531,0.025701,0.026094,0.026109,0.026484,0.027240,0.027404,0.027544,0.027947,0.028836 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,0.012046,0.012066,0.012067,0.012074,0.024335,0.024747,0.024985,0.025158,0.025560,0.025576,0.025963,0.026750,0.026921,0.027068,0.027493,0.028435 
