Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.736446,-5.601538,-5.583109,-5.565371,-5.516224,-5.420210,-5.239282,-5.154555,-5.101825,-5.003304,-4.999926,-4.930543,-4.850843,-4.839638,-4.833018,-4.817785,-4.803478 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.943935,-5.831373,-5.815762,-5.800655,-5.758257,-5.673093,-5.504931,-5.420356,-5.364359,-5.248868,-5.244610,-5.149805,-5.003879,-4.977863,-4.959150,-4.911001,-4.842315 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.016115,-6.768141,-6.734051,-6.701180,-6.609739,-6.429573,-6.085763,-5.920190,-5.813943,-5.603453,-5.595890,-5.431250,-5.190252,-5.147940,-5.117273,-5.037370,-4.913758 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.026343,-7.769817,-7.732458,-7.695854,-7.590604,-7.370331,-6.920807,-6.689516,-6.534987,-6.214402,-6.202553,-5.938397,-5.528290,-5.454205,-5.399745,-5.257017,-5.032512 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.959102,-8.659400,-8.616112,-8.573756,-8.452204,-8.198036,-7.677304,-7.406414,-7.223401,-6.836379,-6.821877,-6.493441,-5.953865,-5.852280,-5.775010,-5.568509,-5.221303 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.657463,-9.390346,-9.350169,-9.310435,-9.193951,-8.941216,-8.402427,-8.111649,-7.910877,-7.475310,-7.458736,-7.077859,-6.424708,-6.298367,-6.200151,-5.934267,-5.465497 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.388975,-10.080728,-10.035392,-9.990808,-9.861510,-9.585782,-9.007466,-8.698568,-8.485878,-8.023653,-8.006018,-7.598564,-6.881293,-6.739461,-6.626875,-6.318110,-5.747209 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.492708,-10.304275,-10.273926,-10.243373,-10.150636,-9.937336,-9.452598,-9.175008,-8.976388,-8.526549,-8.508987,-8.095186,-7.330944,-7.176156,-7.051278,-6.705739,-6.046604 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-11.141135,-10.826795,-10.781500,-10.737177,-10.609847,-10.342268,-9.787606,-9.492422,-9.288596,-8.840876,-8.823647,-8.420642,-7.675034,-7.521973,-7.396260,-7.044188,-6.341872 
