Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.824532,-5.728241,-5.714678,-5.701507,-5.664302,-5.559001,-5.340962,-5.238202,-5.173952,-5.053205,-5.049049,-4.963388,-4.864050,-4.850002,-4.841674,-4.822485,-4.804398 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-6.033849,-5.954183,-5.942869,-5.931849,-5.900517,-5.810364,-5.616612,-5.519414,-5.455107,-5.322417,-5.317522,-5.208384,-5.039422,-5.009157,-4.987304,-4.930965,-4.850096 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-7.165463,-6.989045,-6.964234,-6.940152,-6.872215,-6.680307,-6.280688,-6.088682,-5.965684,-5.722555,-5.713831,-5.524186,-5.247489,-5.198982,-5.163844,-5.072298,-4.930603 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-8.220766,-8.040968,-8.014468,-7.988408,-7.912874,-7.687622,-7.185116,-6.926016,-6.752717,-6.392780,-6.379468,-6.082525,-5.620890,-5.537438,-5.476069,-5.315207,-5.062071 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-9.178019,-8.967058,-8.936264,-8.906044,-8.818796,-8.560170,-7.983314,-7.683563,-7.481154,-7.053281,-7.037252,-6.674230,-6.077719,-5.965378,-5.879897,-5.651402,-5.266913 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.896051,-9.710234,-9.682125,-9.654275,-9.572307,-9.320378,-8.734360,-8.417520,-8.198555,-7.723131,-7.705033,-7.289012,-6.575287,-6.437219,-6.329890,-6.039343,-5.527108 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.636575,-10.420533,-10.388546,-10.357032,-10.265301,-9.988996,-9.358824,-9.022772,-8.791596,-8.289677,-8.270538,-7.828516,-7.051157,-6.897514,-6.775587,-6.441258,-5.823410 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.744691,-10.616796,-10.596172,-10.575393,-10.512188,-10.306087,-9.793039,-9.497313,-9.285036,-8.802828,-8.783974,-8.339278,-7.516687,-7.350047,-7.215644,-6.843839,-6.135345 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-11.382482,-11.161420,-11.129327,-11.097868,-11.007203,-10.738988,-10.136654,-9.817735,-9.598100,-9.116846,-9.098349,-8.666076,-7.867464,-7.703584,-7.569009,-7.192167,-6.440995 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-12.484266,-12.234510,-12.197415,-12.160839,-12.054214,-11.732275,-10.996480,-10.603772,-10.333630,-9.747110,-9.724740,-9.207561,-8.288277,-8.104220,-7.955589,-7.542515,-6.730645 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.707740,-13.407194,-13.362848,-13.319201,-13.192417,-12.812205,-11.949540,-11.492009,-11.178298,-10.499387,-10.473540,-9.876873,-8.821382,-8.610789,-8.441333,-7.971485,-7.055673 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-15.047228,-14.714405,-14.664917,-14.616111,-14.473780,-14.043881,-13.061093,-12.536647,-12.175996,-11.393543,-11.363718,-10.674825,-9.456647,-9.213950,-9.019041,-8.479341,-7.432489 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-16.060254,-15.739708,-15.691487,-15.643767,-15.503591,-15.074078,-14.072763,-13.527037,-13.146714,-12.308349,-12.276092,-11.524742,-10.167873,-9.894798,-9.674251,-9.062073,-7.868211 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-17.404403,-17.021872,-16.965129,-16.909195,-16.746203,-16.254402,-15.128297,-14.524577,-14.107476,-13.195338,-13.160380,-12.347807,-10.879853,-10.583263,-10.342449,-9.671624,-8.346503 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-18.659819,-18.297528,-18.242202,-18.187251,-18.024723,-17.521009,-16.335477,-15.685764,-15.232189,-14.231357,-14.192831,-13.295007,-11.667750,-11.338967,-11.072142,-10.328972,-8.859487 
