Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,87.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.662425,-5.590686,-5.588323,-5.565691,-5.477185,-5.282265,-5.190413,-5.132978,-5.025039,-5.021325,-4.944783,-4.856268,-4.843796,-4.836432,-4.819508,-4.803729 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.860632,-5.800482,-5.798478,-5.779184,-5.702489,-5.527435,-5.439797,-5.381900,-5.262677,-5.258284,-5.160485,-5.009780,-4.982879,-4.963520,-4.913709,-4.842810 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.840607,-6.708705,-6.704356,-6.662689,-6.499631,-6.137154,-5.962516,-5.850510,-5.628963,-5.621013,-5.448255,-5.197067,-5.153196,-5.121537,-5.039246,-4.913045 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.795397,-7.658815,-7.654077,-7.607815,-7.417070,-6.963428,-6.728689,-6.571341,-6.243737,-6.231604,-5.960657,-5.538721,-5.462460,-5.406455,-5.259834,-5.030551 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.664883,-8.504851,-8.499347,-8.445739,-8.226055,-7.703621,-7.431192,-7.246833,-6.856136,-6.841477,-6.509064,-5.961233,-5.857949,-5.779359,-5.569363,-5.217095 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.341159,-9.197960,-9.192848,-9.142412,-8.928556,-8.399153,-8.112011,-7.913117,-7.479916,-7.463393,-7.082826,-6.426366,-6.299010,-6.199859,-5.931317,-5.457945 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.024577,-9.859349,-9.853576,-9.797015,-9.561684,-8.989672,-8.683556,-8.472520,-8.013146,-7.995601,-7.589815,-6.873137,-6.731138,-6.618265,-6.308513,-5.735121 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.175736,-10.073094,-10.069189,-10.029832,-9.853703,-9.389586,-9.121927,-8.929548,-8.491368,-8.474204,-8.068463,-7.312512,-7.158694,-7.034238,-6.689407,-6.029667 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.755659,-10.585996,-10.580182,-10.523609,-10.292292,-9.738442,-9.444431,-9.241741,-8.797325,-8.780239,-8.380900,-7.642660,-7.491046,-7.366397,-7.017040,-6.318245 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.775905,-11.583403,-11.576656,-11.510496,-11.234743,-10.562758,-10.202483,-9.953926,-9.412309,-9.391607,-8.912003,-8.055029,-7.883007,-7.743893,-7.357023,-6.595491 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-12.914668,-12.683634,-12.675590,-12.596895,-12.271021,-11.482041,-11.061481,-10.772212,-10.143782,-10.119801,-9.564996,-8.577539,-8.379856,-8.220429,-7.777889,-6.912697 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.169579,-13.913551,-13.904564,-13.816400,-13.448832,-12.552032,-12.070776,-11.738623,-11.014687,-10.987014,-10.346093,-9.203774,-8.975159,-8.790980,-8.280164,-7.284810 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.139708,-14.891561,-14.882740,-14.795799,-14.428715,-13.517262,-13.018390,-12.669644,-11.897499,-11.867706,-11.171654,-9.902647,-9.645748,-9.437338,-8.857457,-7.718399 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.395861,-16.101825,-16.091524,-15.990517,-15.570040,-14.542694,-13.989002,-13.605185,-12.762295,-12.729907,-11.975135,-10.600681,-10.321592,-10.094067,-9.458769,-8.193917 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.592569,-17.312033,-17.301907,-17.201622,-16.773428,-15.699242,-15.107180,-14.692180,-13.771428,-13.735864,-12.904149,-11.380810,-11.071085,-10.818528,-10.113230,-8.706666 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.442982,-17.254608,-17.247508,-17.176112,-16.859299,-16.025944,-15.542779,-15.192938,-14.384428,-14.352436,-13.586541,-12.091788,-11.777532,-11.515592,-10.776145,-9.257583 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-16.914538,-16.783542,-16.778453,-16.726757,-16.491509,-15.853824,-15.472437,-15.190798,-14.523150,-14.496332,-13.844169,-12.509130,-12.220252,-11.973768,-11.268492,-9.754916 
19/01/1988 23:00,726121.958333,18.000000,1,0,1,-16.647129,-16.511995,-16.506962,-16.456524,-16.234329,-15.650991,-15.310721,-15.062189,-14.477478,-14.454054,-13.884166,-12.703149,-12.444332,-12.220385,-11.573613,-10.137107 
20/01/1988 23:00,726122.958333,19.000000,1,0,1,-16.613921,-16.480596,-16.475629,-16.425883,-16.207165,-15.636404,-15.306512,-15.067185,-14.509062,-14.486814,-13.948022,-12.841823,-12.600005,-12.390562,-11.784537,-10.422516 
21/01/1988 23:00,726123.958333,20.000000,1,0,1,-16.366839,-16.258587,-16.254490,-16.213207,-16.028790,-15.536994,-15.246039,-15.031957,-14.524666,-14.504270,-14.006639,-12.967901,-12.739255,-12.540393,-11.963694,-10.657035 
22/01/1988 23:00,726124.958333,21.000000,1,0,1,-16.795007,-16.625688,-16.619730,-16.561193,-16.316048,-15.709025,-15.374519,-15.138069,-14.601551,-14.580474,-14.076014,-13.064168,-12.844521,-12.654403,-12.103512,-10.851228 
23/01/1988 23:00,726125.958333,22.000000,1,0,1,-17.643218,-17.439051,-17.431822,-17.360685,-17.061893,-16.323740,-15.920853,-15.638941,-15.010415,-14.986012,-14.409859,-13.304058,-13.070249,-12.871777,-12.302473,-11.042736 
24/01/1988 23:00,726126.958333,23.000000,1,0,1,-17.873464,-17.718334,-17.712548,-17.654589,-17.399727,-16.736285,-16.355525,-16.081414,-15.451424,-15.426561,-14.831862,-13.662610,-13.413934,-13.203150,-12.600182,-11.284588 
25/01/1988 23:00,726127.958333,24.000000,1,0,1,-17.777385,-17.639476,-17.634361,-17.583183,-17.358710,-16.773178,-16.434541,-16.188831,-15.616527,-15.593743,-15.043297,-13.926277,-13.684259,-13.476321,-12.877366,-11.546915 
26/01/1988 23:00,726128.958333,25.000000,1,0,1,-17.917967,-17.766274,-17.760774,-17.706183,-17.471525,-16.873410,-16.534953,-16.292269,-15.733611,-15.711500,-15.179428,-14.103897,-13.870430,-13.668977,-13.086791,-11.776989 
27/01/1988 23:00,726129.958333,26.000000,1,0,1,-17.995858,-17.864314,-17.859394,-17.810051,-17.592562,-17.024196,-16.696018,-16.458471,-15.907262,-15.885367,-15.357427,-14.288821,-14.057086,-13.857354,-13.280409,-11.982085 
28/01/1988 23:00,726130.958333,27.000000,1,0,1,-17.454485,-17.381849,-17.378871,-17.348117,-17.202744,-16.793132,-16.539648,-16.348849,-15.886227,-15.867408,-15.403802,-14.415810,-14.196505,-14.004827,-13.447521,-12.172656 
29/01/1988 23:00,726131.958333,28.000000,1,0,1,-17.104354,-17.021194,-17.018048,-16.986355,-16.844855,-16.466730,-16.241613,-16.074829,-15.674436,-15.658198,-15.257680,-14.389635,-14.193989,-14.020390,-13.510984,-12.310669 
30/01/1988 23:00,726132.958333,29.000000,1,0,1,-16.971957,-16.886596,-16.883376,-16.850991,-16.707144,-16.326985,-16.104057,-15.940641,-15.553573,-15.537993,-15.156315,-14.341207,-14.158398,-13.996326,-13.520373,-12.390644 
31/01/1988 23:00,726133.958333,30.000000,1,0,1,-16.237559,-16.224115,-16.223173,-16.212266,-16.148192,-15.934206,-15.784925,-15.665974,-15.360343,-15.347539,-15.023697,-14.286429,-14.117261,-13.965627,-13.518298,-12.444937 
01/02/1988 23:00,726134.958333,31.000000,1,0,1,-15.111135,-15.141439,-15.142106,-15.147210,-15.152193,-15.110938,-15.055080,-15.000222,-14.831199,-14.823522,-14.615354,-14.062615,-13.927204,-13.800579,-13.419111,-12.452045 
02/02/1988 23:00,726135.958333,32.000000,1,0,1,-14.889808,-14.846294,-14.844822,-14.830530,-14.772265,-14.627797,-14.544331,-14.481884,-14.324878,-14.318291,-14.148082,-13.716651,-13.610233,-13.508712,-13.198412,-12.371416 
03/02/1988 23:00,726136.958333,33.000000,1,0,1,-15.679521,-15.554155,-15.549940,-15.509235,-15.346559,-14.967352,-14.771413,-14.638169,-14.348102,-14.336955,-14.074123,-13.551538,-13.436183,-13.333170,-13.027288,-12.258607 
04/02/1988 23:00,726137.958333,34.000000,1,0,1,-16.317566,-16.198555,-16.194273,-16.151911,-15.971539,-15.520481,-15.272259,-15.098127,-14.709843,-14.694777,-14.339647,-13.660342,-13.516561,-13.393702,-13.038706,-12.219636 
05/02/1988 23:00,726138.958333,35.000000,1,0,1,-15.937050,-15.895470,-15.893610,-15.873957,-15.776396,-15.491295,-15.311233,-15.174938,-14.844434,-14.831010,-14.501622,-13.811029,-13.659312,-13.527599,-13.145526,-12.268995 
06/02/1988 23:00,726139.958333,36.000000,1,0,1,-15.068897,-15.072455,-15.072222,-15.068645,-15.039315,-14.921856,-14.830573,-14.754161,-14.547588,-14.538715,-14.309108,-13.758290,-13.629066,-13.511739,-13.163672,-12.317709 
07/02/1988 23:00,726140.958333,37.000000,1,0,1,-14.299797,-14.316001,-14.316331,-14.318698,-14.318632,-14.284797,-14.244570,-14.205743,-14.086238,-14.080796,-13.932292,-13.528025,-13.427486,-13.332235,-13.043092,-12.292232 
