Date12[DDMMYYYYhhmm],JulianDayFromYear0[days],TimeFromStart[days],Simulation_Period,Run,IDpoint,6.000000,70.000000,80.000000,90.000000,120.000000,160.000000,236.000000,280.000000,312.000000,387.000000,390.000000,463.000000,616.000000,650.000000,680.000000,768.000000,978.000000 
01/01/1988 23:00,726103.958333,0.000000,1,0,1,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000,-4.800000 
02/01/1988 23:00,726104.958333,1.000000,1,0,1,-5.706010,-5.544813,-5.523132,-5.502359,-5.445371,-5.362147,-5.215774,-5.145363,-5.100602,-5.014243,-5.011211,-4.947295,-4.866525,-4.854190,-4.846377,-4.827674,-4.807163 
03/01/1988 23:00,726105.958333,2.000000,1,0,1,-5.906434,-5.771394,-5.752905,-5.735071,-5.685346,-5.610313,-5.472358,-5.401733,-5.354420,-5.255255,-5.251558,-5.168256,-5.033906,-5.009017,-4.990435,-4.941463,-4.864416 
04/01/1988 23:00,726106.958333,3.000000,1,0,1,-6.948154,-6.651060,-6.610743,-6.572012,-6.465082,-6.306809,-6.025192,-5.886573,-5.796262,-5.613715,-5.607067,-5.460405,-5.236159,-5.195562,-5.165382,-5.085522,-4.954245 
05/01/1988 23:00,726107.958333,4.000000,1,0,1,-7.920549,-7.610024,-7.565100,-7.521177,-7.395455,-7.197624,-6.824046,-6.629485,-6.498251,-6.222014,-6.211702,-5.979196,-5.603308,-5.533300,-5.480443,-5.339654,-5.104287 
06/01/1988 23:00,726108.958333,5.000000,1,0,1,-8.824204,-8.461982,-8.409979,-8.359180,-8.213877,-7.984689,-7.549806,-7.321094,-7.165367,-6.832319,-6.819745,-6.532546,-6.045937,-5.952164,-5.879282,-5.681818,-5.331452 
07/01/1988 23:00,726109.958333,6.000000,1,0,1,-9.495715,-9.169988,-9.121150,-9.072901,-8.931787,-8.701021,-8.247324,-8.000971,-7.829991,-7.455912,-7.441595,-7.110296,-6.527226,-6.412210,-6.321145,-6.071715,-5.611287 
08/01/1988 23:00,726110.958333,7.000000,1,0,1,-10.208042,-9.833689,-9.778838,-9.724952,-9.568994,-9.317655,-8.830201,-8.567834,-8.386224,-7.988580,-7.973335,-7.619161,-6.983082,-6.855415,-6.752604,-6.467952,-5.921014 
09/01/1988 23:00,726111.958333,8.000000,1,0,1,-10.301123,-10.067018,-10.029349,-9.991453,-9.876622,-9.678034,-9.264513,-9.027962,-8.858506,-8.473177,-8.458086,-8.100937,-7.429196,-7.291222,-7.178396,-6.863453,-6.241689 
10/01/1988 23:00,726112.958333,9.000000,1,0,1,-10.947783,-10.566444,-10.511735,-10.458250,-10.304826,-10.060454,-9.590896,-9.338860,-9.163999,-8.777827,-8.762918,-8.413100,-7.758592,-7.623091,-7.510794,-7.194278,-6.545277 
11/01/1988 23:00,726113.958333,10.000000,1,0,1,-11.990827,-11.555897,-11.491793,-11.428723,-11.245673,-10.948907,-10.372038,-10.061309,-9.846177,-9.374937,-9.356862,-8.936505,-8.175186,-8.020922,-7.895109,-7.543336,-6.835878 
12/01/1988 23:00,726114.958333,11.000000,1,0,1,-13.162965,-12.641986,-12.565685,-12.490737,-12.273886,-11.923690,-11.246809,-10.884038,-10.633553,-10.086414,-10.065462,-9.578850,-8.701202,-8.523868,-8.379643,-7.977142,-7.173444 
13/01/1988 23:00,726115.958333,12.000000,1,0,1,-14.437397,-13.859145,-13.773633,-13.689435,-13.444697,-13.046237,-12.271068,-11.853632,-11.564719,-10.932299,-10.908055,-10.344670,-9.328455,-9.123313,-8.956714,-8.492264,-7.568734 
14/01/1988 23:00,726116.958333,13.000000,1,0,1,-15.388842,-14.828721,-14.744767,-14.661766,-14.418446,-14.016100,-13.218931,-12.781818,-12.475810,-11.796636,-11.770386,-11.155751,-10.025096,-9.794587,-9.606263,-9.079800,-8.025917 
15/01/1988 23:00,726117.958333,14.000000,1,0,1,-16.688533,-16.025362,-15.927415,-15.830969,-15.550506,-15.092435,-14.198524,-13.714878,-13.378719,-12.637753,-12.609214,-11.942422,-10.717193,-10.466808,-10.261434,-9.685651,-8.520138 
16/01/1988 23:00,726118.958333,15.000000,1,0,1,-17.862444,-17.226022,-17.128974,-17.032660,-16.748364,-16.272861,-15.323422,-14.800649,-14.434140,-13.619869,-13.588382,-12.850771,-11.490057,-11.211833,-10.983699,-10.344251,-9.049888 
17/01/1988 23:00,726119.958333,16.000000,1,0,1,-17.592427,-17.165552,-17.097594,-17.029351,-16.823119,-16.464537,-15.713330,-15.279678,-14.966358,-14.243546,-14.214967,-13.530906,-12.192901,-11.910732,-11.674575,-11.005877,-9.614262 
18/01/1988 23:00,726120.958333,17.000000,1,0,1,-17.000036,-16.703504,-16.654865,-16.605632,-16.454492,-16.185145,-15.603860,-15.258589,-15.004565,-14.404627,-14.380574,-13.796385,-12.601675,-12.342870,-12.121493,-11.486693,-10.110133 
19/01/1988 23:00,726121.958333,18.000000,1,0,1,-16.746469,-16.441626,-16.393755,-16.345811,-16.201511,-15.951743,-15.427489,-15.122093,-14.899253,-14.375674,-14.354714,-13.845105,-12.789780,-12.558400,-12.357903,-11.778034,-10.480332 
20/01/1988 23:00,726122.958333,19.000000,1,0,1,-16.722795,-16.420143,-16.372594,-16.325004,-16.182074,-15.935867,-15.423490,-15.127969,-14.913780,-14.414722,-14.394838,-13.913433,-12.925284,-12.709184,-12.521823,-11.979152,-10.752842 
21/01/1988 23:00,726123.958333,20.000000,1,0,1,-16.453930,-16.209202,-16.170134,-16.130830,-16.011489,-15.802097,-15.356102,-15.093231,-14.900282,-14.444347,-14.426043,-13.980019,-13.051055,-12.846648,-12.668768,-12.152555,-10.978031 
22/01/1988 23:00,726124.958333,21.000000,1,0,1,-16.958458,-16.576928,-16.520391,-16.464631,-16.301819,-16.033367,-15.500452,-15.205124,-14.995727,-14.519126,-14.500373,-14.050990,-13.147524,-12.951239,-12.781232,-12.288358,-11.164608 
23/01/1988 23:00,726125.958333,22.000000,1,0,1,-17.849679,-17.387102,-17.318002,-17.249770,-17.050262,-16.721151,-16.071910,-15.716509,-15.467276,-14.909967,-14.888290,-14.375633,-13.387289,-13.177854,-12.999822,-12.488763,-11.354870 
24/01/1988 23:00,726126.958333,23.000000,1,0,1,-18.019629,-17.666472,-17.610858,-17.555171,-17.387826,-17.099327,-16.501160,-16.159086,-15.913226,-15.348860,-15.326597,-14.794148,-13.746054,-13.522835,-13.333342,-12.790750,-11.602713 
25/01/1988 23:00,726127.958333,24.000000,1,0,1,-17.909804,-17.596122,-17.547073,-17.498013,-17.350767,-17.096956,-16.568164,-16.262946,-16.041764,-15.527342,-15.506878,-15.012793,-14.010903,-13.793779,-13.607079,-13.068919,-11.869550 
26/01/1988 23:00,726128.958333,25.000000,1,0,1,-18.078481,-17.733323,-17.680579,-17.628150,-17.472709,-17.209963,-16.674581,-16.371366,-16.153857,-15.652976,-15.633149,-15.156013,-14.191485,-13.982091,-13.801347,-13.278817,-12.100712 
27/01/1988 23:00,726129.958333,26.000000,1,0,1,-18.138667,-17.838642,-17.791266,-17.743797,-17.600953,-17.354046,-16.839780,-16.543772,-16.329829,-15.834071,-15.814392,-15.340114,-14.380870,-14.172872,-13.993566,-13.475503,-12.308119 
28/01/1988 23:00,726130.958333,27.000000,1,0,1,-17.527606,-17.362469,-17.333873,-17.304554,-17.212391,-17.042328,-16.661950,-16.429235,-16.255110,-15.835476,-15.818458,-15.400257,-14.513278,-14.316688,-14.144924,-13.645485,-12.501667 
29/01/1988 23:00,726131.958333,28.000000,1,0,1,-17.195962,-17.008828,-16.978996,-16.948994,-16.857934,-16.698014,-16.355945,-16.152661,-16.002276,-15.642046,-15.627456,-15.268097,-14.492171,-14.317589,-14.162813,-13.708748,-12.638381 
30/01/1988 23:00,726132.958333,29.000000,1,0,1,-17.076139,-16.882884,-16.852146,-16.821287,-16.728039,-16.565755,-16.223622,-16.023505,-15.876990,-15.530448,-15.516510,-15.175384,-14.448897,-14.286215,-14.142139,-13.719233,-12.716148 
31/01/1988 23:00,726133.958333,30.000000,1,0,1,-16.266773,-16.235823,-16.226669,-16.216411,-16.179238,-16.098153,-15.889914,-15.749784,-15.639855,-15.361401,-15.349813,-15.058251,-14.401160,-14.250925,-14.116493,-13.720181,-12.770445 
01/02/1988 23:00,726134.958333,31.000000,1,0,1,-15.103828,-15.174333,-15.180951,-15.186389,-15.195704,-15.192437,-15.138177,-15.080983,-15.027934,-14.870993,-14.863975,-14.675894,-14.186481,-14.067333,-13.956223,-13.621813,-12.774956 
02/02/1988 23:00,726135.958333,32.000000,1,0,1,-14.982810,-14.888827,-14.875641,-14.862776,-14.825838,-14.765892,-14.644162,-14.572176,-14.517795,-14.380295,-14.374518,-14.225335,-13.849533,-13.757209,-13.669377,-13.401229,-12.687757 
03/02/1988 23:00,726136.958333,33.000000,1,0,1,-15.880084,-15.598823,-15.559136,-15.520540,-15.411063,-15.239468,-14.919373,-14.752273,-14.637902,-14.387132,-14.377457,-14.148702,-13.692487,-13.591904,-13.502334,-13.236900,-12.574152 
04/02/1988 23:00,726137.958333,34.000000,1,0,1,-16.515135,-16.245305,-16.204324,-16.163700,-16.044070,-15.844807,-15.448248,-15.230148,-15.077094,-14.735457,-14.722192,-14.409248,-13.809800,-13.682940,-13.574692,-13.262356,-12.546636 
05/02/1988 23:00,726138.958333,35.000000,1,0,1,-16.043554,-15.949072,-15.931149,-15.912442,-15.851867,-15.736084,-15.470507,-15.306060,-15.182723,-14.886180,-14.874185,-14.580770,-13.969218,-13.835149,-13.718906,-13.381989,-12.612033 
06/02/1988 23:00,726139.958333,36.000000,1,0,1,-15.129857,-15.139687,-15.137674,-15.134735,-15.120493,-15.081306,-14.964702,-14.878834,-14.808465,-14.621768,-14.613815,-14.409408,-13.925292,-13.812221,-13.709782,-13.406152,-12.669886 
07/02/1988 23:00,726140.958333,37.000000,1,0,1,-14.360242,-14.400455,-14.404140,-14.407120,-14.411830,-14.408157,-14.370700,-14.332158,-14.296339,-14.189213,-14.184391,-14.053926,-13.704398,-13.617923,-13.536200,-13.288356,-12.645785 
08/02/1988 23:00,726141.958333,38.000000,1,0,1,-14.160150,-14.123589,-14.117977,-14.112351,-14.095264,-14.064809,-13.995704,-13.950824,-13.915242,-13.820900,-13.816847,-13.710353,-13.432901,-13.363924,-13.297808,-13.095109,-12.548117 
09/02/1988 23:00,726142.958333,39.000000,1,0,1,-14.554208,-14.403882,-14.382663,-14.362002,-14.303188,-14.210231,-14.033358,-13.938378,-13.871879,-13.721024,-13.715075,-13.571086,-13.263019,-13.192499,-13.128023,-12.934331,-12.432208 
10/02/1988 23:00,726143.958333,40.000000,1,0,1,-15.513034,-15.218206,-15.176436,-15.135768,-15.020169,-14.838475,-14.499312,-14.323113,-14.203418,-13.945412,-13.935585,-13.707238,-13.281418,-13.191708,-13.114744,-12.891312,-12.364342 
11/02/1988 23:00,726144.958333,41.000000,1,0,1,-16.877996,-16.442602,-16.380063,-16.318970,-16.144200,-15.866639,-15.344651,-15.072801,-14.888454,-14.494205,-14.479291,-14.136408,-13.527997,-13.404900,-13.303386,-13.015983,-12.394553 
12/02/1988 23:00,726145.958333,42.000000,1,0,1,-18.068265,-17.599294,-17.530020,-17.461831,-17.263756,-16.940793,-16.314851,-15.979598,-15.748458,-15.245098,-15.225862,-14.780156,-13.980307,-13.818763,-13.686819,-13.316590,-12.549903 
13/02/1988 23:00,726146.958333,43.000000,1,0,1,-18.718046,-18.300746,-18.237347,-18.174456,-17.988883,-17.678088,-17.055832,-16.711811,-16.469838,-15.929795,-15.908853,-15.416843,-14.500949,-14.312544,-14.157103,-13.719356,-12.811374 
14/02/1988 23:00,726147.958333,44.000000,1,0,1,-19.111312,-18.721442,-18.661815,-18.602554,-18.427021,-18.130976,-17.532477,-17.197869,-16.960556,-16.424402,-16.403447,-15.906820,-14.955751,-14.756603,-14.590020,-14.117397,-13.116565 
15/02/1988 23:00,726148.958333,45.000000,1,0,1,-19.266359,-18.927547,-18.874887,-18.822321,-18.665258,-18.396515,-17.843641,-17.529303,-17.303998,-16.788136,-16.767813,-16.282312,-15.330310,-15.128187,-14.957279,-14.469432,-13.416525 
16/02/1988 23:00,726149.958333,46.000000,1,0,1,-19.351311,-19.029763,-18.980109,-18.930613,-18.783068,-18.531316,-18.013837,-17.719069,-17.507214,-17.019482,-17.000194,-16.537206,-15.613567,-15.415192,-15.245779,-14.759341,-13.688889 
17/02/1988 23:00,726150.958333,47.000000,1,0,1,-19.621160,-19.277922,-19.225601,-19.173625,-19.019727,-18.759918,-18.232431,-17.935185,-17.722817,-17.236889,-17.217734,-16.758974,-15.846378,-15.650241,-15.482328,-14.999173,-13.925866 
18/02/1988 23:00,726151.958333,48.000000,1,0,1,-19.960522,-19.610529,-19.556888,-19.503540,-19.345274,-19.077380,-18.532811,-18.226108,-18.007246,-17.507691,-17.488032,-17.018137,-16.089085,-15.890074,-15.720036,-15.231138,-14.145643 
19/02/1988 23:00,726152.958333,49.000000,1,0,1,-19.846103,-19.580468,-19.537920,-19.495132,-19.365477,-19.138673,-18.660504,-18.382537,-18.180565,-17.710060,-17.691333,-17.239193,-16.323281,-16.124929,-15.954393,-15.462686,-14.363615 
20/02/1988 23:00,726153.958333,50.000000,1,0,1,-19.255779,-19.104154,-19.077830,-19.050826,-18.965849,-18.808570,-18.455690,-18.239237,-18.077022,-17.685327,-17.669425,-17.278228,-16.446296,-16.261678,-16.100261,-15.630784,-14.555234 
21/02/1988 23:00,726154.958333,51.000000,1,0,1,-18.882310,-18.712634,-18.685720,-18.658675,-18.576695,-18.432682,-18.124070,-17.940033,-17.803469,-17.474818,-17.461469,-17.131692,-16.413576,-16.251297,-16.106997,-15.683012,-14.679145 
22/02/1988 23:00,726155.958333,52.000000,1,0,1,-18.817932,-18.633817,-18.604780,-18.575678,-18.488008,-18.335849,-18.015921,-17.829112,-17.692432,-17.369325,-17.356333,-17.038407,-16.361243,-16.209532,-16.075054,-15.680028,-14.739845 
23/02/1988 23:00,726156.958333,53.000000,1,0,1,-18.156600,-18.109951,-18.098883,-18.086867,-18.045364,-17.959333,-17.746981,-17.607849,-17.500098,-17.230606,-17.219460,-16.940436,-16.317929,-16.176100,-16.049367,-15.675876,-14.780149 
24/02/1988 23:00,726157.958333,54.000000,1,0,1,-16.841255,-16.949161,-16.960572,-16.970560,-16.992191,-17.006726,-16.982202,-16.939027,-16.895035,-16.756780,-16.750459,-16.578429,-16.119418,-16.006862,-15.901570,-15.584291,-14.778567 
25/02/1988 23:00,726158.958333,55.000000,1,0,1,-15.836426,-15.941906,-15.955451,-15.968192,-16.001577,-16.045338,-16.100227,-16.110594,-16.107854,-16.069519,-16.067230,-15.992420,-15.719337,-15.644528,-15.569330,-15.334363,-14.676998 
26/02/1988 23:00,726159.958333,56.000000,1,0,1,-15.323375,-15.387475,-15.396141,-15.404421,-15.426883,-15.458555,-15.504567,-15.518431,-15.521954,-15.508405,-15.507330,-15.466919,-15.288693,-15.236847,-15.182426,-15.008307,-14.486387 
27/02/1988 23:00,726160.958333,57.000000,1,0,1,-15.014265,-15.065500,-15.072155,-15.078426,-15.094910,-15.116598,-15.143966,-15.149178,-15.147795,-15.128055,-15.126868,-15.087505,-14.935696,-14.892692,-14.847891,-14.704552,-14.269568 
28/02/1988 23:00,726161.958333,58.000000,1,0,1,-15.133978,-15.081844,-15.074860,-15.068160,-15.049640,-15.021695,-14.970219,-14.942240,-14.921858,-14.871042,-14.868905,-14.812767,-14.658079,-14.617723,-14.577094,-14.448644,-14.065516 
29/02/1988 23:00,726162.958333,59.000000,1,0,1,-15.084847,-15.065269,-15.061295,-15.057091,-15.043161,-15.015728,-14.950647,-14.908903,-14.876764,-14.796155,-14.792806,-14.708033,-14.507338,-14.459384,-14.414255,-14.276464,-13.899566 
01/03/1988 23:00,726163.958333,60.000000,1,0,1,-14.939557,-14.911652,-14.907094,-14.902466,-14.888096,-14.861839,-14.802120,-14.764138,-14.734704,-14.659569,-14.656412,-14.575461,-14.377670,-14.329863,-14.284742,-14.147118,-13.775194 
02/03/1988 23:00,726164.958333,61.000000,1,0,1,-15.076516,-15.000459,-14.989220,-14.978142,-14.945825,-14.892601,-14.786420,-14.726860,-14.684088,-14.584281,-14.580285,-14.482283,-14.266483,-14.216516,-14.170511,-14.031756,-13.666478 
03/03/1988 23:00,726165.958333,62.000000,1,0,1,-15.119153,-15.047493,-15.036346,-15.025212,-14.991878,-14.934730,-14.815948,-14.747267,-14.697302,-14.579899,-14.575193,-14.460208,-14.214141,-14.158492,-14.108407,-13.959405,-13.583351 
04/03/1988 23:00,726166.958333,63.000000,1,0,1,-15.138439,-15.062606,-15.050837,-15.039084,-15.003900,-14.943542,-14.817862,-14.745030,-14.691972,-14.567149,-14.562143,-14.439839,-14.179042,-14.120307,-14.067733,-13.911967,-13.525301 
05/03/1988 23:00,726167.958333,64.000000,1,0,1,-15.270757,-15.165479,-15.149707,-15.134109,-15.088328,-15.012277,-14.859798,-14.774441,-14.713502,-14.573395,-14.567846,-14.433822,-14.155888,-14.094101,-14.039277,-13.877608,-13.482096 
06/03/1988 23:00,726168.958333,65.000000,1,0,1,-15.308527,-15.217228,-15.202875,-15.188507,-15.145351,-15.071073,-14.916614,-14.827615,-14.763158,-14.613059,-14.607079,-14.462196,-14.162112,-14.095793,-14.037413,-13.866193,-13.455358 
07/03/1988 23:00,726169.958333,66.000000,1,0,1,-15.174127,-15.112118,-15.101779,-15.091270,-15.058748,-15.000138,-14.871808,-14.794412,-14.736854,-14.598674,-14.593076,-14.455365,-14.159463,-14.093006,-14.033987,-13.860287,-13.441343 
08/03/1988 23:00,726170.958333,67.000000,1,0,1,-15.201366,-15.109452,-15.095490,-15.081625,-15.040569,-14.971320,-14.829611,-14.748563,-14.689879,-14.552487,-14.546988,-14.412796,-14.127177,-14.062947,-14.005638,-13.836385,-13.423365 
09/03/1988 23:00,726171.958333,68.000000,1,0,1,-15.236206,-15.147976,-15.134069,-15.120143,-15.078284,-15.006185,-14.856119,-14.769532,-14.706733,-14.560078,-14.554224,-14.412012,-14.114656,-14.048545,-13.990080,-13.818222,-13.403964 
10/03/1988 23:00,726172.958333,69.000000,1,0,1,-14.856026,-14.850204,-14.847191,-14.843648,-14.829978,-14.798459,-14.714845,-14.657582,-14.612327,-14.496883,-14.492063,-14.370387,-14.093802,-14.030242,-13.973068,-13.803849,-13.390692 
11/03/1988 23:00,726173.958333,70.000000,1,0,1,-14.008938,-14.121551,-14.135092,-14.147583,-14.178947,-14.216481,-14.256705,-14.260338,-14.254596,-14.218173,-14.216204,-14.156634,-13.969323,-13.921001,-13.874480,-13.732319,-13.356663 
12/03/1988 23:00,726174.958333,71.000000,1,0,1,-13.218698,-13.349629,-13.367539,-13.384754,-13.432222,-13.502108,-13.618052,-13.668095,-13.696450,-13.738463,-13.739570,-13.752222,-13.693018,-13.669552,-13.642141,-13.551149,-13.260827 
